dashboard_id,dashboard_name,consolidation_priority,key_synthesis,response_id
58dce9a4-ca60-474d-bf3a-733ee23e565b,Sports monthly snapshot - IPSOS,high,"The 'Sports monthly snapshot - IPSOS' dashboard is severely limited by its highly static nature. All 8 defined metrics contain hardcoded date ranges (July 2025 for content interaction metrics and April 2025 for IPSOS audience metrics) and specific categorical filters (e.g., 'sport' site section, 'Smartphone' device, 'All' gender/age). This design prevents the dashboard from dynamically updating for new reporting periods, making it unsustainable for a 'monthly snapshot' and requiring constant manual intervention. The absence of a SQL execution summary prevents any validation of these metrics against live data, leaving critical gaps in understanding their performance, accuracy, and potential for runtime errors.",359
906ca8a7-1733-4a1a-b2f5-2660551f3d3a,Month End Reporting Reconcilation - ME team copy,high,"The dashboard, titled 'Month End Reporting Reconcilation', is severely impacted by extensive hardcoding of fiscal years and specific months (e.g., 2025, Jan, Apr, Aug, Jul) across nearly all its metrics. This fundamentally contradicts its implied purpose as a dynamic, recurring month-end report, rendering it a static snapshot for 2025. Furthermore, the presence of `LIMIT 10` in every SQL query suggests these metrics are either for testing/preview or are severely restricting the data displayed, making the dashboard functionally incomplete for reconciliation purposes. The absence of a `sql_execution_summary` prevents validation of live data performance or actual results, highlighting a critical gap in monitoring. Despite an initial AI assessment of a high consolidation score (8) and zero governance issues, the detailed SQL analysis reveals significant anti-patterns that necessitate immediate attention for maintainability, accuracy, and future usability.",360
8531208f-5b20-40d0-8b57-2d15ac1fca33,Verity 2.0 Toowoomba Chronicle Sunrise Report,high,"The dashboard is reported as having a high consolidation score (9) and low complexity (2), containing only one high-criticality KPI: 'Total C-Score Target by Publication Group'. The metric's SQL definition appears straightforward and uses good practices like `SAFE_CAST`. However, the critical finding is the complete absence of SQL query execution summary data. This prevents any validation of the metric's performance, actual data output, or comparison against the AI's initial assumptions regarding filtering. The high consolidation priority is due to the inability to validate the dashboard's operational health without execution data.",361
4b158218-2a09-443c-929a-a7f5dae09979,BEYOND WORDS,low,"The 'BEYOND WORDS' dashboard is characterized by its extreme simplicity, containing only one high-criticality KPI: 'Total Distinct Contacts'. The underlying SQL logic for this metric is straightforward and appears correctly structured for its intended purpose (a simple COUNT(DISTINCT) operation). However, a significant limitation in this analysis is the complete absence of SQL Query Execution Summary data. This prevents any real-world validation of the metric's performance, actual data output, or the identification of potential runtime issues, thereby hindering a comprehensive assessment of the dashboard's operational health or the accuracy of the initial AI-generated complexity and consolidation scores based on live data.",362
ec3c813c-6c23-4a43-926c-73a56c6df69e,TCS Governance Dashboard [Data Portfolio] V2,high,"The 'TCS Governance Dashboard [Data Portfolio] V2' exhibits significant opportunities for consolidation and improvement. A critical observation is the complete absence of `sql_execution_summary` data, which prevents validation of the SQL logic against live performance or results. Analysis of the detailed metric SQL reveals pervasive hardcoding of filters (e.g., assignment groups, task types, SLA types), date ranges, and result limits across all metrics. Furthermore, one metric directly references a development dataset (`ncau-data-newsquery-dev`) for a lookup table, posing a significant governance and stability risk. These issues indicate a dashboard that is highly static, difficult to maintain, and potentially unreliable in a production environment, warranting high consolidation priority.",363
e63c5845-a981-4540-bb6d-0aba73a2dd3f,FY25 Copy of - Team Sales Performance - TY vs LY,high,"The dashboard, 'FY25 Copy of - Team Sales Performance - TY vs LY', despite an initial high consolidation score (9), exhibits significant underlying data integrity and coding practice issues. A critical error in 6 out of 10 metrics, specifically the `(CASE WHEN (false = true) THEN 1 ELSE 0 END) = 1` condition, will cause these metrics to consistently return no results, rendering a substantial portion of the dashboard non-functional. Furthermore, the widespread use of hardcoded filter values and complex, repeated `CASE` statements for data transformations (e.g., `adtype_l1` and `product_group` mapping, financial period formatting) indicates poor maintainability and scalability. This contradicts the reported high consolidation score and suggests a need for immediate refactoring to leverage a more robust, centralized data model or lookup tables.",364
f65a9149-93b4-4aa9-aef6-d12002853222,Digital Video Content Audio,high,"The dashboard 'Digital Video Content Audio' is in the advertising domain and is reported by the initial AI analysis as having a high consolidation score (8) and no governance issues. However, a detailed review of the underlying SQL for its three metrics reveals significant anti-patterns, primarily extensive hardcoding of exclusion lists and category definitions. This contradicts the initial assessment of 'high consolidation' and '0 governance issues', indicating a strong need for consolidation efforts. Crucially, the absence of `sql_execution_summary` data prevents validation of the live performance or data integrity of these metrics, making it an immediate area for investigation.",365
b15d856f-e3ce-4991-bf2a-92395390524f,Programmatic Rolling 60 Day Overview_NQ Data,high,"The analysis of the 'Programmatic Rolling 60 Day Overview_NQ Data' dashboard reveals significant opportunities for consolidation and improvement in data governance. A critical observation is the complete absence of live SQL execution data, which prevents validation of the provided SQL logic against actual query performance or results. However, the detailed metric definitions expose a repeated hardcoded `CASE` statement for SSP grouping across multiple key metrics, indicating a strong need for centralized logic. Furthermore, all provided SQL queries contain a `LIMIT 10` clause and the 'rolling 60 day' metrics use a hardcoded *future* date range, which are highly suspicious for a production dashboard and suggest either placeholder logic or fundamental design flaws.",366
b9dfd2f4-92fa-4f81-a5b1-17de880470f9,Contra Report,high,"The 'Contra Report' dashboard, despite its medium consolidation score, exhibits significant architectural debt due to highly repetitive and complex filtering logic across almost all revenue-related metrics. This indicates a lack of a centralized, well-defined 'Open Contra Account' business rule within the data model, leading to duplicated and hardcoded definitions in individual metric SQL. The absence of SQL execution data prevents validation of performance or data consistency in a live environment but highlights the critical need for refactoring to improve maintainability and reliability.",367
d410ca5f-3513-4250-ae00-7f18c6347e8c,Verity 2.0 Newsletters Performance and Value,high,"The dashboard 'Verity 2.0 Newsletters Performance and Value' exhibits significant opportunities for improvement despite its high initial consolidation score (9) and reported zero governance issues. A deep dive into the metric definitions reveals pervasive anti-patterns, primarily the extensive use of complex, hardcoded `CASE` statements with `REGEXP_CONTAINS` for business logic (e.g., categorizing newsletter types, calculating value scores, and determining costs). This logic is duplicated across numerous metrics, leading to high maintenance overhead and potential inconsistencies. Crucially, several key metrics contain logically contradictory filters (e.g., filtering for 'DailyTelegraph' AND 'TheAustralian' simultaneously), which will inevitably result in zero data, rendering them useless. Furthermore, many metrics are configured with future date ranges, suggesting either a misconfiguration or an attempt to display forecast data without clear indication of its source. The absence of `sql_execution_summary` prevents direct validation against live query results, but the identified SQL anti-patterns strongly indicate data accuracy and maintainability challenges.",368
f0af9ebe-dbaa-4690-9e9b-fba30a7e514d,NCA newsletters reporting template - for News Corp global,high,"The dashboard, while having a high initial consolidation score, exhibits a critical lack of live SQL execution data, preventing validation of metric outputs. A deep dive into the metric definitions reveals a pervasive anti-pattern: extensive use of hardcoded `CASE` statements and `REGEXP_CONTAINS` clauses for defining key dimensions like `newsletter_brand_group`, `newsletter_type_category`, and various email flags. This approach severely impacts maintainability, scalability, and data governance, making future updates or expansions highly prone to errors. The most complex dimensions (`is_marketing_email_combined_flag_dimension`, `newsletter_source_category_dimension`) are particularly problematic, indicating a strong need for a centralized data modeling layer or lookup tables. Additionally, the consistent presence of `LIMIT 1` in all metric SQL definitions is an unusual artifact, likely from the extraction process, but would be problematic if applied directly to dashboard queries without aggregation or grouping.",369
5f09cf50-19d6-4027-80de-69b30aba367e,Essentials Engagement Reporting DG ,medium,"The dashboard 'Essentials Engagement Reporting DG' demonstrates strong data source consolidation, with all four metrics drawing from the same BigQuery table (`DG_ESSENTIALS_REPORTING_SEPT23_TABLE3`). This is reflected in its high consolidation score (8). However, the analysis of detailed metric SQL reveals two key areas for improvement in coding practices and logical consistency. Firstly, the initial AI analysis's concern regarding the 'Sum of Subscriber IDs by Site Section' metric is validated, as summing a likely unique identifier (`subscriber_id_SRC`) is an anti-pattern. Secondly, the 'Unique Subscribers by Current Month SPV Bucket' metric relies on hardcoded `CASE` logic for bucketing, which can hinder maintainability and reusability. The absence of `sql_execution_summary` data prevents validation against live performance or data discrepancies, making these observations based purely on static SQL analysis.",370
3c56145d-9022-4a17-8a57-ba6fd911e013,Verity 2 - PRD - Habit Forming Dashboard - Newsletters and Website Preferences,high,"The dashboard's metrics, particularly those related to 'Filtered Newsletter Activity' (Opens, Delivered, Unsubscribes, Clicks, Sends, Bounces, Record Count), exhibit significant duplication of complex filtering logic. This anti-pattern, involving extensive `REGEXP_CONTAINS` and hardcoded values, severely impacts maintainability and scalability. The absence of SQL execution summary data prevents validation of these complex queries against live performance or result sets, highlighting a critical area for investigation. The dashboard's high complexity (score 8) and moderate consolidation (score 7) are directly reflected in these observed coding practices, indicating a strong need for refactoring to improve data governance and reusability.",371
8f848270-688f-4455-82a6-3bc9a7d39cce,Newsquery Health App,high,"The analysis reveals a critical lack of live SQL execution data, preventing validation of the dashboard's performance and actual data output. However, the detailed metric definitions expose significant anti-patterns in SQL coding practices. Both metrics on the dashboard ('Total Monitored Tables' and 'Tables Not in Critical Alert') use nearly identical, extensive SQL logic, differing only in their final aggregation. This redundancy, coupled with hardcoded table lists and complex `CASE` statements, indicates a high need for consolidation and refactoring to improve maintainability, consistency, and scalability. The dashboard's name ('Newsquery Health App') also appears to conflict with its stated 'finance' business domain, warranting further investigation into its true purpose.",372
41dda2e0-7935-4eca-9a86-1b0e763c2657,News.com.au Daily Update 5.0,high,"The initial AI analysis reported low complexity and consolidation scores with zero governance issues for this 'Daily Update' dashboard. However, a deeper review of the detailed metric SQL reveals critical design flaws: both high-criticality KPIs use hardcoded `visit_date` filters, and crucially, these dates are *different* for each metric (2025-06-04 vs. 2025-06-12). This fundamentally undermines the dashboard's stated purpose of providing a 'Daily Update' and indicates a high priority for refactoring. The empty `sql_execution_summary` prevents validation against live data, highlighting a separate area for investigation regarding data observability.",373
39513a1d-8a62-4150-ab05-06786b4ecda1,Verity 2.0 The Australian: Sunrise Report (Click here to access the full report),high,"The dashboard exhibits strong data source consolidation, with all metrics drawing from a single BigQuery view (`v_masthead_performance_summary`). However, this positive aspect is significantly undermined by critical hardcoded logic. Most notably, the `articledateupdated` is hardcoded to a future date (e.g., '20250513'), rendering the dashboard static and unable to display current or historical data. Furthermore, a complex CLV-derived article scoring calculation is duplicated across multiple metrics, indicating a lack of centralized logic definition. The absence of a SQL Query Execution Summary prevents validation of live data performance or actual results, making it impossible to confirm the dashboard's operational status or data accuracy.",374
464dbd27-97f1-4665-bd93-22b4e9520bfe,Audience Insights - Adds Performance - DRAFT,high,"The dashboard 'Audience Insights - Adds Performance - DRAFT' is flagged by the initial AI analysis with a high consolidation score (8), yet a deeper dive into the underlying SQL reveals significant opportunities for consolidation and adherence to best practices. Both metrics exhibit repeated filtering logic and, critically, hardcoded date ranges, rendering the dashboard static and requiring manual updates. The absence of SQL execution summary data prevents validation against live results, highlighting a critical area for investigation.",375
cbab66df-64cb-4ec6-a112-088557684b7e,FY25 OS extract for month end rec,high,"The 'FY25 OS extract for month end rec' dashboard, a critical financial reporting tool, exhibits a significant and pervasive anti-pattern: the identical, complex `OSandFACT` Common Table Expression (CTE) is duplicated across the SQL logic for every single metric. This structural redundancy means that each metric's calculation re-executes the same set of joins and data preparation steps, leading to highly inefficient queries, increased BigQuery costs, and a substantial maintenance burden. While live SQL execution data is unavailable for direct performance validation, the inherent design flaw indicates a high-priority consolidation and optimization opportunity. The dashboard's high complexity score (8) and its focus on business-critical financial KPIs ('Actual Amount', 'Last Year Actual Amount', 'Budget Amount', 'Forecast Amount') underscore the urgency of addressing this architectural inefficiency.",376
d3b51d1f-8b66-440f-9bc3-cc96429075bd,Verity 2.0 - S&C Federal Election Daily,high,"The dashboard 'Verity 2.0 - S&C Federal Election Daily' exhibits significant opportunities for consolidation and improved maintainability. Despite a high reported consolidation score of 8, the detailed metric analysis reveals a strong anti-pattern: two core KPI metrics are essentially duplicates, differing only by hardcoded date ranges. Furthermore, both metrics rely on a hardcoded list of news websites. This approach severely limits the dashboard's flexibility, increases maintenance overhead, and contradicts the spirit of a high consolidation score. The absence of SQL execution summary data prevents validation of query performance or actual data values, leaving potential issues unaddressed.",377
c902dea7-7c03-4995-a4f5-56ff4f6f5635,SMS send monthly count by brand,low,"The dashboard is highly consolidated with only two metrics, as indicated by its consolidation score of 5. However, the analysis reveals significant discrepancies between the business descriptions of the metrics and their underlying SQL logic, particularly concerning data aggregation levels and the use of hardcoded date ranges. The absence of SQL execution summary data prevents validation of live performance or results, highlighting a critical gap in observability for this dashboard.",378
bb75f9e0-40f6-44f7-b17c-7441e71c90e5,Interim Adsales Performance Dashboard PDFs-FY26,high,"The dashboard, 'Interim Adsales Performance Dashboard PDFs-FY26', exhibits a high initial consolidation score (9) and complexity (8) according to the AI-generated summary. However, a deeper analysis of the underlying SQL logic reveals significant anti-patterns and opportunities for improved consolidation and maintainability. The most critical observation is the complete absence of `sql_execution_summary` data, which prevents validation against live query performance or results. This necessitates framing findings as observations and areas for investigation. The primary consolidation issues stem from redundant metric definitions (e.g., `_000s` versions) and a highly complex, hardcoded, and time-sensitive conditional revenue metric that severely impacts maintainability and future accuracy.",379
3f582360-cbc4-4ee3-80a7-14fa61b2f1fd,NIS KPI REPORT,high,"The analysis reveals critical gaps in the 'NIS KPI REPORT' dashboard's data integrity and maintainability. Most notably, the complete absence of SQL query execution summaries prevents any validation against live data, making it impossible to confirm the dashboard's actual performance or data accuracy. A significant anti-pattern is observed in the provided SQL logic for all metrics, including the 'Total Opportunity Amount' KPI, where a 'LIMIT 1' clause is present. If this reflects the actual queries, it would lead to fundamentally incorrect aggregated results. Furthermore, all opportunity-related metrics are hardcoded to a specific fiscal year (July 2024 - June 2025), severely limiting the dashboard's utility for dynamic analysis and requiring annual manual updates. These issues indicate a high priority for consolidation and remediation to ensure data reliability and future usability.",380
a8df8e47-f86a-4a5a-8cee-13dd26cc367f,FNL Marketing Report,high,"The 'FNL Marketing Report' dashboard, despite a relatively high initial consolidation score (7/10), exhibits critical data validity concerns and significant hardcoding anti-patterns. The most pressing issue is the presence of future dates (e.g., 2025, 2029) in the `sql_execution_summary` sample data for both Adobe clickstream and subscription metrics. This directly contradicts the `validation_sql` reporting 'PASS' for freshness checks, indicating a potential disconnect between validation logic and actual data state, or a test environment. Furthermore, a pervasive anti-pattern of hardcoded lists (brands, mastheads) and fixed start dates for subscription data severely limits the dashboard's flexibility, maintainability, and accuracy, potentially leading to underreported or outdated results. The repeated use of `COUNT(CASE WHEN ... THEN 1 END)` for channel-specific subscription metrics also points to a need for more robust dimensional modeling.",381
ed91d3f4-4175-4293-a648-e8dbca4cea93,Newscorp Australia Daily Update,high,"The dashboard, named 'Newscorp Australia Daily Update', exhibits a critical anti-pattern: two out of four metrics contain hardcoded dates and brand names. This directly contradicts the implied 'daily update' and dynamic nature suggested by its name, indicating a significant lack of reusability and maintainability. While the initial analysis reported a high consolidation score (7), this appears to refer to the number of base metrics rather than the reusability of derived metrics, as the specific metrics are highly fragmented. Furthermore, the absence of SQL query execution data prevents any validation of live performance or data accuracy, making it impossible to confirm if the dashboard is functioning as expected or if there are any runtime issues.",382
73e125c7-5447-4e59-9560-ed12d7c7f153,Adomik Snowflake v NQ CDM,high,"The dashboard's three core metrics (Total Gross Revenue, Total Impressions, Total Net Revenue) are defined with highly repetitive and complex SQL logic. A significant anti-pattern of duplicated subqueries was identified, indicating a strong need for data model consolidation. Crucially, the absence of live SQL execution data prevents any validation of query performance, actual results, or potential data discrepancies, highlighting a critical gap in the current analysis process.",383
68765694-fddc-495e-a598-2a5b1e78e2c9,VERITY AT A GLANCE - CODE Verity 2.0 - Prod - At-a-Glance,medium,"The dashboard 'VERITY AT A GLANCE' demonstrates a high degree of internal metric consolidation, evidenced by its reported consolidation score of 9 and the clear pattern of reusing base metrics (e.g., 'adds', 'cancels', 'net_movement', 'subscriber_count') with different filtering criteria. This indicates a well-structured approach to defining metrics within the dashboard. However, a deeper analysis of the underlying SQL logic reveals opportunities for further data model consolidation and improved maintainability. Specifically, repeated hardcoded filter values and the use of `STRPOS` for categorization suggest that a more robust semantic layer or lookup tables could enhance reusability and reduce potential for errors. A critical observation is the absence of SQL execution summary data, which prevents validation of query performance, actual data values, and identification of potential data mismatches or performance bottlenecks.",384
d7dcf866-1b93-48f8-a0c3-56c743029896,Digital Campaign Performance - Data Validation,high,"The dashboard exhibits strong data source consolidation, with all 23 metrics drawing from a single BigQuery table (`ncau-data-newsquery-prd.bdm_consumer.campaign_performance_fct`). This is excellent for data consistency and simplifies data governance. However, a critical anti-pattern observed is the pervasive use of hardcoded future date ranges (April 15 - May 14, 2025) across 11 of the 23 metrics, including all key performance indicators (spend, impressions, clicks, subscriptions) and one dimension. This severely limits the dashboard's utility for real-time or dynamic digital campaign performance monitoring, suggesting it might be a static snapshot, a template requiring parameterization, or intended for a specific future validation period. The absence of live SQL execution data (`sql_execution_summary` is empty) prevents validation of query performance, actual data output, or identification of runtime errors, making it impossible to confirm if the metrics are functioning as expected in a live environment.",385
470fb761-78c5-4d29-9791-1f9b5fa3ce10,FY25 Copy of Adsales Performance Dashboard - FY25,high,"The dashboard 'FY25 Copy of Adsales Performance Dashboard - FY25' exhibits a high degree of data source consolidation, with all analyzed metrics drawing from a single BigQuery table (`ncau-data-newsquery-prd.asl_finance_derived.adsales_performance`). This is a positive foundation for data governance and performance. However, the detailed metric definitions reveal significant anti-patterns in SQL logic, primarily characterized by pervasive hardcoded `CASE` statements for filtering and transformations (e.g., time offsets, revenue types, sales segments, and even display formatting). This internal lack of consolidation within metric definitions contradicts the reported '0 governance issues' and indicates a high maintenance burden, potential for inconsistencies, and reduced reusability. The absence of `sql_execution_summary` prevents validation against live performance, but the `LIMIT 1` clause found in all metric SQLs is a critical observation, suggesting these are likely individual scorecard definitions rather than queries for aggregated components, which could severely impact dashboard flexibility and performance if applied broadly.",386
8a5e8eb0-fe0e-40f6-9131-e7a564f5e60b,NewsQuery Data Reconciliation Dashboard - For Ops,high,"The 'NewsQuery Data Reconciliation Dashboard - For Ops' is designed to monitor data freshness using a well-structured control table, indicating good data governance practices. However, the critical absence of SQL query execution summary data prevents any validation of the dashboard's live functionality and the accuracy of its reported metrics. This makes it impossible to confirm if the dashboard is currently serving its operational purpose effectively. Furthermore, a key base metric contains a 'LIMIT 1' clause, making its standalone interpretation ambiguous, and the use of 'LIKE' for load type filtering could be refined for precision.",387
52b2e0a6-fd53-4788-94da-101037302104,Data Townhall Feedback,low,"The 'Data Townhall Feedback' dashboard is characterized by its simplicity, containing only one metric: 'Total Distinct Contacts'. This aligns with its low complexity (1) and consolidation (1) scores. The metric's SQL logic is a straightforward `COUNT(DISTINCT)` query, indicating no immediate coding anti-patterns. However, a critical observation is the complete absence of SQL query execution summary data, which prevents validation of the metric's live performance or data retrieval success. Despite the dashboard's low consolidation priority due to its simplicity, its 'high' business criticality means that ensuring the underlying data is accessible and the metric is correctly populating is a high operational priority.",388
ae8a7e4a-6850-4617-aca7-de689047229d,News monthly snapshot - IPSOS,high,"The dashboard, 'News monthly snapshot - IPSOS', exhibits a paradox in consolidation. While all four metrics leverage the same underlying BigQuery table (`ipsos_mom_audience_view`), indicating good data source consolidation (reflected in the initial AI's high consolidation score of 9), the SQL logic for each metric is severely hardcoded. This hardcoding of the reporting month (to '2025-07-01'), category ('News'), subcategory ('Travel'), device, gender, and age dimensions fundamentally undermines the dashboard's ability to serve as a dynamic 'monthly snapshot' or to provide a comprehensive view of 'News' data. The live data confirms the underlying table contains a much broader range of dates and categories, highlighting that the current metric definitions are highly restrictive and static, necessitating significant refactoring for true reusability and dynamism.",389
acf4223b-efb2-4a6e-961d-a2f5fe0e004e,Verity 2.0 - Daily Digital Retro - DT,high,"The dashboard 'Verity 2.0 - Daily Digital Retro - DT' exhibits a significant anti-pattern of metric proliferation due to hardcoded dates and repeated filter logic. Despite an initial 'consolidation_score' of 8, the detailed metric analysis reveals that 6 out of 9 metrics are essentially variations of 'Total Adds', 'Total Cancels', and 'Net Adds/Cancels' for specific, hardcoded dates (May 20, 2025, and May 26, 2025), all sharing identical filtering criteria ('Standard Paid' class, 'Digital' delivery, 'DT' masthead). Similarly, 'Daily Website Target' metrics are duplicated for different hardcoded dates/ranges. This approach severely limits the dashboard's flexibility, scalability, and maintainability. The absence of `sql_execution_summary` data prevents validation against live query performance or results, but the structural issues in the SQL logic are evident and actionable.",390
3dba3db1-7b70-4bd1-9c89-c78fd19832ac,Gen Ai: comment summaries,high,"The 'Gen Ai: comment summaries' dashboard, despite an initial high consolidation score, exhibits significant opportunities for improvement due to repeated hardcoded logic across its three metrics. All metrics share a nearly identical SQL structure, differing primarily in their specific filtering criteria for emotion categories and, critically, in their hardcoded date ranges. This hardcoding severely limits the dashboard's dynamic utility and maintainability. The absence of SQL execution summary data prevents validation of query performance or actual data patterns, necessitating further investigation into the underlying data and query execution.",391
70dc50c7-72fe-4268-8e22-6de00e463d20,Verity 2.0 NewsLocal and NSW NRM performance,high,"The dashboard is reported as low complexity (3) and high consolidation (8) with only two simple, high-criticality KPI metrics. However, the complete absence of SQL execution summary data prevents any validation of the dashboard's live performance, data accuracy, or query efficiency. While the metrics themselves are straightforward aggregations from a single table, the lack of execution insights makes it impossible to confirm the dashboard's operational health or the validity of its reported targets. This missing information elevates the consolidation priority to high, as the fundamental ability to assess the dashboard is compromised.",392
c9529742-6e47-4644-ae3e-87ace36730cc,Verity 2.0 CODE weekly report,high,"The dashboard, despite being named a 'weekly report', fundamentally relies on hardcoded date ranges (May 5-11, 2025) for both of its high-criticality metrics. This design choice severely limits its utility as a dynamic weekly reporting tool, requiring manual updates for each new reporting period. The two metrics are highly similar in structure, differing only by the aggregated column from the same source table, indicating a strong opportunity for consolidation into a more flexible and maintainable data model. Crucially, the absence of SQL execution summary data prevents validation of these metrics against live results, necessitating further investigation into their actual performance and output.",393
3cf1c516-8797-455b-913a-8722b604bbfe,Audience Insights - The Australian engagement,medium,"The dashboard's initial consolidation score of 8 appears optimistic given the underlying SQL logic. A critical observation is the complete absence of SQL execution summary data, which prevents any validation of query performance, actual data volumes, or runtime errors against the detailed metric definitions. Analysis of the metric definitions reveals significant anti-patterns: multiple metrics rely on hardcoded dates or date ranges, which will lead to static and outdated data. There's also a notable inconsistency in filtering logic for key dimensions like 'customer_type' and 'masthead' across different metrics, indicating a lack of standardized data definitions or a robust semantic layer. Furthermore, the pervasive use of `LIMIT 100` in all queries is highly concerning for production metrics, suggesting these might be development or testing queries rather than live reporting.",394
f9d4736d-1798-45d3-90c2-150a93d50e55,Copy of Data Services_Looker Studio_Template_MASTER,high,"The dashboard 'Copy of Data Services_Looker Studio_Template_MASTER' exhibits a high degree of hardcoded business logic, specifically for age and gender categorization, which is redundantly defined across all 7 metrics. This anti-pattern significantly increases maintenance burden and the risk of data inconsistencies. Furthermore, the use of a fixed, hardcoded date range renders the dashboard static and unsuitable for dynamic analysis. A critical observation is the absence of live SQL execution data, which prevents any validation of query performance, cost, or actual data returned, limiting the depth of this analysis and highlighting a gap in monitoring capabilities.",395
8087886f-b3c5-4337-a45e-f51b8819a362,Funnel Report Official,medium,"The 'Funnel Report Official' dashboard demonstrates a high degree of data source consolidation, primarily relying on the `t_visit_funnel_conversion` table for all its metrics. This is positive for data consistency and simplifies data governance. However, a significant anti-pattern observed is the repeated hardcoded `CASE` statement logic for 'Referrer Group' across multiple measure metrics, which introduces maintenance overhead and potential for inconsistencies. Furthermore, the presence of hardcoded date ranges in several queries severely limits the dashboard's dynamic utility. Crucially, the absence of SQL execution summary data prevents any validation of query performance, cost, or actual data consistency in a live environment, making it a high priority for further investigation.",396
23c8b213-a9f0-4158-b8fa-bff14425abb5,TM1 NewsQuery Tables,high,"The 'TM1 NewsQuery Tables' dashboard, focused on finance subscriptions, exhibits a critical anti-pattern: multiple high-criticality metrics are hardcoded to a single fiscal week ('202535'). Live data confirms the underlying table contains 61 unique fiscal weeks (202501-202609), rendering the dashboard static and incapable of dynamic trend analysis. Additionally, most dimension metrics use a 'LIMIT 10' clause, artificially restricting the available filter values, despite the underlying data having significantly more unique entries (e.g., 27,716 business unit codes). This severely limits the dashboard's utility and indicates a high priority for consolidation and refactoring to enable dynamic filtering and comprehensive data exploration.",397
e83da1de-4227-43e6-bcc6-73051c66914b,Ad Events Dashboard,high,"The dashboard's 'Gross Revenue' metrics, despite sharing a common `base_metric_id`, are implemented using distinct underlying tables and datasets. This fragmentation contradicts the initial AI's high consolidation score (8) and indicates a significant opportunity for data model consolidation. Furthermore, the absence of live SQL execution data prevents validation of metric accuracy or performance, highlighting a critical area for investigation. One metric also exhibits a clear anti-pattern with hardcoded, error-prone values.",398
25db1e50-2b08-468d-8b46-c06dc1308920,Consumer - Core Subscription Health Check ,high,"The 'Consumer - Core Subscription Health Check' dashboard aims to monitor data freshness and integrity for critical NewsCycle and `prstn_consumer` tables. However, the provided `SQL Query Execution Summary` is empty, preventing any validation of the dashboard's live performance or data accuracy. A detailed review of the metric SQL reveals significant anti-patterns, including repeated hardcoded lists of table names across multiple metrics, and highly complex, nested `CASE` statements for freshness logic. Furthermore, several key metrics (`prstn_consumer_table_name`, `prstn_consumer_update_time_aest`, `prstn_consumer_row_count`, `prstn_consumer_row_check`, `prstn_consumer_refresh_rate`) are designed with `LIMIT 1` clauses, which, combined with their `ORDER BY` logic, will only ever display data for a single, often arbitrary, table. This fundamentally undermines the dashboard's stated purpose of providing a 'Health Check' for *multiple* tables. The initial AI analysis stating '0 governance issues' is inaccurate given these pervasive coding anti-patterns and design flaws.",399
5dae02f0-dc48-418c-bdf9-5e5d2b1d6e26,Optimizing Digital Subscriptions Report,high,"The 'Optimizing Digital Subscriptions Report' dashboard, despite an initial AI assessment of '0 governance issues', exhibits significant anti-patterns and hardcoded logic across its metrics. The high complexity and consolidation scores are validated by the detailed SQL, which reveals extensive repetition of complex `CASE` statements and filtering logic. Key issues include a hardcoded fiscal calendar, an unusual 'record volume' calculation, and inefficient generation of constant dimensions. The lack of live SQL execution data prevents direct validation of metric values but highlights the need for a thorough code review and refactoring to improve maintainability, performance, and data governance.",400
415199ee-c67c-4b55-85f1-38b4aa291931,Finance | Business Performance Summary,high,"The dashboard 'Finance | Business Performance Summary' exhibits a high degree of logical repetition and hardcoded values across its metrics, despite a reported high consolidation score. All analyzed metrics pull from the same base table (`tableau_operating_statement_query`) and redundantly re-execute complex subqueries for date flagging and ML model forecasting. This anti-pattern leads to inefficient query execution, significant maintenance overhead, and a high risk of inconsistencies or stale data, particularly with hardcoded dates and business unit filters. The absence of live SQL execution data prevents direct validation of performance impacts but strongly suggests substantial optimization opportunities through data model consolidation.",401
601ed0d2-e944-4189-8170-d593c8e72026,Adex,high,"The 'Adex' dashboard, despite its high initial consolidation score, exhibits significant opportunities for refactoring and consolidation at the SQL metric definition level. Multiple key metrics (Total Spend, News Corp Spend, Nine Spend, Record Count) share nearly identical and complex SQL logic for date period calculations, leading to high redundancy and maintenance overhead. A critical observation is the hardcoded time period selection ('Rolling 12 months') within these SQL definitions, which contradicts the business description implying dynamic period selection. The absence of live SQL execution data prevents validation of these assumptions and the actual performance impact, highlighting a key area for immediate investigation.",402
bb49fa78-5abe-4e68-a9c1-8172a832e724,optimization,high,"The initial AI analysis's claim of '0 governance issues' is directly contradicted by the detailed metric SQL. A significant anti-pattern exists where three critical filter metrics (`cancellation_type_filter`, `view_type_filter`, `date_metric_type_filter`) are implemented with hardcoded `CASE WHEN (1=1)` logic, rendering them static and non-functional as dynamic filters. This severely impacts the dashboard's interactivity and data governance. Furthermore, the core financial metrics (Budget Earned Amount, Closing Base, Opening Base, Earned Amount, Net Change) exhibit highly repetitive SQL logic, indicating a strong opportunity for consolidation and parameterization to improve maintainability and reduce query complexity. The absence of `sql_execution_summary` prevents validation of live data performance or errors, but the logical flaws are evident from the SQL definitions.",403
