metric_id,issue_type,description,code_snippet,recommendation,response_id,dashboard_id
product_revenue_merged_one_row_sum_exclude_lod,Data Definition Ambiguity / Consolidation Opportunity,"Two distinct product revenue metrics (`Product_Revenue` and `Product_Revenue_Merged_OneRow`) are sourced from the same table (`dv_exclude_product_l3_and_l4`). While `Product_Revenue_Merged_OneRow` is described as 'consolidated or adjusted,' the existence of both without clear business context or a unified metric definition can lead to confusion and inconsistent reporting.",SELECT SUM(t0.Product_Revenue_Merged_OneRow) AS product_revenue_merged_one_row_sum FROM `ncau-data-newsquery-prd.sbx_fda_corefin.dv_exclude_product_l3_and_l4` AS t0,"Clarify the precise business definition and use case for each of these revenue metrics with stakeholders. If `Product_Revenue_Merged_OneRow` is the authoritative consolidated figure, consider deprecating or clearly distinguishing `Product_Revenue`. Ideally, define these in a semantic layer to ensure consistent usage across all dashboards.",33,6de90f2a-b3f3-46fe-a4fe-13474b2d6618
sc_acquisitions_specific_rate_plans_2025_q1,Hardcoded Logic,"This metric, along with several others, uses fixed date ranges (January 21, 2025, to June 30, 2025). This approach requires manual updates for each new reporting period, making the dashboard static and prone to errors if not consistently maintained.","movement_datetime >= DATE '2025-01-21'
    AND movement_datetime < DATETIME_ADD(DATE '2025-06-30', INTERVAL 1 DAY)","Implement dynamic date filters in Looker Studio (e.g., 'current quarter', 'last 30 days', or user-selectable date ranges) that pass parameters to the SQL queries. This will make the dashboard evergreen and reduce maintenance overhead.",34,6e8b534b-485a-48dd-842d-13dc6bebb01a
sc_acquisitions_by_source_masthead_2024_q3,Hardcoded Logic,"Multiple acquisition metrics hardcode specific rate plan codes ('SC_SDO_AP24AM12', 'SC_SDO_AP20AM12'). This limits the flexibility of analysis; if relevant rate plans change or new ones are introduced, multiple metrics would need modification.","sold_in_rate_plan_code IN ('SC_SDO_AP24AM12', 'SC_SDO_AP20AM12')","Define rate plans as a dimension in the data model or use a lookup table for rate plan categories. Allow users to select or filter by rate plans via dashboard controls, rather than hardcoding them into individual metrics.",34,6e8b534b-485a-48dd-842d-13dc6bebb01a
sc_acquisitions_detailed_subscriber_breakdown_2024_q3,Hardcoded Logic,"This metric, and 'sc_acquisitions_by_source_masthead_for_subscriber_2024_q3', are hardcoded to a single specific subscriber ID (2452260). This makes these metrics highly specific and not reusable for broader subscriber analysis.",subscriber_id_src = 2452260,"Parameterize the subscriber ID using Looker Studio controls if specific subscriber analysis is required. If the intent is general analysis, remove this specific filter. Consider if such a highly specific metric belongs on a general dashboard or a more specialized report.",34,6e8b534b-485a-48dd-842d-13dc6bebb01a
sc_acquisitions_detailed_subscriber_breakdown_2024_q3,Hardcoded Logic,"This metric hardcodes both the source masthead ('CS') and a specific sold-in source code ('CSWEB_WBN1332_f'). This severely restricts the scope of the analysis to very narrow channels, leading to metric duplication for different source requirements.","SUBSTR(sold_in_source_code, 1, 2) IN ('CS')
    AND sold_in_source_code IN ('CSWEB_WBN1332_f')",Leverage `SourceMasthead` and `sold_in_source_code` as dimensions for filtering or grouping within Looker Studio. Provide these as user-selectable filters to enable dynamic analysis across various source channels without creating new metrics.,34,6e8b534b-485a-48dd-842d-13dc6bebb01a
sc_acquisitions_total_2024_q3,Anti-Pattern,"The dashboard contains multiple distinct metrics for Q3 2024 acquisitions, differing only by specific filters (e.g., rate plans, subscriber ID, source code). This indicates a lack of dynamic filtering capabilities in the dashboard's design, leading to unnecessary metric sprawl and redundancy.","SELECT COUNT(DISTINCT subscription_id_src) AS sc_acquisitions_total_2024_q3
FROM `ncau-data-newsquery-prd.prstn_consumer_views.v_subscription_movement`
WHERE
    masthead = 'SC'
    AND subscription_movement_count_type = 'acquisition'
    AND movement_datetime >= DATE '2024-07-01'
    AND movement_datetime < DATETIME_ADD(DATE '2024-08-19', INTERVAL 1 DAY);","Consolidate these into a single base metric (e.g., 'SuperCoach Acquisitions') and utilize Looker Studio's filtering, drill-down, and parameterization features for date ranges, rate plans, subscriber IDs, and source codes. This aligns with the existing `base_metric_id` of 'distinct_sc_acquisitions' and promotes a more scalable and maintainable dashboard.",34,6e8b534b-485a-48dd-842d-13dc6bebb01a
revenue_channel_type_dimension,Hardcoded Logic|Anti-Pattern,"The 'Revenue Channel Type' dimension is defined using a complex, multi-conditional `CASE` statement that hardcodes business logic for categorization. This logic combines conditions from `xtend_flag`, `revenue_sub_type`, and `portfolio_parent_group_name_sync`. While the `primary_analysis_sql` and `business_rules_sql` show that values like 'PROGRAMMATIC' and 'ADPT DIGITAL' are being correctly derived, any changes to business rules or the introduction of new revenue sub-types will necessitate manual modification of this Looker Studio calculated field, increasing the risk of errors and maintenance overhead.","SELECT DISTINCT CASE WHEN (t0.xtend_flag = 'Y') THEN 'XTEND' WHEN (SAFE.LEFT(t0.revenue_sub_type, 3) = 'PRO' OR (t0.portfolio_parent_group_name_sync = 'DIGITAL OTHER' AND t0.revenue_sub_type = 'DIGITAL')) THEN 'PROGRAMMATIC' WHEN (t0.revenue_sub_type = 'DIGITAL') THEN 'ADPT DIGITAL' WHEN (SAFE.LEFT(t0.revenue_sub_type, 6) = 'SUNDRY') THEN 'SUNDRY' ELSE t0.revenue_sub_type END AS revenue_channel_type FROM `ncau-data-newsquery-prd.asl_finance_derived.revenue_movement` AS t0 LIMIT 100;","Replace the complex, hardcoded `CASE` statement with a join to a governed dimension table for `revenue_channel_type`. This table should pre-define the mapping logic for `xtend_flag`, `revenue_sub_type`, and `portfolio_parent_group_name_sync` to the appropriate channel type. This approach centralizes business logic, improves maintainability, and ensures consistency across reports.",35,a1b901e6-c4fb-44bc-955a-3a7070c15829
advertiser_group_display_dimension,Hardcoded Logic,"The 'Advertiser Group Display' dimension uses a `CASE` statement to replace NULL `advertiser_group` values with the hardcoded string 'Nah'. While functional, this hardcoded default might not align with evolving business terminology or data quality standards. The `primary_analysis_sql` sample data shows 'PROGRAMMATIC ALLOCATION BUCKET' and 'JOYCE MAYNE' as examples of derived values, but the 'Nah' default is a fixed string.",SELECT DISTINCT CASE WHEN (t0.advertiser_group IS NULL) THEN 'Nah' ELSE t0.advertiser_group END AS advertiser_group_display FROM `ncau-data-newsquery-prd.asl_finance_derived.revenue_movement` AS t0 LIMIT 100;,"Evaluate if 'Nah' is a universally accepted and documented business term for unknown advertiser groups. If not, consider standardizing the default value to a more descriptive term (e.g., 'Unknown', 'N/A') or handling null values upstream in the data pipeline to ensure data consistency and clarity. If 'Nah' is a specific business requirement, ensure it is clearly documented.",35,a1b901e6-c4fb-44bc-955a-3a7070c15829
publication_name_202_financial_year,Hardcoded Logic|Data Mismatch,"The business description for 'Publication Name (202x FY)' indicates a focus on financial years '2020 or 2021'. However, the SQL logic uses `financial_year IN ('202')`. This is a string prefix match that, based on the `structure_sql` (min_financial_year: 2024, max_financial_year: 2028), will incorrectly include all available financial years (2024, 2025, 2026, 2027, 2028) that start with '202', leading to a significant discrepancy between the intended and actual data scope.",AND t0.financial_year IN ('202'),"Clarify the exact financial years required. If the intent is 2020 and 2021, update the SQL to `t0.financial_year IN ('2020', '2021')`. If it's meant to be a dynamic filter for the current decade, a more robust date function or parameterization should be used.",36,c560ed20-040d-4c6a-9c3f-ec8bce27d132
sum_of_calendar_month_values_all_years,Anti-Pattern|Misconfiguration,"The metric calculates the sum of numerical representations of calendar months. The business description explicitly states its utility is 'unclear' and 'may indicate a misconfiguration'. Summing month numbers (e.g., 1+2+3=6) rarely provides meaningful business insight and suggests a fundamental misunderstanding of the desired aggregation or data representation.",SELECT SUM(SAFE_CAST(t0.calendar_month AS FLOAT64)) AS sum_of_calendar_month_values,"Re-evaluate the business requirement for this metric. If the goal is to count distinct months, change the aggregation to `COUNT(DISTINCT t0.calendar_month)`. If it's intended as a dimension, remove the `SUM` aggregation. Document the specific business use case if this unusual aggregation is truly required.",36,c560ed20-040d-4c6a-9c3f-ec8bce27d132
total_gross_revenue_2024_2025_greyhound,Hardcoded Logic|Anti-Pattern,"This metric, along with several others (e.g., `financial_month_2024_2025`, `advertiser_name_greyhound_2024_2025`, `calendar_month_filtered_puig`), exhibits a pattern of hardcoding specific `calendar_year` or `financial_year` ranges and `advertiser_name` values directly into the SQL logic. This leads to metric proliferation, where a new metric must be created for every new year range or specific advertiser, making the dashboard difficult to maintain, update, and scale.","AND t0.calendar_year IN ('2024', '2025') AND t0.advertiser_name IN ('Greyhound Racing Victoria')","Promote the use of parameterized metrics or leverage Looker Studio's native filtering capabilities. Define base metrics and dimensions (e.g., 'Total Gross Revenue', 'Advertiser Name', 'Calendar Year') and allow dashboard users to apply filters for specific years or advertisers. For frequently used combinations, consider creating a more flexible data model or a semantic layer (e.g., LookML, dbt) that allows dynamic filtering without creating new physical metrics.",36,c560ed20-040d-4c6a-9c3f-ec8bce27d132
revenue_6m_prior_fy_equals_prior_year_current_month,Hardcoded Logic,"This high-criticality revenue metric, along with related pacing metrics, uses a hardcoded future timestamp ('2025-05-12') for its date calculations. This makes the metric static and requires manual modification to remain relevant as time progresses, severely hindering maintainability and accuracy for a 'Pacing Dashboard'.","DATETIME(TIMESTAMP '2025-05-12 05:05:50.817324+00', 'UTC')","Replace the hardcoded timestamp with dynamic date functions (e.g., `CURRENT_TIMESTAMP()`, `CURRENT_DATE()`) or leverage Looker Studio's built-in date range parameters. For specific 'as of' reporting, consider implementing a user-configurable date parameter in the dashboard.",37,a8fe6bb0-3cbf-4d6e-8838-fa6e6dce447f
prorated_revenue_6m_prior_fy_equals_current_month,Hardcoded Logic,"Similar to other pacing metrics, this prorated revenue metric relies on a hardcoded future timestamp ('2025-05-12') for its date comparisons, making it static and requiring manual updates for ongoing use.","DATETIME(TIMESTAMP '2025-05-12 05:05:50.817324+00', 'UTC')","Implement dynamic date logic using `CURRENT_TIMESTAMP()` or `CURRENT_DATE()`, or utilize dashboard-level date parameters to ensure the metric remains current without manual intervention.",37,a8fe6bb0-3cbf-4d6e-8838-fa6e6dce447f
revenue_6m_prior_fy_equals_prior_month_current_month,Hardcoded Logic,"This revenue pacing metric also incorporates a hardcoded future timestamp ('2025-05-12') into its SQL logic, which prevents it from dynamically updating with the current period and necessitates manual adjustments.","DATETIME(TIMESTAMP '2025-05-12 05:05:50.817324+00', 'UTC')","Refactor the SQL to use dynamic date functions or Looker Studio's date range controls. Consider pre-calculating relative date columns (e.g., 'prior_month_start_date') in the underlying data model to simplify metric definitions.",37,a8fe6bb0-3cbf-4d6e-8838-fa6e6dce447f
financial_period_static_days_kargo,Anti-Pattern,"This dimension is highly specific, filtering for `Source IN ('Kargo')` and `CurrentMonthFlag = 1`. A similar dimension exists for 'Non-AdX' sources. This pattern of creating distinct dimensions for minor variations (source filter, specific day column) leads to metric proliferation and reduces reusability.",WHERE t0.CurrentMonthFlag = 1 AND t0.Source IN ('Kargo'),"Consolidate these into a single, more generalized 'Financial Period' dimension. Use dashboard filters or parameters for 'Source' selection, and potentially a calculated field to dynamically select 'StaticDays' or 'NumDays' based on user context or a source group attribute. This would reduce the total number of metrics and simplify maintenance.",37,a8fe6bb0-3cbf-4d6e-8838-fa6e6dce447f
financial_period_actual_days_non_adx,Anti-Pattern,"This dimension is highly specific, filtering for `t0.Source NOT IN ('AdX')` and `CurrentMonthFlag = 1`. It is very similar to the 'Kargo' specific financial period dimension, differing only in the source filter and the specific 'Days' column used. This creates redundant metrics.",WHERE t0.CurrentMonthFlag = 1 AND (t0.Source NOT IN ('AdX') OR t0.Source IS NULL),"Consolidate this with the 'Kargo' financial period dimension. A single, flexible financial period dimension combined with dashboard-level source filters or a 'Source Group' attribute in the underlying data model would be more efficient and maintainable.",37,a8fe6bb0-3cbf-4d6e-8838-fa6e6dce447f
buyer_dimension_kargo,Anti-Pattern,"This dimension specifically filters for `Source IN ('Kargo')`. While business-specific, creating a distinct dimension for each source filter leads to metric bloat. The `structure_sql` shows 27 distinct sources, indicating this pattern could be repeated extensively across the dashboard or other dashboards.",WHERE t0.Source IN ('Kargo'),"Create a single 'Buyer' dimension and allow users to filter by 'Source' at the dashboard level. If specific 'Source Groups' are frequently used, consider pre-defining these groups in a lookup table or as an attribute in the `programmatic_cal_month` table.",37,a8fe6bb0-3cbf-4d6e-8838-fa6e6dce447f
gross_revenue_smith_family,Hardcoded Logic,"The 'Gross Revenue - The Smith Family' metric contains a hardcoded filter for a single advertiser ('The Smith Family *'). While specific to this metric's purpose, this pattern is repeated across other metrics for different advertisers/campaigns, leading to a proliferation of similar metrics instead of a single, parameterized one. The live data confirms 4266 unique advertisers, highlighting the scalability issue of this approach.",WHERE t0.Advertiser IN ('The Smith Family *'),"Replace hardcoded advertiser values with a Looker Studio parameter or filter control, allowing users to dynamically select advertisers. Define a base 'Total Gross Revenue' metric and apply filters at the dashboard level for reusability.",38,87651b69-c43e-471f-9c4b-98df1208a844
paid_impressions_guaranteed_chemist_warehouse_202506,Hardcoded Logic,"This metric, along with 'Gross Revenue - Guaranteed, Chemist Warehouse, Jun 2025', 'Advertiser (Filtered)', and 'Calendar Month (Filtered)', uses highly specific hardcoded filters for `TransactionType` ('Guaranteed'), `Advertiser` ('Chemist Warehouse *'), and a precise `Date` ('2025-06-01'). This creates rigid, single-purpose metrics that are not adaptable to changes in reporting periods or target entities without creating entirely new metrics. The `structure_sql` confirms a wide date range (2023-07-01 to 2025-07-01) and numerous advertisers, making these hardcoded values an anti-pattern for dynamic reporting.","WHERE t0.TransactionType IN ('Guaranteed') AND t0.Advertiser IN ('Chemist Warehouse *') AND SAFE_CAST(DATETIME_TRUNC(SAFE_CAST(DATE(t0.CalendarYear, t0.CalendarMonth, 1) AS DATETIME), MONTH) AS DATE) IN (DATE '2025-06-01')","Implement Looker Studio date range controls, advertiser filters, and transaction type dropdowns to allow dynamic selection. Create base metrics for 'Total Paid Impressions' and 'Total Gross Revenue' and apply these filters at the dashboard visualization level. This significantly improves flexibility and reduces metric maintenance.",38,87651b69-c43e-471f-9c4b-98df1208a844
net_revenue_by_buyer_filtered_transaction_type,Hardcoded Logic,"The 'Net Revenue by Buyer (Filtered Transaction Type)' metric hardcodes a specific list of `TransactionType` values ('Deal', 'Direct', 'Guaranteed', 'Open Auction'). While the `business_rules_sql` validates the existence of some of these types, the `structure_sql` reports `unique_transaction_types: null`, preventing a full validation of the completeness or exhaustiveness of this hardcoded list against all available transaction types in the dataset.","WHERE t0.TransactionType IN ('Deal', 'Direct', 'Guaranteed', 'Open Auction')","Investigate why `unique_transaction_types` is null in the structure query to understand the full range of transaction types. If the list is dynamic or extensive, consider externalizing these values into a lookup table or using a Looker Studio filter control for transaction types to make the metric more adaptable.",38,87651b69-c43e-471f-9c4b-98df1208a844
all_metrics,Anti-Pattern,"All 7 metrics on this dashboard utilize an identical, large Common Table Expression (CTE) named `CTE2` which includes numerous derived columns and filters. This repetition is inefficient and creates a significant maintenance burden. Any change to the base logic (e.g., adding a new publication to 'Sundry Pubs' or adjusting a filter) would require updating all 7 metric definitions individually, increasing the risk of inconsistencies.","WITH CTE2 AS (
    SELECT
      ad_type_name AS adtype_name,
      is_xtend_flag AS xtend_flag,
      unified_publication_name,
      unified_publication_gl_code,
      CASE
        WHEN unified_publication_name IN ('Admin.ADV', 'Admin.DTM', 'Admin.HWT', 'Admin.International', 'Admin.Sales',
          'Admin.Sport', 'Admin.TCM', 'Bestrecipes.Admin', 'Bodyandsoul.Admin', 'CODE', 'CodeBet', 'Delicious.admin',
          'Escape.Admin', 'GQ.Admin', 'Kidspot.Admin', 'National Sundry', 'National Tabloid PrePrint', 'News.Admin',
          'odds.com.au', 'Punters.com.au', 'Qantas Travel Insider', 'RACENET', 'Shortlyster Managed Service', 'Sky News',
          'SKYNEWS.ADMIN', 'Stellar.Admin', 'Stockhead', 'SUDDENLY.CW', 'SUDDENLY.NORTH', 'SUDDENLY.TGG', 'Taste.Admin',
          'TAUS.ADMIN', 'The Sunday Times', 'TOOWOOMBACUSTOM', 'Vogue.Admin', 'Vogueliving.Admin') THEN 'Sundry Pubs'
        ELSE 'Non Sundry Pubs'
      END AS Sundry_Pubs_Flag,
      ...
    FROM
      `ncau-data-newsquery-prd.asl_advertising.adsales_revenue_performance_daily` AS ASL
    WHERE
      (relative_fy_year_offset IN (-1, 0, 1) OR relative_cal_year_offset IN (-1, 0)) AND UPPER(IFNULL(revenue_transaction_status_code,
          'XXX')) IN ('BILLED', 'BOOKED') AND UPPER(IFNULL(style_name, 'XXX')) <> 'ROP COMPOSITE' AND UPPER(IFNULL(source_publishing_division_name,
          'XXX')) <> 'MEDIUM RARE CONTENT AGENCY' AND (UPPER(IFNULL(publication_name, 'XXX')) NOT LIKE 'SUDDENLY%' OR
      (UPPER(publication_name) LIKE 'SUDDENLY%' AND (advertiser_id_src IN ('17114', '29172', '52809') OR ad_type_name =
      '-')))
    GROUP BY ALL
  )","Create a consolidated base view (e.g., `v_adsales_revenue_performance_base`) in the `asl_advertising` dataset that includes all common filters, derived columns (like `Sundry_Pubs_Flag`, `Sales_Group`), and pre-aggregated sums if applicable. All dashboard metrics should then query this single, well-defined view.",39,52c11c9c-052a-4e45-9cda-8fecd87d7964
all_metrics,Hardcoded Logic,"The `Sundry_Pubs_Flag` is determined by a very long, hardcoded `CASE` statement listing specific `unified_publication_name` values. The `business_rules_sql` confirms this logic is active and categorizing publications. This approach is prone to errors, difficult to update, and lacks scalability as new publications are added or definitions change.","CASE
        WHEN unified_publication_name IN ('Admin.ADV', 'Admin.DTM', 'Admin.HWT', 'Admin.International', 'Admin.Sales',
          'Admin.Sport', 'Admin.TCM', 'Bestrecipes.Admin', 'Bodyandsoul.Admin', 'CODE', 'CodeBet', 'Delicious.admin',
          'Escape.Admin', 'GQ.Admin', 'Kidspot.Admin', 'National Sundry', 'National Tabloid PrePrint', 'News.Admin',
          'odds.com.au', 'Punters.com.au', 'Qantas Travel Insider', 'RACENET', 'Shortlyster Managed Service', 'Sky News',
          'SKYNEWS.ADMIN', 'Stellar.Admin', 'Stockhead', 'SUDDENLY.CW', 'SUDDENLY.NORTH', 'SUDDENLY.TGG', 'Taste.Admin',
          'TAUS.ADMIN', 'The Sunday Times', 'TOOWOOMBACUSTOM', 'Vogue.Admin', 'Vogueliving.Admin') THEN 'Sundry Pubs'
        ELSE 'Non Sundry Pubs'
      END AS Sundry_Pubs_Flag","Externalize the 'Sundry Pubs' classification into a dedicated lookup table (e.g., `dim_publication_classification`). This table would contain `unified_publication_name` and `Sundry_Pubs_Flag`. The base view (`v_adsales_revenue_performance_base`) would then join to this lookup table to derive the flag, making updates centralized and transparent.",39,52c11c9c-052a-4e45-9cda-8fecd87d7964
all_metrics,Hardcoded Logic,"The `WHERE` clause across all metrics contains several hardcoded values for filtering, including `revenue_transaction_status_code`, `style_name`, `source_publishing_division_name`, and a complex condition for `publication_name` and `advertiser_id_src`. These hardcoded filters embed business rules directly into the SQL, making them difficult to discover, manage, and modify without impacting multiple metrics.","WHERE
      (relative_fy_year_offset IN (-1, 0, 1) OR relative_cal_year_offset IN (-1, 0)) AND UPPER(IFNULL(revenue_transaction_status_code,
          'XXX')) IN ('BILLED', 'BOOKED') AND UPPER(IFNULL(style_name, 'XXX')) <> 'ROP COMPOSITE' AND UPPER(IFNULL(source_publishing_division_name,
          'XXX')) <> 'MEDIUM RARE CONTENT AGENCY' AND (UPPER(IFNULL(publication_name, 'XXX')) NOT LIKE 'SUDDENLY%' OR
      (UPPER(publication_name) LIKE 'SUDDENLY%' AND (advertiser_id_src IN ('17114', '29172', '52809') OR ad_type_name =
      '-')))","Define these filtering criteria as flags or attributes within the base view (`v_adsales_revenue_performance_base`). For example, `is_valid_transaction_status`, `is_excluded_style`, `is_excluded_division`, `is_suddenly_exception`. For `advertiser_id_src`, consider a lookup table for specific advertiser classifications. This centralizes the business rules and makes the metric SQL cleaner and more focused on aggregation.",39,52c11c9c-052a-4e45-9cda-8fecd87d7964
"current_fy_programmatic_digital_revenue_raw, current_fy_programmatic_digital_revenue_k_aud",Complex Logic / Data Mismatch Risk,"The calculation of 'Programmatic/Digital Revenue' introduces a `fix_date_lod` using a window function based on `advertiser_parent = ""DOUBLECLICK""`. This is a highly specific and potentially fragile business rule embedded directly in the metric's SQL. Its purpose and implications are not immediately clear from the code, and changes in source data or business definitions could easily break this logic.","CTE_Final AS (
    SELECT
        *,
        MIN(CASE WHEN advertiser_parent = ""DOUBLECLICK"" THEN CAST(booking_line_created_date AS DATE) END) OVER (PARTITION BY financial_year) AS fix_date_lod
    FROM CTE2
)
SELECT
  SUM(
    CASE
      WHEN relative_fy_year_offset = 0 AND (UPPER(revenue_group_subtype) IN ('OUTSTREAM', 'XTEND', 'EDMEDIA', 'ECOMMERCE') OR SAFE_CAST(booking_line_created_date AS DATETIME) <= fix_date_lod)
      THEN gross_revenue_amount
      ELSE 0
    END
  )","Thoroughly document the business rule behind `fix_date_lod`. If this is a critical and recurring calculation, it should be pre-calculated and stored as a column in the base view or a dedicated fact table. This would simplify the metric SQL and ensure consistency across any future metrics requiring this specific date logic.",39,52c11c9c-052a-4e45-9cda-8fecd87d7964
revenue_type_transaction_count,Anti-Pattern / Readability,"The `Revenue Type Transaction Count` metric uses nested `CASE` statements and repeated logic to categorize revenue types for counting. The logic `(CASE WHEN (portfolio_parent_group_name_sync = 'DIGITAL OTHER' AND UPPER(revenue_group_subtype) = 'DIGITAL') THEN 'PROGRAMMATIC' ELSE UPPER(revenue_group_subtype) END)` is repeated multiple times, making the SQL hard to read, debug, and maintain. The `THEN 1/2/3` in the `COUNT(CASE WHEN ... THEN X)` is unusual; `COUNT(CASE WHEN ... THEN 1)` would suffice for counting.","COUNT(
    CASE
      WHEN (CASE WHEN (portfolio_parent_group_name_sync = 'DIGITAL OTHER' AND UPPER(revenue_group_subtype) = 'DIGITAL') THEN 'PROGRAMMATIC' ELSE UPPER(revenue_group_subtype) END) = 'PRINT' THEN 1
      WHEN (CASE WHEN (portfolio_parent_group_name_sync = 'DIGITAL OTHER' AND UPPER(revenue_group_subtype) = 'DIGITAL') THEN 'PROGRAMMATIC' ELSE UPPER(revenue_group_subtype) END) = 'DIGITAL' THEN 2
      WHEN (CASE WHEN (UPPER(fin_adtype_name) = 'XTEND') THEN 'XTEND' ELSE UPPER(revenue_type) END) = 'XTEND' THEN 3
      ELSE NULL
    END
  )","Create a dedicated derived column (e.g., `derived_revenue_category`) within the base view (`v_adsales_revenue_performance_base`) that encapsulates this complex categorization logic. The metric would then simply `COUNT(CASE WHEN derived_revenue_category = 'PRINT' THEN 1 END)` or similar, significantly improving readability and maintainability. Consider a lookup table for these revenue type mappings if they are subject to frequent changes.",39,52c11c9c-052a-4e45-9cda-8fecd87d7964
gross_revenue_previous_fy_k_adjusted,Hardcoded Logic,"The business description explicitly states that the K-adjustment parameter ('$\'000' = '$') evaluates to FALSE, meaning the division by 1000 is always applied regardless of user intent. This indicates a parameter that is either misconfigured or hardcoded to a non-functional state, making the 'K Adjusted' suffix misleading if the adjustment cannot be toggled.","SELECT SUM(SAFE_DIVIDE(CASE WHEN t0.relative_fy_year_offset = -1 THEN t0.gross_revenue_amount ELSE 0 END, 1000)) AS gross_revenue_previous_fy_k_adjusted","Implement a proper Looker Studio parameter or a more flexible SQL approach (e.g., using a variable or a conditional statement based on a user input) to control the K-adjustment. This allows users to choose whether to view values in thousands or raw, aligning with the metric's name and intended functionality.",40,80ca81f3-0671-40ef-a0a9-825a1580ca1b
gross_revenue_current_fy_k_adjusted,Hardcoded Logic,"Similar to the previous FY K-adjusted metric, the current FY K-adjusted metric also has a hardcoded parameter that forces the division by 1000, preventing dynamic adjustment based on user preference.","SELECT SUM(SAFE_DIVIDE(CASE WHEN t0.relative_fy_year_offset = 0 THEN t0.gross_revenue_amount ELSE 0 END, 1000)) AS gross_revenue_current_fy_k_adjusted",Apply the same recommendation as for 'gross_revenue_previous_fy_k_adjusted' to ensure consistent and user-controlled K-adjustment functionality across all relevant metrics.,40,80ca81f3-0671-40ef-a0a9-825a1580ca1b
gross_revenue_specific_filtered_k_adjusted,Anti-Pattern / Hardcoded Logic,"This metric contains highly complex and specific filtering logic embedded directly within the SQL, including a hardcoded future date (`2025-04-02`) and multiple specific conditions for revenue type, subtype, sales segment, and advertiser. This makes the metric brittle, difficult to maintain, and not easily reusable. The fixed date will quickly become outdated, requiring manual updates.","CASE WHEN (t0.relative_fy_year_offset = -1 AND (CASE WHEN (t0.revenue_type = 'DIGITAL' AND t0.revenue_group_subtype = 'DIGITAL' AND t0.sales_segment_l_2_name_sync = 'Digital Other' AND t0.advertiser_parent != 'DOUBLECLICK') THEN t0.fix_date_lod ELSE PARSE_DATE('%Y-%m-%d', t0.booking_line_created_date) END) <= DATETIME_ADD(DATE(TIMESTAMP '2025-04-02 23:25:34.704992+00', 'Australia/Sydney'), INTERVAL -365 DAY)) THEN t0.gross_revenue_amount ELSE 0 END","Refactor complex filtering logic into a dedicated view or a series of simpler, reusable dimensions/metrics. Replace the hardcoded date with a dynamic date function (e.g., `CURRENT_DATE()` or a Looker Studio date parameter) to ensure the metric remains relevant over time. Consider creating a separate dimension for 'Digital Other Revenue' classification if this filter combination is frequently used.",40,80ca81f3-0671-40ef-a0a9-825a1580ca1b
dynamic_dimension_publishing_division_group,Hardcoded Logic / Anti-Pattern,"Despite being named 'Dynamic Dimension', the SQL logic explicitly hardcodes the parameter value ('2' = '2'), forcing the dimension to always return `t0.publishing_division_group`. This completely negates the 'dynamic' nature and indicates a misunderstanding or misimplementation of dynamic dimension capabilities.",CASE WHEN ('2' = '1') THEN t0.publishing_division_parent WHEN ('2' = '2') THEN t0.publishing_division_group ... ELSE NULL END,"Implement a proper Looker Studio control parameter that dynamically alters the SQL query based on user selection, allowing the user to choose which publishing division field to display. Alternatively, if only `publishing_division_group` is ever needed, rename the metric to reflect its static nature and remove the redundant `CASE` statement.",40,80ca81f3-0671-40ef-a0a9-825a1580ca1b
revenue_classification,Anti-Pattern (Potential),"The `revenue_classification` metric uses a complex `CASE` statement with multiple `WHEN` clauses to categorize revenue. While functional (as validated by `business_rules_sql` showing counts for 'ADPT DIGITAL' and 'PROGRAMMATIC SOURCE'), such extensive in-line logic can become difficult to manage and scale if classification rules change frequently or become more numerous. This is a common pattern that often benefits from externalization.",CASE WHEN t0.fin_adtype_name = 'XTEND' THEN 'XTEND' WHEN (t0.portfolio_parent_group_name_sync = 'DIGITAL OTHER' AND t0.revenue_group_subtype = 'DIGITAL') THEN 'PROGRAMMATIC - DIGITAL OTHER' ... ELSE t0.revenue_group_subtype END,"Consider externalizing these classification rules into a lookup table in the data warehouse or a dedicated data transformation layer (e.g., dbt model). This improves maintainability, reusability across different dashboards/reports, and allows business users to potentially manage classification rules with less reliance on SQL changes.",40,80ca81f3-0671-40ef-a0a9-825a1580ca1b
revenue_gross_independent_agencies_nsw_non_guaranteed,Hardcoded Logic,"Multiple metrics on this dashboard (e.g., 'Gross Revenue (Independent Agencies NSW, Non-Guaranteed)', 'Gross Revenue (VIC KA A2)', and the two FY2025 Q4 metrics) utilize hardcoded string values for filtering on high-cardinality dimensions such as `PortfolioParentGroup`, `PortfolioChildGroup`, `TransactionType`, and `Advertiser`. The `structure_sql` indicates 126 unique `PortfolioChildGroup` values, demonstrating that this approach is not scalable for future reporting requirements or dynamic filtering.",t0.PortfolioParentGroup IN ('INDEPENDENT AGENCIES NSW') AND (t0.TransactionType NOT IN ('Guaranteed') OR t0.TransactionType IS NULL),"Implement a parameterized approach for these filters within Looker Studio, allowing users to select values dynamically. Alternatively, define these groups/types in a separate lookup table or view that can be joined or referenced, promoting reusability and reducing maintenance overhead across metrics.",41,6f1c8731-02da-464f-b146-bf2947860735
