metric_id,metric_name,metric_type,calculation_type,data_type,aggregation_level,is_final_output,is_kpi,business_criticality,depends_on_metrics,business_description,sql_logic,data_sources,filters_applied,expected_data_type,business_context,metric_category,update_frequency,seasonality_impact,hardcoded_dates_in_metric,hardcoded_values_in_metric,governance_issues,data_quality_concerns,response_id,dashboard_id,dashboard_name,depends_on_metrics_count,depends_on_metrics_text,data_sources_count,data_sources_text,filters_applied_count,filters_applied_text,hardcoded_dates_in_metric_count,hardcoded_values_in_metric_count,governance_issues_count,governance_issues_text,data_quality_concerns_count,data_quality_concerns_text
publication_date,Publication Date,dimension,none,date,daily,True,False,high,[],The specific date on which the advertisement was published.,t0.publication_date,['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],['filtered by financial year/month selections'],date,The primary date dimension for all time-series analysis and reporting.,other,daily,high,[],[],[],[],41,d4d68a71-2b12-4caf-bc6b-96fc2d18a025,Adsales Details Dashboard,0,,1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,1,filtered by financial year/month selections,0,0,0,,0,
financial_year_selected,Financial Year (Selected),dimension,case_when,string,yearly,False,False,high,"['financial_year', 'calendar_year']","The financial year, dynamically selected based on a Looker Studio parameter (currently hardcoded to financial year).",CASE WHEN ('Fin' = 'Fin') THEN t0.financial_year ELSE t0.calendar_year END,['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],"[""IN ('2025')"", ""NOT IN ('2024') OR IS NULL""]",string,"Crucial for financial reporting and analysis, allowing views by financial or calendar year.",finance,daily,none,"['2025', '2024']","[""'Fin'""]","['date should be parameterised', 'dynamic selection should use parameter']",['potential nulls'],41,d4d68a71-2b12-4caf-bc6b-96fc2d18a025,Adsales Details Dashboard,2,"financial_year, calendar_year",1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,2,"IN ('2025'), NOT IN ('2024') OR IS NULL",2,1,2,"date should be parameterised, dynamic selection should use parameter",1,potential nulls
financial_month_selected,Financial Month (Selected),dimension,case_when,string,monthly,False,False,high,"['financial_short_month', 'calendar_month_short_name']","The financial month, dynamically selected based on a Looker Studio parameter (currently hardcoded to financial month).",CASE WHEN ('Fin' = 'Fin') THEN t0.financial_short_month ELSE t0.calendar_month_short_name END,['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],"[""IN ('Feb', 'Mar', 'Apr', 'May', 'Jun')"", ""IN ('Jul', 'Aug', 'Sep')""]",string,"Crucial for financial reporting and analysis, allowing views by financial or calendar month.",finance,daily,high,[],"[""'Feb'"", ""'Mar'"", ""'Apr'"", ""'May'"", ""'Jun'"", ""'Jul'"", ""'Aug'"", ""'Sep'"", ""'Fin'""]","['lookup values should use parameter', 'dynamic selection should use parameter']",[],41,d4d68a71-2b12-4caf-bc6b-96fc2d18a025,Adsales Details Dashboard,2,"financial_short_month, calendar_month_short_name",1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,2,"IN ('Feb', 'Mar', 'Apr', 'May', 'Jun'), IN ('Jul', 'Aug', 'Sep')",0,9,2,"lookup values should use parameter, dynamic selection should use parameter",0,
portfolio_name_selected,Portfolio Name (Selected),dimension,case_when,string,custom,False,False,high,"['portfolio_conformed_name_current', 'portfolio_conformed_name_sync']","The portfolio name, dynamically selected based on a Looker Studio parameter (currently hardcoded to current portfolio).",CASE WHEN ('Curr' = 'Curr') THEN t0.portfolio_conformed_name_current ELSE t0.portfolio_conformed_name_sync END,['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],"[""IN ('NSW IA C3')""]",string,Used for segmenting and analyzing sales performance across different product or client portfolios.,sales,daily,none,[],"[""'NSW IA C3'"", ""'Curr'""]","['lookup values should use parameter', 'dynamic selection should use parameter']",[],41,d4d68a71-2b12-4caf-bc6b-96fc2d18a025,Adsales Details Dashboard,2,"portfolio_conformed_name_current, portfolio_conformed_name_sync",1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,1,IN ('NSW IA C3'),0,2,2,"lookup values should use parameter, dynamic selection should use parameter",0,
agency_group,Agency Group,dimension,none,string,transaction,True,False,high,[],The group name of the advertising agency involved in the ad placement.,t0.agency_group,['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],['filtered by financial year/month and publication'],string,Important for understanding sales channels and agency relationships.,sales,daily,none,[],[],[],['potential nulls'],41,d4d68a71-2b12-4caf-bc6b-96fc2d18a025,Adsales Details Dashboard,0,,1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,1,filtered by financial year/month and publication,0,0,0,,1,potential nulls
unified_publication_name,Unified Publication Name,dimension,none,string,transaction,False,False,high,[],"The standardized name of the publication (e.g., magazine, newspaper) where the ad was placed.",t0.unified_publication_name,['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],"[""IN ('Vogue Australia')""]",string,Used for analyzing sales performance by specific publication titles.,sales,daily,none,[],"[""'Vogue Australia'""]",['lookup values should use reference table or parameter'],['potential nulls'],41,d4d68a71-2b12-4caf-bc6b-96fc2d18a025,Adsales Details Dashboard,0,,1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,1,IN ('Vogue Australia'),0,1,1,lookup values should use reference table or parameter,1,potential nulls
masthead_display_name,Masthead Display Name,dimension,case_when,string,masthead,True,False,high,[],"The human-readable name for each masthead, derived from its code.",CASE WHEN (t0.masthead = 'TA') THEN 'The Australian' ... ELSE NULL END,['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],[],string,Used for reporting and filtering by masthead.,other,weekly,none,[],"[""'TA'"", ""'The Australian'"", ""'DT'"", ""'Daily Telegraph'"", ""'HS'"", ""'Herald Sun'"", ""'WT'"", ""'Weekly Times'"", ""'GA'"", ""'Geelong Advertiser'"", ""'CM'"", ""'Courier Mail'"", ""'CP'"", ""'Cairns Post'"", ""'TB'"", ""'Townsville Bulletin'"", ""'TC'"", ""'Toowoomba Chronicles'"", ""'GC'"", ""'Gold Coast'"", ""'TM'"", ""'The Mercury'"", ""'NT'"", ""'NT News'"", ""'AA'"", ""'The Advertiser'""]",['Lookup values should use reference table.'],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,0,,0,26,1,Lookup values should use reference table.,0,
masthead_group_states_community,Masthead Group (States & Community),dimension,case_when,string,masthead,True,False,high,[],Categorization of mastheads into 'States and Community' or 'The Australian and Prestige'.,"CASE WHEN (t0.masthead IN ('CM', 'DT', 'HS', 'AA', 'CP', 'GA', 'GC', 'NT', 'TM', 'TB', 'TC', 'WT')) THEN 'States and Community' WHEN (t0.masthead = 'TA') THEN 'The Australian and Prestige' ELSE NULL END",['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],[],string,Used for high-level regional or strategic grouping of mastheads.,other,weekly,none,[],"[""'CM'"", ""'DT'"", ""'HS'"", ""'AA'"", ""'CP'"", ""'GA'"", ""'GC'"", ""'NT'"", ""'TM'"", ""'TB'"", ""'TC'"", ""'WT'"", ""'States and Community'"", ""'TA'"", ""'The Australian and Prestige'""]",['Lookup values should use reference table.'],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,0,,0,15,1,Lookup values should use reference table.,0,
masthead_group_metro_regionals,Masthead Group (Metro & Regionals),dimension,case_when,string,masthead,True,False,high,[],Categorization of mastheads into 'Metro' or 'Regionals'.,"CASE WHEN (t0.masthead IN ('CM', 'DT', 'HS', 'AA')) THEN 'Metro' WHEN (t0.masthead IN ('CP', 'GA', 'GC', 'NT', 'TM', 'TB', 'TC', 'WT')) THEN 'Regionals' ELSE NULL END",['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],[],string,Used for geographical grouping of mastheads.,other,weekly,none,[],"[""'CM'"", ""'DT'"", ""'HS'"", ""'AA'"", ""'Metro'"", ""'CP'"", ""'GA'"", ""'GC'"", ""'NT'"", ""'TM'"", ""'TB'"", ""'TC'"", ""'WT'"", ""'Regionals'""]",['Lookup values should use reference table.'],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,0,,0,14,1,Lookup values should use reference table.,0,
fy_year,Fiscal Year,dimension,none,numeric,yearly,True,False,high,[],The fiscal year for the reported data.,t0.fy_year,['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],[],integer,Primary time dimension for annual reporting.,other,weekly,none,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,0,,0,0,0,,0,
fy_week_of_year,Fiscal Week of Year,dimension,none,numeric,weekly,True,False,high,[],The fiscal week number within the fiscal year.,t0.fy_week_of_year,['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],[],integer,Primary time dimension for weekly reporting.,other,weekly,high,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,0,,0,0,0,,0,
current_report_day_of_week,Current Report Day of Week,calculated_field,date_function,numeric,custom,False,False,low,[],"Calculates the day of the week (0-indexed, Sunday=0) for the hardcoded report date.",EXTRACT(DAYOFWEEK FROM TIMESTAMP(DATE('2025-03-30'))) - 1,[],[],integer,Used in complex conditional logic to determine the effective fiscal week for filtering.,other,on_demand,none,['30/03/2025'],[],['Date should be parameterised.'],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,0,,0,,1,0,1,Date should be parameterised.,0,
current_report_week_from_base,Current Report Week from Base Date,calculated_field,date_function,numeric,custom,False,False,low,[],Calculates the number of full weeks between a fixed base date (03/07/2024) and the hardcoded report date.,"DATETIME_DIFF(SAFE_CAST(DATE('2025-03-30') AS DATETIME), SAFE_CAST(DATETIME '2024-07-03T00:00:00' AS DATETIME), WEEK)",[],[],integer,Used in complex conditional logic to determine the effective fiscal week for filtering.,other,on_demand,none,"['30/03/2025', '03/07/2024']",[],['Dates should be parameterised.'],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,0,,0,,2,0,1,Dates should be parameterised.,0,
current_always_on_digital_sales,Current Always-on Digital Sales,measure,sum,numeric,weekly,True,True,high,[],Total digital sales from always-on campaigns for the current reporting period.,SUM(t0.Always_on_Digital_Sales),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Key sales performance indicator for digital subscriptions/products.,revenue,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_breach_sales,Current Breach Sales,measure,sum,numeric,weekly,True,True,high,[],"Total sales resulting from breach (e.g., retention) activities for the current reporting period.",SUM(t0.Breach_Sales),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Measures effectiveness of retention or recovery efforts.,revenue,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_closing_base_3rd_party,Current Closing Base (3rd Party),measure,sum,numeric,weekly,True,True,high,[],The total number of 3rd party subscribers/customers at the end of the current reporting period.,SUM(t0.Closing_Base_3rd_Party),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Indicates the size of the 3rd party customer base.,volume,weekly,low,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_closing_base_3rd_party_apls,Current Closing Base (3rd Party APLS),measure,sum,numeric,weekly,True,True,high,[],The total number of 3rd party APLS subscribers/customers at the end of the current reporting period.,SUM(t0.Closing_Base_3rd_Party_APLS),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Indicates the size of a specific segment of 3rd party customer base.,volume,weekly,low,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_closing_base_3rd_party_gpla,Current Closing Base (3rd Party GPLA),measure,sum,numeric,weekly,True,True,high,[],The total number of 3rd party GPLA subscribers/customers at the end of the current reporting period.,SUM(t0.Closing_Base_3rd_Party_GPLA),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Indicates the size of a specific segment of 3rd party customer base.,volume,weekly,low,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_closing_base_consumer,Current Closing Base (Consumer),measure,sum,numeric,weekly,True,True,high,[],The total number of direct consumer subscribers/customers at the end of the current reporting period.,SUM(t0.Closing_Base_Consumer),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Indicates the size of the direct consumer customer base.,volume,weekly,low,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_essentials,Current Essentials,measure,sum,numeric,weekly,True,True,high,[],Total 'Essentials' related metric for the current reporting period. (Specific meaning needs business context).,SUM(t0.Essentials),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Likely a key performance indicator for a specific product or service category.,other,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_failed_payment_volume,Current Failed Payment Volume,measure,sum,numeric,weekly,True,True,high,[],Total volume of failed payments for the current reporting period.,SUM(t0.Failed_Payment_Volume),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Indicates payment processing issues and potential revenue loss.,quality,weekly,low,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_general_offer_sales,Current General Offer Sales,measure,sum,numeric,weekly,True,True,high,[],Total sales from general offers/promotions for the current reporting period.,SUM(t0.General_Offer_Sales),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Measures the effectiveness of broad marketing campaigns.,revenue,weekly,high,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_net_cancels,Current Net Cancels,measure,sum,numeric,weekly,True,True,high,[],Net cancellations (cancellations minus win-backs/retentions) for the current reporting period.,SUM(t0.Net_Cancels),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Key indicator of customer churn and retention success.,retention,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_net_growth_3rd_party,Current Net Growth (3rd Party),measure,sum,numeric,weekly,True,True,high,[],Net growth in 3rd party subscribers/customers for the current reporting period.,SUM(t0.Net_Growth_3rd_Party),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Measures the expansion or contraction of the 3rd party customer base.,growth,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_net_growth_3rd_party_apls,Current Net Growth (3rd Party APLS),measure,sum,numeric,weekly,True,True,high,[],Net growth in 3rd party APLS subscribers/customers for the current reporting period.,SUM(t0.Net_Growth_3rd_Party_APLS),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Measures the expansion or contraction of a specific 3rd party customer segment.,growth,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_net_growth_3rd_party_gpla,Current Net Growth (3rd Party GPLA),measure,sum,numeric,weekly,True,True,high,[],Net growth in 3rd party GPLA subscribers/customers for the current reporting period.,SUM(t0.Net_Growth_3rd_Party_GPLA),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Measures the expansion or contraction of a specific 3rd party customer segment.,growth,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_net_growth_consumer,Current Net Growth (Consumer),measure,sum,numeric,weekly,True,True,high,[],Net growth in direct consumer subscribers/customers for the current reporting period.,SUM(t0.Net_Growth_Consumer),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Measures the expansion or contraction of the direct consumer customer base.,growth,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_net_growth_incl_3rd_party,Current Net Growth (incl. 3rd Party),measure,sum,numeric,weekly,True,True,high,[],"Overall net growth in subscribers/customers, including 3rd party, for the current reporting period.",SUM(t0.Net_Growth_incl_3rd_Party),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Comprehensive measure of customer base expansion.,growth,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_other_sales,Current Other Sales,measure,sum,numeric,weekly,True,True,medium,[],Total sales from miscellaneous or uncategorized sources for the current reporting period.,SUM(t0.Other_Sales),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Captures sales not covered by main categories.,revenue,weekly,low,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_revenue_3rd_party,Current Revenue (3rd Party),measure,sum,numeric,weekly,True,True,high,[],Total revenue generated from 3rd party sources for the current reporting period.,SUM(t0.Revenue_3rd_Party),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Key revenue stream from partnerships.,revenue,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_revenue_3rd_party_apls,Current Revenue (3rd Party APLS),measure,sum,numeric,weekly,True,True,high,[],Total revenue generated from 3rd party APLS sources for the current reporting period.,SUM(t0.Revenue_3rd_Party_APLS),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Revenue from a specific 3rd party segment.,revenue,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_revenue_3rd_party_gpla,Current Revenue (3rd Party GPLA),measure,sum,numeric,weekly,True,True,high,[],Total revenue generated from 3rd party GPLA sources for the current reporting period.,SUM(t0.Revenue_3rd_Party_GPLA),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Revenue from a specific 3rd party segment.,revenue,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_revenue_campus,Current Revenue (Campus),measure,sum,numeric,weekly,True,True,medium,[],Total revenue generated from campus-related activities/subscriptions for the current reporting period.,SUM(t0.Revenue_Campus),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Revenue from educational or campus-specific programs.,revenue,weekly,high,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_revenue_consumer,Current Revenue (Consumer),measure,sum,numeric,weekly,True,True,high,[],Total revenue generated directly from consumers for the current reporting period.,SUM(t0.Revenue_Consumer),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Primary revenue stream from direct customer subscriptions/purchases.,revenue,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_revenue_corp,Current Revenue (Corporate),measure,sum,numeric,weekly,True,True,medium,[],Total revenue generated from corporate clients/subscriptions for the current reporting period.,SUM(t0.Revenue_Corp),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Revenue from B2B partnerships or bulk subscriptions.,revenue,weekly,low,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_revenue_other,Current Revenue (Other),measure,sum,numeric,weekly,True,True,medium,[],Total revenue from miscellaneous or uncategorized sources for the current reporting period.,SUM(t0.Revenue_Other),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Captures revenue not covered by main categories.,revenue,weekly,low,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_switches,Current Switches,measure,sum,numeric,weekly,True,True,medium,[],Total number of customer switches between products/plans for the current reporting period.,SUM(t0.Switches),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Indicates customer migration patterns.,volume,weekly,low,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_total_cancels_excluding_3rd_party,Current Total Cancels (excluding 3rd Party),measure,sum,numeric,weekly,True,True,high,[],Total cancellations excluding 3rd party customers for the current reporting period.,SUM(t0.Total_Cancels_excluding_3rd_Party),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Measures direct customer churn.,retention,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_total_cancels_including_3rd_party,Current Total Cancels (including 3rd Party),measure,sum,numeric,weekly,True,True,high,[],Total cancellations including 3rd party customers for the current reporting period.,SUM(t0.Total_Cancels_including_3rd_Party),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Measures overall customer churn.,retention,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
