consolidated_metric_id,metric_name,business_description,consolidated_sql_core,source_tables,original_metric_ids,dashboard_id
cons_unique_subscriptions_count,Count of Unique Subscriptions,"The total number of distinct subscription identifiers recorded in the system. This metric serves as a foundational count for analyzing subscriber base size, growth, and churn across various segments or timeframes. Contextual filtering (e.g., by brand or cohort) should be applied at the dashboard or query level, not embedded in the metric definition.",COUNT(DISTINCT t0.SUBSCRIPTION_ID),"[{'gcp_project': 'UNKNOWN_PROJECT', 'dataset': 'UNKNOWN_DATASET', 'table': 'UNKNOWN_TABLE'}]",t0_qt_liaahb49rd;t0_qt_lhsaksz7rd;t0_qt_vsz8xjp3rd,b821747c-3075-4a4b-b4a5-c12a548b4e1b
cons_cvm_subscription_status_category,CVM Subscription Status Category,"A categorical classification of subscriptions based on their Customer Value Management (CVM) journey and current status, derived from the 'DIFF_CVM_SUBSCRIPTION_FLAG'. This metric helps in understanding the outcome of CVM initiatives, such as successful migrations, cancellations post-migration, or subscriptions awaiting CVM action.",CASE WHEN (t0.DIFF_CVM_SUBSCRIPTION_FLAG = 'CHECK') THEN 'Check' WHEN (t0.DIFF_CVM_SUBSCRIPTION_FLAG = 'NO-NEW CVM SUBSCRIPTION (ACTIVE)') THEN 'Successful CVM' WHEN (t0.DIFF_CVM_SUBSCRIPTION_FLAG = 'NO-NEW CVM SUBSCRIPTION (CANCELLED)') THEN 'Moved then Cancelled' WHEN (t0.DIFF_CVM_SUBSCRIPTION_FLAG = 'YES-ORIGINAL SUBSCRIPTION (ACTIVE)') THEN 'Yet to Move' WHEN (t0.DIFF_CVM_SUBSCRIPTION_FLAG = 'YES-ORIGINAL SUBSCRIPTION (CANCELLED)') THEN 'Cancelled' WHEN (t0.DIFF_CVM_SUBSCRIPTION_FLAG = 'YES-SWITCH OFFER (ACTIVE)') THEN 'Switched' WHEN (t0.DIFF_CVM_SUBSCRIPTION_FLAG = 'YES-SWITCH OFFER (CANCELLED)') THEN 'Switched then Cancelled' ELSE NULL END,"[{'gcp_project': 'UNKNOWN_PROJECT', 'dataset': 'UNKNOWN_DATASET', 'table': 'UNKNOWN_TABLE'}]",t0_qt_miaahb49rd;t0_qt_mhsaksz7rd,b821747c-3075-4a4b-b4a5-c12a548b4e1b
cons_active_subscribers_28d,Active Subscribers (Last 28 Days),The total count of unique subscribers who have shown any activity within the last 28 days. This metric indicates the recent engagement level of the subscriber base.,SUM(CASE WHEN t0.subscriber_last_28_days_active_days_count > 0 THEN 1 ELSE 0 END),"[{'gcp_project': 'your_gcp_project', 'dataset': 'your_dataset', 'table': 'audience_data'}]",t0_D12637089672011322096,1b9efa96-31e0-4a43-9f74-c5d0da8c5e42
cons_total_subscribers,Total Subscriber Count,The total number of unique subscribers in the audience base. This represents the overall size of the subscriber community.,SUM(t0.subscriber_count),"[{'gcp_project': 'your_gcp_project', 'dataset': 'your_dataset', 'table': 'audience_data'}]",t0_D8256333745715940895,1b9efa96-31e0-4a43-9f74-c5d0da8c5e42
cons_total_acquisitions,Total Subscription Acquisitions,The total number of new subscriptions acquired. This metric tracks the growth of the subscriber base.,SUM(t0_subscription_detail.subscription_acquisition_count),"[{'gcp_project': 'your_gcp_project', 'dataset': 'your_dataset', 'table': 'subscription_detail'}]",t0_qt_gra0flp98c,1b9efa96-31e0-4a43-9f74-c5d0da8c5e42
cons_added_volume,Added Volume,The total volume of new additions or increases to the base during the reporting period.,t0.add_volume,"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 'primary_fact_table_t0'}]",clmn0_,23c8b213-a9f0-4158-b8fa-bff14425abb5
cons_closing_base,Closing Base,The total size or count of the base at the end of the reporting period.,t0.closing_base,"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 'primary_fact_table_t0'}]",clmn2_,23c8b213-a9f0-4158-b8fa-bff14425abb5
cons_earned_amount,Earned Amount,The total financial amount earned or attributed to the base during the reporting period.,t0.earned_amount,"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 'primary_fact_table_t0'}]",clmn3_,23c8b213-a9f0-4158-b8fa-bff14425abb5
cons_opening_base,Opening Base,The total size or count of the base at the beginning of the reporting period.,t0.opening_base,"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 'primary_fact_table_t0'}]",clmn6_,23c8b213-a9f0-4158-b8fa-bff14425abb5
cons_reduced_volume,Reduced Volume,"The total volume of reductions, churn, or decreases from the base during the reporting period.",t0.red_volume,"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 'primary_fact_table_t0'}]",clmn7_,23c8b213-a9f0-4158-b8fa-bff14425abb5
cons_transfer_in_volume,Transfer In Volume,The total volume transferred into the base from other segments or sources during the reporting period.,t0.transfer_in,"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 'primary_fact_table_t0'}]",clmn8_,23c8b213-a9f0-4158-b8fa-bff14425abb5
cons_transfer_out_volume,Transfer Out Volume,The total volume transferred out of the base to other segments or destinations during the reporting period.,t0.transfer_out,"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 'primary_fact_table_t0'}]",clmn9_,23c8b213-a9f0-4158-b8fa-bff14425abb5
cons_record_count,Record Count,"The total number of records or rows in the underlying dataset, typically used for data validation or volume assessment.",COUNT(1),"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 'primary_fact_table_t0'}]",t0_qt_mrje7gyhpd,23c8b213-a9f0-4158-b8fa-bff14425abb5
cons_total_content_starts,Total Content Starts,"The total number of times any content (e.g., articles, videos) was initiated or viewed across all platforms.",SUM(t0.hv_content_starts),"[{'gcp_project': 'news-data-project', 'dataset': 'analytics', 'table': 'daily_metrics'}]",t0_qt_qcox8aj6qd,1f134ccb-ed11-45d8-ac05-916f31640357
cons_page_views_per_visit_ratio,Page Views Per Visit Ratio,"The average number of page views per user visit, calculated by dividing the sum of all web and AMP page views by the sum of all web and AMP visits. This metric indicates user engagement depth.","SUM(SAFE_DIVIDE((t0.web_page_views + t0.amp_page_views), (t0.web_visits + t0.amp_visits)))","[{'gcp_project': 'news-data-project', 'dataset': 'analytics', 'table': 'daily_metrics'}]",t0_qt_fp5np5y4zc,1f134ccb-ed11-45d8-ac05-916f31640357
cons_total_mobile_content_starts,Total Mobile Content Starts,The total number of times content was initiated or viewed specifically on mobile devices.,SUM(t0.hv_mobile_content_starts),"[{'gcp_project': 'news-data-project', 'dataset': 'analytics', 'table': 'daily_metrics'}]",t0_qt_pv1ffbj6qd,1f134ccb-ed11-45d8-ac05-916f31640357
cons_earned_amount,Earned Amount,"Represents the total earned revenue amount from financial transactions. This is the foundational calculation for revenue tracking, which can then be filtered by fiscal period, actual/estimate status, or specific business units at the reporting layer.",SUM(t0.earned_amount),"[{'gcp_project': None, 'dataset': None, 'table': None}]",t0_qt_2gidiapyqd;t0_qt_2gidiapyqd,e380f99e-2ef3-40ec-a3ec-bc35491cc0bb
cons_subscribers_with_gender,Count of Subscribers with Gender Information,"The total count of unique subscribers for whom gender information is available and recorded. This metric counts non-null values in the `subscriber_individual_gender` field, implicitly excluding records where gender is not provided or explicitly marked as 'Not Available' if such values are stored as NULL.",COUNT(subscriber_individual_gender),[],t0_qt_1sy0j2ycld,1d90f8d5-1170-44b0-9c20-3e16f00ddf1d
cons_total_subscribers,Total Count of Subscribers,"The total number of unique subscribers identified by their source ID. This metric provides a base count of all subscribers, which can then be filtered by various attributes like 'Mosaic Type' at the dashboard level.",COUNT(subscriber_id_src),[],t0_qt_ea1q61fsld;t0_qt_ga1q61fsld,1d90f8d5-1170-44b0-9c20-3e16f00ddf1d
cons_count_pcs_ids,Count of PCS IDs,"The total count of unique Product/Customer Segment (PCS) identifiers. This metric serves as a base for segmenting subscribers by PCS ID, and can be further filtered (e.g., for 'Male Subscribers') at the dashboard or query level.",COUNT(pcs_id),[],t0_qt_8sy0j2ycld,1d90f8d5-1170-44b0-9c20-3e16f00ddf1d
cons_scenario_dimension,Scenario,"A categorical dimension representing different contexts, types, or segments within the consumer finance data. This allows for grouping and analysis of metrics based on specific scenarios (e.g., product types, customer segments, or operational phases).",t0.scenario,"[{'gcp_project': 'your-gcp-project-id', 'dataset': 'consumer_finance', 'table': 'consumer_finance_data'}]",clmn1_;clmn0_,52dd1ac1-19b5-4695-a7e6-632ef7a9dba3
cons_record_count,Record Count,"The total number of individual records or entries present in the underlying consumer finance dataset. This metric is fundamental for understanding data volume, completeness, and for basic data quality checks.",COUNT(1),"[{'gcp_project': 'your-gcp-project-id', 'dataset': 'consumer_finance', 'table': 'consumer_finance_data'}]",t0_qt_l6xvcjgtqd;t0_qt_07yailftqd,52dd1ac1-19b5-4695-a7e6-632ef7a9dba3
cons_total_c_score_target,Total C-Score Target,"The aggregated sum of the C-Score Target, representing the cumulative target value for a specific quality, compliance, or performance metric across all relevant news content or entities within the reporting period. This metric is crucial for assessing overall adherence to predefined objectives and evaluating performance against set goals.",SUM(c_score_target),[],t0_qt_73ldtxh0lc,bb705701-76b0-40eb-bc6f-0159956fda7a
cons_gross_revenue,Gross Revenue,"The total revenue generated from advertising activities before any deductions, adjustments, or commissions are applied. This represents the top-line revenue figure.",SUM(revenue_gross),[],t0c0d1_qt_8c5t8qkepd,73e125c7-5447-4e59-9560-ed12d7c7f153
cons_impressions,Impressions,The total number of times an advertisement or piece of content was displayed to users. This metric indicates the reach and visibility of campaigns.,SUM(impressions),[],t0c0d1_qt_dzhvvqkepd,73e125c7-5447-4e59-9560-ed12d7c7f153
cons_net_revenue,Net Revenue,"The revenue remaining after all deductions, such as discounts, returns, and allowances, have been subtracted from the gross revenue. This represents the actual income retained by the business.",SUM(revenue),[],t0c0d1_qt_jk5w6qkepd,73e125c7-5447-4e59-9560-ed12d7c7f153
cons_active_daily_subscribers_28day,Active Daily Subscribers (28-Day),"The count of subscribers who have been active for all 28 days within the defined reporting period, indicating consistent and sustained engagement.",SUM(CASE WHEN (t0.subscriber_last_28_days_active_days = 28) THEN t0.subscriber_count ELSE 0 END),"[{'gcp_project': 'your_gcp_project', 'dataset': 'your_dataset', 'table': 'subscribers'}]",t0_D13713971724926243625,ca71779e-655c-4fda-a06a-c32970fc283a
cons_total_subscriber_count,Total Subscriber Count,The total number of unique subscribers recorded in the system at a given point in time.,SUM(t0.subscriber_count),"[{'gcp_project': 'your_gcp_project', 'dataset': 'your_dataset', 'table': 'subscribers'}]",t0_D18148823726537076701,ca71779e-655c-4fda-a06a-c32970fc283a
cons_total_subscription_movements,Total Subscription Movements,"The aggregate count of all changes in subscription status, encompassing new subscriptions, cancellations, upgrades, and downgrades within a period.",SUM(t0_subscription_details.detail_subscription_movement_count),"[{'gcp_project': 'your_gcp_project', 'dataset': 'your_dataset', 'table': 'subscription_details'}]",t0_qt_0dnz4wmktd,ca71779e-655c-4fda-a06a-c32970fc283a
cons_subscriber_mosaic_group,Subscriber Mosaic Group,"A categorical classification of subscribers into predefined demographic or behavioral segments based on their 'mosaic title', used for targeted analysis and marketing.",CASE WHEN ((t0.subscriber_mosaic_title = 'First Class Life') OR (t0.subscriber_mosaic_title = 'Secure Tranquility') OR (t0.subscriber_mosaic_title = 'Family Fringes')) THEN 'Older affluents' WHEN ((t0.subscriber_mosaic_title = 'Striving for Status') OR (t0.subscriber_mosaic_title = 'Establishing Roots') OR (t0.subscriber_mosaic_title = 'Growing Independence')) THEN 'Young professionals' WHEN ((t0.subscriber_mosaic_title = 'Traditional Pursuits') OR (t0.subscriber_mosaic_title = 'Mature Freedom') OR (t0.subscriber_mosaic_title = 'Rural Commitment') OR (t0.subscriber_mosaic_title = 'Comfortable Foundations') OR (t0.subscriber_mosaic_title = 'Flourishing Families') OR (t0.subscriber_mosaic_title = 'Millennial Movers') OR (t0.subscriber_mosaic_title = 'Green & Gold') OR (t0.subscriber_mosaic_title = 'Land of Plenty')) THEN 'Growing Families' WHEN ((t0.subscriber_mosaic_title = 'Hardship & Perseverance') OR (t0.subscriber_mosaic_title = 'Middle Blue-collars') OR (t0.subscriber_mosaic_title = 'True Grit') OR (t0.subscriber_mosaic_title = 'Graceful Ageing')) THEN 'Low income households' ELSE t0.subscriber_mosaic_title END,"[{'gcp_project': 'your_gcp_project', 'dataset': 'your_dataset', 'table': 'subscribers'}]",t0_qt_zdnz4wmktd,ca71779e-655c-4fda-a06a-c32970fc283a
cons_website_daily_target,Website Daily Target,"The predefined daily target value for overall website performance or a specific website activity, used for tracking progress against goals.",SUM(t0.day_target_website),"[{'gcp_project': 'your_gcp_project', 'dataset': 'your_dataset', 'table': 'subscribers'}]",t0_qt_hkao109lsd,ca71779e-655c-4fda-a06a-c32970fc283a
cons_weekly_traffic_target_variance,Weekly Traffic Target Variance,"Measures the percentage variance of actual weekly web and AMP visits against the set weekly sessions target. A positive value indicates exceeding the target, while a negative value indicates falling short.","SUM(SAFE_DIVIDE(((t0.web_visits + t0.amp_visits) - t0.sessions_target), t0.sessions_target))","[{'gcp_project': None, 'dataset': None, 'table': None}]",t0_qt_0t7lclm19b,3f48ba44-14ba-4a43-b02c-7700d0f49c0b
cons_weekly_social_content_page_views,Weekly Social Content Page Views,"Total page views generated by content specifically categorized as 'social' for the week, indicating the reach and engagement of social media-driven content.",SUM(t0.page_views),"[{'gcp_project': None, 'dataset': None, 'table': None}]",t0_qt_dbgz3aiqtd,3f48ba44-14ba-4a43-b02c-7700d0f49c0b
cons_total_actual_interactions,Total Actual Interactions,"The sum of all actual total interactions recorded for content, representing a broad measure of engagement across all tracked interaction types.",SUM(SAFE_CAST(t0.statistics_actual_total_interactions AS FLOAT64)),[],t0_qt_qth1ib2h8c,eef984c7-b528-4716-a506-e8e8bcb7861f
cons_total_records,Total Records,"The total count of records in the primary dataset, serving as a foundational measure for the volume of data being analyzed. This metric consolidates counts of various record types that share the same underlying counting logic.",COUNT(1),[],t0_qt_sni9ql2h8c;t0_qt_evim6t6cud,eef984c7-b528-4716-a506-e8e8bcb7861f
cons_total_post_interactions,Total Post Interactions,"The sum of interactions specifically attributed to social posts, providing a focused measure of engagement directly with posted content.",SUM(t0.post_interactions_count),[],t0_qt_rina9t6cud,eef984c7-b528-4716-a506-e8e8bcb7861f
cons_article_dominant_section_1,Article Dominant Section 1,"The primary section or category that an article belongs to, indicating its main topic or focus.",t0.ArticleDominantSection1,"[{'gcp_project': 'your-gcp-project', 'dataset': 'content_data', 'table': 'articles'}]",clmn0_,35de2eed-9c03-48a7-8cef-50e2ea1e1235
cons_article_id,Article ID,A unique identifier for each article.,t0.ArticleID,"[{'gcp_project': 'your-gcp-project', 'dataset': 'content_data', 'table': 'articles'}]",clmn1_,35de2eed-9c03-48a7-8cef-50e2ea1e1235
cons_category_topic_path,Category Topic Path,"The hierarchical path representing the categorization of a topic or content, providing a detailed classification.",t0.categorytopic_path,"[{'gcp_project': 'your-gcp-project', 'dataset': 'content_data', 'table': 'articles'}]",clmn2_,35de2eed-9c03-48a7-8cef-50e2ea1e1235
cons_filtered_registrations_count,Count of Filtered Registrations,The total number of registrations after applying specific filtering criteria.,COUNT(1),"[{'gcp_project': 'your-gcp-project', 'dataset': 'user_data', 'table': 'registrations'}]",t0_qt_ypg3fyegrd,35de2eed-9c03-48a7-8cef-50e2ea1e1235
cons_daily_website_target,Daily Website Target,"The daily target for website performance or traffic, representing a goal for website engagement or visitor numbers.",SUM(t0.day_target_website),"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 'unknown_table_t0'}]",t0_qt_60914qrond;t0_qt_t3v4bsrond,3c4b6517-cd6a-4138-bd32-09644e44c44a
cons_total_adds,Total Adds,"The total count of new additions, such as new customers, subscribers, or sign-ups, within a given period.",SUM(t0.adds),"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 'unknown_table_t0'}]",t0_qt_r2k2gbtbod,3c4b6517-cd6a-4138-bd32-09644e44c44a
cons_total_cancels,Total Cancels,"The total count of cancellations or churn events, such as customer unsubscribes or service terminations, within a given period.",SUM(t0.cancels),"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 'unknown_table_t0'}]",t0_qt_s2k2gbtbod,3c4b6517-cd6a-4138-bd32-09644e44c44a
cons_net_adds,Net Adds,"The net change in additions, calculated as Total Adds minus Total Cancels, indicating the overall growth or decline in the customer base.",SUM(t0.adds - t0.cancels),"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 'unknown_table_t0'}]",t0_qt_t2k2gbtbod,3c4b6517-cd6a-4138-bd32-09644e44c44a
cons_total_active_subscribers,Total Active Subscribers,The total count of unique users who are considered 'active subscribers' within the Code App during a specified period. An active subscriber is defined by the underlying `active_subscriber_count` column.,SUM(t0.active_subscriber_count),[],t0_qt_jaaylgv3md,a96a5942-b538-4aba-83cb-d4f16db9a59d
cons_video_content_starts,Video Content Starts,The total count of instances where video content playback was initiated by a user.,SUM(vv_content_starts),"[{'gcp_project': 'your-gcp-project', 'dataset': 'analytics', 'table': 'video_events'}]",t0_qt_1oxz9bj6qd,41dda2e0-7935-4eca-9a86-1b0e763c2657
cons_total_page_views,Total Page Views,"The aggregate count of all page views across all digital platforms, including standard web, Accelerated Mobile Pages (AMP), and native mobile applications.",SUM(web_page_views + amp_page_views + app_page_views),"[{'gcp_project': 'your-gcp-project', 'dataset': 'analytics', 'table': 'page_views'}]",t0_qt_t0uv16f3yc,41dda2e0-7935-4eca-9a86-1b0e763c2657
cons_unique_visits,Unique Visits,The total count of distinct user visits or sessions recorded within the system. A visit represents a single continuous period of activity by a user.,COUNT(DISTINCT t0.visit_id),"[{'gcp_project': 'your-gcp-project-id', 'dataset': 'network_module_data', 'table': 'engagement_logs'}]",t0_calc_j9ou3etbkd;t0_qt_6ijonqubkd;t0_qt_guzkylubkd,be89856b-4177-42f1-8cb6-50cdde0d516c
cons_total_page_bounce,Total Page Bounce,"The cumulative sum of 'page bounce' events, where a user views only a single page or interacts minimally before exiting the site or application. A higher value may indicate issues with content engagement or user experience.",SUM(t0.pagebounce),"[{'gcp_project': 'your-gcp-project-id', 'dataset': 'network_module_data', 'table': 'engagement_logs'}]",t0_calc_2qpunhtbkd,be89856b-4177-42f1-8cb6-50cdde0d516c
cons_total_seconds_spent,Total Seconds Spent,"The aggregate sum of time, measured in seconds, that users have spent actively engaging with the system or specific content. This metric provides an overall measure of user engagement duration.",SUM(t0.SecondsSpent),"[{'gcp_project': 'your-gcp-project-id', 'dataset': 'network_module_data', 'table': 'engagement_logs'}]",t0_calc_q9uttftbkd,be89856b-4177-42f1-8cb6-50cdde0d516c
cons_unique_users,Unique Users,The total count of distinct individual users identified by their unique user ID. This metric represents the unique human audience interacting with the system.,COUNT(DISTINCT t0.ub_id),"[{'gcp_project': 'your-gcp-project-id', 'dataset': 'network_module_data', 'table': 'engagement_logs'}]",t0_qt_h8b9ikubkd,be89856b-4177-42f1-8cb6-50cdde0d516c
cons_total_records,Total Records,"The total number of rows or records in the underlying dataset. This metric is typically used for data volume checks, completeness verification, or as a base for calculating other ratios.",COUNT(1),"[{'gcp_project': 'your-gcp-project-id', 'dataset': 'network_module_data', 'table': 'engagement_logs'}]",t0_qt_tiszcc0mld,be89856b-4177-42f1-8cb6-50cdde0d516c
cons_total_exit_link_clicks,Total Exit Link Clicks,The total count of all clicks on external (exit) links that originate from 'Datalocal auction-sales stories'. This metric quantifies user navigation away from the platform via specific content types.,SUM(t0.exit_link_click),"[{'gcp_project': 'your-gcp-project-id', 'dataset': 'datalocal', 'table': 'auction_sales_stories_events'}]",t0_qt_id8z2scjtd;t0_qt_tjnbluwu7c,435b3177-8c9b-458c-9225-9c49bdbb9c98
cons_active_subscribers_sum,Sum of Active Subscribers,"The total count of active, paying consumer subscribers. This metric should be used with appropriate date filters applied at the dashboard or query level, rather than hardcoding dates into the metric definition.",SUM(t0.active_subscriber_count),"[{'gcp_project': 'UNKNOWN_PROJECT', 'dataset': 'UNKNOWN_DATASET', 'table': 'UNKNOWN_TABLE_T0'}]",t0_qt_mpekech8ed;t0_qt_mpekech8ed,76614538-e13f-4fd7-b6f2-f23a1ce65e1b
cons_record_count_by_member_type,Record Count by Member Type,"The total count of records, typically used to determine the volume of data associated with different member types or to count rows in a dataset.",COUNT(1),"[{'gcp_project': 'UNKNOWN_PROJECT', 'dataset': 'UNKNOWN_DATASET', 'table': 'UNKNOWN_TABLE_T0'}]",t0_qt_tl8edj5vjd,76614538-e13f-4fd7-b6f2-f23a1ce65e1b
cons_date_month,Date (Month),"The date truncated to the beginning of the month, serving as a time dimension for trend analysis of subscriber and linked account engagement.","SAFE_CAST(DATETIME_TRUNC(SAFE_CAST(t0.month AS DATETIME), MONTH) AS DATE)","[{'gcp_project': 'your_gcp_project', 'dataset': 'your_dataset', 'table': 'subscriber_engagement_data'}]",t0_qt_6pqxwpxlrd,3d387428-38ed-4de6-81a0-75f3e904118
cons_unique_linked_account_ids,Unique Linked Account IDs,The total count of distinct Google Account IDs (pcsids) that have been linked by subscribers. This metric can be used to track the overall adoption and reach of the linked accounts feature.,COUNT(DISTINCT t0.pcsids),"[{'gcp_project': 'your_gcp_project', 'dataset': 'your_dataset', 'table': 'subscriber_engagement_data'}]",t0_qt_aypxwpxlrd;t0_qt_5t2154vkrd,3d387428-38ed-4de6-81a0-75f3e904118
cons_unique_subscriber_ids,Unique Subscriber IDs,The total count of distinct subscriber IDs observed within the reporting period. This metric represents the unique user base being analyzed for engagement.,COUNT(DISTINCT t0.subscriber_id),"[{'gcp_project': 'your_gcp_project', 'dataset': 'your_dataset', 'table': 'subscriber_engagement_data'}]",t0_qt_3tvyx9xkrd,3d387428-38ed-4de6-81a0-75f3e904118
cons_source_agreement_id,Source Agreement ID,A unique identifier assigned to an agreement at its point of origin or initial ingestion into the system. This ID serves as the primary key for tracking and referencing specific agreements throughout their lifecycle.,t0.agreement_id_src,"[{'gcp_project': 'your-gcp-project', 'dataset': 'your_dataset', 'table': 'agreements'}]",clmn0_,36c94aef-cf82-466b-9b8f-6a3a6580e059
cons_daily_website_sub_target,Daily Website Subscription Target,"Represents the sum of the daily target for website subscriptions, indicating the daily goal for new sign-ups or renewals.",SUM(t0.day_target_website),"[{'gcp_project': 'project_verity', 'dataset': 'verity_data', 'table': 'daily_snapshot_data'}]",t0_qt_iupkj3lx8c;t0c1d0_qt_iupkj3lx8c,73aa273f-1632-484a-b0eb-c1132725d861
cons_parsed_target_date,Parsed Target Date,"Converts a raw target date string (e.g., 'YYYYMMDD') into a standard date format (YYYY-MM-DD) for accurate date-based filtering and analysis.","PARSE_DATE('%Y%m%d', SAFE_CAST(t0.targetdate AS STRING))","[{'gcp_project': 'project_verity', 'dataset': 'verity_data', 'table': 'daily_snapshot_data'}]",t0_qt_vt7wn3lx8c;t0c1d0_qt_vt7wn3lx8c,73aa273f-1632-484a-b0eb-c1132725d861
cons_iso_week_commencing_date,ISO Week Commencing Date,"Calculates the start date of the ISO week (Monday) for a given week commencing date, ensuring consistency with ISO 8601 standards for weekly reporting and aggregation.","SAFE_CAST(DATETIME_TRUNC(SAFE_CAST(SAFE_CAST(DATETIME_TRUNC(SAFE_CAST(t0.week_commencing AS DATETIME), ISOWEEK) AS DATE) AS DATETIME), ISOWEEK) AS DATE)","[{'gcp_project': 'project_verity', 'dataset': 'verity_data', 'table': 'daily_snapshot_data'}]",t0_qt_u4h9jo7w8c,73aa273f-1632-484a-b0eb-c1132725d861
cons_sum_spv_target,Sum of SPV Target,"Represents the aggregated target value for SPV (Sales Performance Value or a similar key performance indicator), used to measure progress against sales or operational goals.",SUM(t0.spv_target),"[{'gcp_project': 'project_verity', 'dataset': 'verity_data', 'table': 'daily_snapshot_data'}]",t0_qt_z3dx6n7w8c,73aa273f-1632-484a-b0eb-c1132725d861
cons_federal_election_registrations_count,Count of Federal Election Registrations,The total count of federal election registrations. This metric represents the number of unique registrations recorded and should be filterable by specific date ranges or periods.,COUNT(1),[],t0_qt_aubsvrczmd;t0_qt_r93oq36xmd,d3b51d1f-8b66-440f-9bc3-cc96429075bd
cons_article_dominant_section,Article Dominant Section,Represents the primary section or category to which an article belongs. This metric is likely used as a dimension to categorize and analyze content.,clmn0_,[],clmn0_,d3b51d1f-8b66-440f-9bc3-cc96429075bd
cons_description_text,Description Text,"A general descriptive text field, often used for basic demographic information or additional contextual details related to an entity or record.",t0.descriptiontext,"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 't0_source_table'}]",clmn2_,e0552be8-36bd-484d-aa60-b531621651c0
cons_brand_group,Brand Group,"The categorization or grouping of a brand, publisher, or entity, indicating its affiliation within a larger organizational or market structure.",t0.BrandGroup,"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 't0_source_table'}]",clmn0_,e0552be8-36bd-484d-aa60-b531621651c0
cons_audience_perspective_category,Audience Perspective Category,"A derived category representing an audience's perspective or demographic segment. This metric is constructed by concatenating the subcategory and description text based on specific demographic question codes (e.g., age, gender, marital status), providing a consolidated view of audience attributes.","CASE WHEN (t0.questioncode = 'MEN-AGE') THEN CONCAT(SAFE_CAST(t0.subcategory AS STRING),' - ',SAFE_CAST(t0.descriptiontext AS STRING)) WHEN (t0.questioncode = 'WOMEN-AGE') THEN CONCAT(SAFE_CAST(t0.subcategory AS STRING),' - ',SAFE_CAST(t0.descriptiontext AS STRING)) WHEN (t0.questioncode = 'MARRIAGE') THEN CONCAT(SAFE_CAST(t0.subcategory AS STRING),' - ',SAFE_CAST(t0.descriptiontext AS STRING)) WHEN (t0.questioncode = 'SEX') THEN CONCAT(SAFE_CAST(t0.subcategory AS STRING),' - ',SAFE_CAST(t0.descriptiontext AS STRING)) WHEN (t0.questioncode = 'AGE') THEN CONCAT(SAFE_CAST(t0.subcategory AS STRING),' - ',SAFE_CAST(t0.descriptiontext AS STRING)) WHEN (t0.questioncode = 'AUDIEN') THEN CONCAT(SAFE_CAST(t0.subcategory AS STRING),' - ',SAFE_CAST(t0.descriptiontext AS STRING)) ELSE NULL END","[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 't0_source_table'}]",t0_qt_w8ol2uqtrd,e0552be8-36bd-484d-aa60-b531621651c0
cons_transaction_date,Transaction Date,"The precise date and time when a reward redemption transaction was recorded, truncated to the second. This metric serves as a fundamental dimension for temporal analysis, allowing for insights into transaction trends over time.","DATETIME_TRUNC(PARSE_DATETIME('%Y-%m-%dT%H:%M:%S', FORMAT_TIMESTAMP('%Y-%m-%dT%H:%M:%S', SAFE_CAST(LOOKER_STUDIO.AUTO_DETECT_TO_DATETIME(SAFE_CAST(t0.transaction_date AS STRING)) AS TIMESTAMP))), SECOND)",[],t0_qt_1lzqww65bd,a934f5eb-3b42-46f4-bd22-815444731247
cons_total_transactions,Total Transactions,The aggregate count of all individual reward redemption transactions. This metric provides a core measure of activity and volume within the NewsQuery rewards system.,COUNT(1),[],t0_qt_yp617u65bd;t0_qt_nydh4y65bd,a934f5eb-3b42-46f4-bd22-815444731247
cons_sum_adjusted_weekly_price,Sum of Adjusted Weekly Price,"The total sum of the adjusted weekly price across all relevant records, providing an aggregated view of pricing impact.",SUM(SAFE_CAST(t0.adjusted_weekly_price AS FLOAT64)),"[{'gcp_project': None, 'dataset': None, 'table': 'unknown_t0_table'}]",t0_qt_vos0o31xad,d3723d73-7698-4fc2-b998-157308d5353f
cons_distinct_subscription_count,Distinct Subscription Count,"The total number of unique subscriptions recorded, indicating the breadth of active or historical subscriptions.",COUNT(DISTINCT SAFE_CAST(t0.subscription_id_src AS STRING)),"[{'gcp_project': None, 'dataset': None, 'table': 'unknown_t0_table'}]",t0_qt_wos0o31xad,d3723d73-7698-4fc2-b998-157308d5353f
