dashboard_id,dashboard_name,dashboard_description,total_source_metrics,total_consolidated_metrics,metric_complexity_score,governance_summary
3ee20092-1897-49b7-8bcd-4157d5f816eb,AdSales Data for Pacing Report ,"This dashboard is designed to provide insights into Ad Sales performance, likely focusing on tracking gross revenue over financial weeks and categorizing it by revenue group subtypes. Its primary purpose appears to be supporting 'pacing' analysis, which involves monitoring current performance against targets or historical trends to ensure sales goals are met.",5,3,3,"This dashboard exhibits significant opportunities for metric governance improvement. There are multiple instances of identical metric SQL (`SAFE_CAST(t0.financial_week AS INT64)`) being defined under different names ('Financial Week (Casted)' and 'Financial Week (Casted, Filtered)'), leading to redundancy and potential inconsistency in reporting. Furthermore, the presence of 'Sum of Financial Week' suggests a possible misapplication of aggregation on a dimensional attribute, which should be reviewed for business validity and standard reporting practices. Overall, there is a clear need for metric consolidation, standardized naming conventions, and a review of aggregation logic to enhance data reliability and usability."
1f63540f-8268-4e9f-83a3-3acf63da5da5,Travel monthly snapshot - IPSOS,"This dashboard provides a monthly snapshot of key audience metrics for the travel sector, focusing on current audience size, previous month's audience, and month-over-month growth and absolute change. It enables stakeholders to quickly assess audience trends and performance within the travel domain.",8,4,3,"This dashboard exhibits significant metric duplication, with each core business metric defined multiple times using identical SQL logic. This indicates a lack of centralized metric definitions and poor reusability, leading to unnecessary maintenance overhead and potential inconsistencies if logic were to diverge. The use of `SAFE_CAST` and `SAFE_DIVIDE` demonstrates good practice for data robustness. Standardization and a single source of truth for metric definitions are highly recommended to improve governance and maintainability."
c22e86d8-835d-4a68-8c10-5d131e225e6b,Verity 2.0 The Mercury: Sunrise Report (Click here to access the full report) ,"This dashboard, named 'Verity 2.0 The Mercury: Sunrise Report', appears to be an initial or daily performance monitoring tool focused on tracking the aggregated 'C-Score Target' for the 'Verity 2.0 The Mercury' initiative. It likely serves to provide a quick overview of a key performance indicator or goal at the start of a period or project phase.",1,1,1,"Based on the single metric provided, no significant governance issues such as ambiguous naming, redundant logic, or complex hardcoded values are immediately apparent. The metric name is clear, and its SQL logic is straightforward. However, a comprehensive governance assessment is not possible with such limited data. A notable gap is the absence of explicit source table information (e.g., FROM clause) within the metric definition, which is crucial for data lineage and understanding data origins."
b167b958-958d-4085-8e39-77dec324fdfb,Verity At-A-Glance: Google Referral Trend Watch,"This dashboard provides an at-a-glance overview of key performance indicators related to consumer activity and targets, likely within the context of Google referral trends. It tracks the volume of consumer interactions, new consumer additions, and specific business targets such as Sales Performance Value (SPV) and a 'C-Score' target.",4,4,2,"The dashboard metrics are distinct in their underlying SQL logic (SUM on different columns, COUNT), preventing direct consolidation based on the provided `metric_sql_core`. This indicates that each metric serves a unique purpose. The dashboard exhibits low complexity due to its reliance on simple aggregation functions. However, the use of a generic table alias ('t0') without explicit table names (GCP project, dataset, table) and the lack of detailed business definitions for acronyms like 'SPV' and 'C-Score' highlight an opportunity for improved metadata management and data dictionary enrichment to enhance clarity and maintainability."
da75444c-ed16-43f1-accc-56326aa8ccb0,Verity 2.0 - TAUS World Daily Update,"This dashboard provides a daily update on subscription performance, focusing on the total volume of new subscriptions and the channels driving them, particularly social media referrals. It allows for analysis of subscription trends across various dimensions like website, author, publication, and paywall interactions, offering insights into acquisition effectiveness and user engagement.",4,2,4,"This dashboard exhibits significant metric redundancy, with three distinct metrics sharing identical `COUNT(1)` core logic, differentiated only by implied filtering in their names. This suggests a lack of a centralized, reusable metric definition for basic counts and leads to metric proliferation. The `Categorized Social Referrer` metric, while functionally distinct, contains hardcoded categorization logic that could be more robustly managed as a lookup table or a dedicated transformation layer if the source codes are subject to frequent changes. Overall, there's a clear opportunity for metric consolidation and standardization to improve maintainability and data governance by separating core metric definitions from their contextual filtering."
f5afdb43-bb70-48be-a049-79cf77f7c6a6,Verity 2.0 The National News Network Weekly,"This dashboard provides a weekly overview of key performance indicators for 'Verity 2.0 The National News Network'. It focuses on tracking various targets, including daily publication group targets and C-Score targets, alongside subscriber engagement metrics. Specifically, it monitors both the total subscriber base and a highly engaged segment defined by consistent daily activity over a 28-day period. The dashboard aims to provide insights into operational goals and audience engagement for the news network.",4,4,3,"The dashboard metrics exhibit a minor governance concern regarding naming consistency. Specifically, the metric 'Total Subscriber Count (Filtered)' has a `metric_sql_core` that calculates a simple `SUM(t0.subscriber_count)`, implying it is *not* filtered, which contradicts its name. This could lead to misinterpretation. The use of generic table aliases like `t0` and `t0c1d0` without explicit table mappings also suggests a need for more comprehensive metadata documentation. Otherwise, the metrics are distinct and well-defined in their SQL logic."
1dff8d78-5d94-49fa-a2a5-086e3aaccd35,FY25 Copy of - Adsales Details Report,"This dashboard, named 'FY25 Copy of - Adsales Details Report', appears to provide detailed insights into advertising sales performance and structure. It focuses on key dimensions such as 'Advertiser Group' and various 'Portfolio' groupings (Parent, Conformed, and general Group names). The inclusion of 'Financial Short Month' and 'Minimum Financial Month Number' suggests that the report allows for analysis of these sales details over financial time periods. It likely serves to track and report on the organizational structure of ad sales accounts and their performance.",6,6,6,"This dashboard exhibits several governance concerns. A primary issue is the widespread use of redundant `CASE WHEN` clauses (e.g., `CASE WHEN ('Curr' = 'Curr')`) that always evaluate to true, leading to dead code and unnecessarily verbose SQL. This pattern suggests potential copy-pasting errors or a lack of standardized, efficient metric generation processes. Additionally, some metric names include redundant qualifiers like '(Current)', which can be simplified for better clarity and consistency. These issues indicate a need for a comprehensive review of metric definition standards, SQL templating, and naming conventions to improve maintainability, readability, and data quality."
19891283-911c-4528-b830-c99e4cb76155,Verity 2.0 Daily C-Score report: DT,"This dashboard provides a daily report focused on the 'C-Score' target within the Verity 2.0 system. Its primary purpose is to track and display the aggregated sum of the C-Score targets, likely for performance monitoring or goal achievement assessment.",1,1,1,"Based on the single metric provided, no specific governance issues such as ambiguous naming, redundant definitions, or hardcoded logic are apparent. The metric is clearly named and its SQL core is a straightforward aggregation. A comprehensive governance review would require examining all dashboard metrics and their underlying data models for consistency and adherence to standards."
da5dcd47-2e80-45e8-94b8-5b71d81182f5,Failed Payment Dashboard - Prod v1.0 ,"This dashboard, titled 'Failed Payment Dashboard', likely serves to monitor key performance indicators related to subscriber payments and overall subscriber health. Based on the metric names, its primary focus appears to be tracking 'Unique Standard Paid Subscribers' over specific periods and under various conditions (e.g., latest attempt, with/without gateway exclusions). The dashboard aims to provide insights into the active subscriber base, potentially to identify trends, assess the impact of payment failures, or support retention strategies.",5,1,7,"This dashboard exhibits significant data governance and definition challenges. All five source metrics share an identical, highly generic 'metric_sql_core' (`COUNT(DISTINCT clmn1_)`), despite their names implying distinct business logic (e.g., time windows, specific attempt types, or gateway exclusions). This indicates a critical disconnect where contextual filtering is either expected to be applied externally (e.g., via dashboard filters) or is entirely missing from the metric definition, leading to potential misinterpretation and inconsistent reporting. Furthermore, there is extensive duplication of metric names and a severe issue where a single 'metric_id' ('t0_qt_1adt537vgd') is associated with two different metric names, violating the principle of unique identification for metric definitions. The use of a generic column name ('clmn1_') further hinders clarity and maintainability. These issues collectively contribute to a high complexity score, not due to intricate SQL, but due to the significant effort required to understand, trust, and maintain the dashboard's underlying data definitions."
b821747c-3075-4a4b-b4a5-c12a548b4e1b,CVM dashboard,"This dashboard provides a comprehensive overview of Customer Value Management (CVM) activities, focusing on subscription counts and their status categories. It tracks the total number of unique subscriptions and categorizes them based on their CVM journey, such as successful migrations, cancellations, or pending movements. The dashboard likely aims to monitor the effectiveness of CVM initiatives and understand subscriber behavior across different segments or brands.",5,2,4,"This dashboard exhibits significant metric duplication, with multiple metrics sharing identical underlying SQL logic but differing only in their descriptive names (e.g., 'Count of Unique Subscriptions (TB Brand)' vs. 'Count of Unique Subscriptions (Overall)'). This indicates a lack of a centralized, parameterized metric definition, leading to metric sprawl and potential inconsistencies if the core logic needs updating. The naming convention suggests that contextual filtering or grouping is being implied by the metric name rather than being explicitly managed as a dashboard parameter or a distinct dimension. Furthermore, the source table information (project, dataset, table name) for the 't0' alias is not explicitly provided within the metric definitions, which is a governance gap for data lineage tracking."
1b9efa96-31e0-4a43-9f74-c5d0da8c5e42,Audience Insights - The Advertiser engagement,"This dashboard provides key insights into the audience base, focusing on subscriber counts, active engagement levels, and new subscription acquisitions. It aims to offer advertisers a comprehensive view of the audience size, growth, and activity, enabling them to assess potential reach and engagement for their campaigns.",3,3,2,"This dashboard presents distinct audience-related metrics. While the SQL logic is generally clear, the 'CASE WHEN' statement in 'Count of Active Subscribers (Last 28 Days)' could be simplified for better readability and efficiency. There were no opportunities for direct consolidation of metrics due to overlapping business logic, as each metric represents a unique business concept. The use of generic aliases like 't0' and 't0_subscription_detail' suggests a need for clear data model documentation to ensure maintainability and understanding of underlying data sources."
23c8b213-a9f0-4158-b8fa-bff14425abb5,TM1 NewsQuery Tables,"This dashboard provides key operational metrics related to the changes and status of a core business base (e.g., customer base, asset base, or subscriber base). It tracks additions, reductions, and transfers of volume, along with the overall size of the base at different points in time (opening and closing), and associated earned amounts. It likely supports performance monitoring, trend analysis, and financial reconciliation for a specific business unit or product line, potentially leveraging data from a TM1 system.",8,8,2,"The dashboard metrics are atomic and directly map to distinct columns in a source table (aliased as 't0'), indicating a clear and non-redundant definition of core measures. This structure promotes data consistency at the lowest level. A key governance gap identified is the absence of explicit source table details (GCP project, dataset, and actual table name) within the metric definitions, which hinders lineage tracking, data discoverability, and impact analysis. Further governance efforts could focus on establishing a robust semantic layer to abstract underlying table structures and provide richer business context for these foundational metrics."
1f134ccb-ed11-45d8-ac05-916f31640357,News.com.au Daily Update 5.0 Dev2.0,"This dashboard provides key daily performance indicators for News.com.au, focusing on user engagement with content. It tracks overall content consumption, specifically differentiating between total and mobile content starts, and measures user engagement efficiency through a page views per visit ratio.",3,3,6,"The dashboard metrics are generally well-defined, though the naming convention for 'Sum of Page Views Per Visit Ratio' could be streamlined for conciseness. While no critical issues like hardcoded logic or ambiguous definitions were found, explicit documentation of source tables and a consistent naming taxonomy would further enhance data governance and maintainability."
e380f99e-2ef3-40ec-a3ec-bc35491cc0bb,GL and SubSnapFact Revenue Extract,"This dashboard provides an overview of earned revenue, specifically focusing on the 'News Media Publishing' segment. It presents both actual and estimated earned amounts across different fiscal periods (e.g., FY25, FY26 Q1), likely for financial tracking, forecasting, and performance comparison within the General Ledger (GL) and subsidiary snapshot fact tables.",2,1,1,"The dashboard exhibits significant governance issues related to metric definition and naming. Both source metrics share identical core SQL logic (`SUM(t0.earned_amount)`) but are presented as distinct metrics due to embedded filtering criteria (e.g., fiscal year, actuals vs. estimates, business unit) within their names. This approach leads to metric proliferation, makes maintenance challenging, and hinders reusability. Furthermore, the `metric_id` is duplicated across two distinct named metrics, which is a critical identifier management issue. A standardized approach to defining base metrics and applying filters at the presentation layer is strongly recommended to improve scalability, maintainability, and data consistency."
1d90f8d5-1170-44b0-9c20-3e16f00ddf1d,"Code Sports Clusters age, gender, mosaic ","This dashboard provides an analytical overview of subscriber demographics within the 'Code Sports' context, focusing on age, gender, and mosaic segmentation. It quantifies subscriber populations based on these attributes, likely supporting audience analysis, segmentation strategies, and targeted marketing efforts.",5,3,3,"This dashboard exhibits significant governance challenges. It contains direct duplicates of metrics (e.g., 'Count of Subscribers (Excluding 'Not Available' Mosaic Type)') and instances where a single metric ID is associated with different names, suggesting inconsistent metadata. Furthermore, several metric names imply specific filtering or business logic (e.g., 'Excluding 'Not Available'', 'Specific Clusters', 'Male Subscribers') that is not explicitly captured within the provided `metric_sql_core`. This discrepancy can lead to misinterpretation, inconsistent data usage, and increased maintenance overhead. A clear definition of how filters are applied (either within the SQL core or at the dashboard layer) and a standardized naming convention are critically needed to improve data reliability and usability."
52dd1ac1-19b5-4695-a7e6-632ef7a9dba3,Consumer Finance Landing Page,This dashboard serves as a foundational landing page for Consumer Finance data. Its primary purpose appears to be providing basic data volume insights (record counts) and enabling data segmentation or grouping based on various 'scenarios' relevant to consumer finance operations or analysis.,5,2,1,"This dashboard exhibits significant governance issues related to metric definition and standardization. There are multiple instances of redundant metrics with identical underlying SQL logic but different names ('Total Record Count' and 'Scenario-wise Record Count'; 'Scenario Dimension' and 'Scenario Grouping Dimension'), leading to potential confusion, inconsistency, and increased maintenance overhead. The presence of an 'Empty String Placeholder' metric suggests incomplete development, a workaround, or an unmanaged artifact, which is not a best practice for production dashboards. This indicates a strong need for a robust metric catalog, clear naming conventions, and a process for deprecating or removing non-functional metrics."
bb705701-76b0-40eb-bc6f-0159956fda7a,Verity 2.0 NT News : Sunrise Report (Click here to access the full report) ,"This dashboard, titled 'Verity 2.0 NT News : Sunrise Report', is designed as a daily or morning summary report. Its primary purpose appears to be tracking a key performance or quality metric, specifically the 'C-Score Target', related to news content or operations. It likely serves to monitor progress against set targets or benchmarks for content quality, compliance, or overall performance within the news domain.",1,1,1,"Based on the provided input, no specific governance issues (such as ambiguous naming, hardcoded logic, or data quality flags) were identified or provided for analysis within the metric definitions. The dashboard currently contains a single, straightforward metric, indicating a low complexity in its current state."
73e125c7-5447-4e59-9560-ed12d7c7f153,Adomik Snowflake v NQ CDM,"This dashboard is designed to monitor and compare key advertising performance metrics, specifically Gross Revenue, Net Revenue, and Impressions. The 'Adomik Snowflake v NQ CDM' naming suggests its primary purpose is to validate or compare data points sourced from an Adomik data pipeline within Snowflake against a 'Normalized Query Common Data Model' (NQ CDM), likely for data quality assurance, reconciliation, or performance tracking across different data representations.",3,3,1,"The dashboard metrics are clearly defined with distinct business logic and straightforward SQL aggregations. There are no immediate governance issues identified regarding metric duplication, ambiguous naming, or inconsistent calculation logic within the provided set. Each metric represents a unique business concept with a simple, direct aggregation."
ca71779e-655c-4fda-a06a-c32970fc283a,Verity FY26 - Testing newsroom screen & possible new KPIs,"This dashboard appears to be an experimental or developmental dashboard focused on evaluating new Key Performance Indicators (KPIs) for a newsroom context. It tracks various aspects of subscriber engagement and growth, including active subscriber counts, total subscriber base, and subscription movement. Additionally, it incorporates a demographic segmentation of subscribers and a daily target for website performance. The metrics suggest a focus on understanding user behavior and business targets within a subscription-based model.",5,5,5,"This dashboard, identified as 'Testing newsroom screen & possible new KPIs', indicates a potential lack of formalization in its metric definitions. A key governance issue is the embedding of complex, hardcoded business logic within the 'Subscriber Mosaic Group' metric's SQL, which makes updates cumbersome and lacks reusability. The use of generic table aliases (e.g., 't0') without explicit GCP project, dataset, and table names hinders clear data lineage and traceability. Furthermore, the inclusion of a categorical dimension ('Subscriber Mosaic Group') as a 'metric' can lead to definitional ambiguity. Overall, there's a need for improved standardization, externalization of business rules, and comprehensive data lineage documentation to enhance data governance."
3f48ba44-14ba-4a43-b02c-7700d0f49c0b,Kidspot Weekly Update,"This dashboard provides a weekly update on key performance indicators for Kidspot, focusing on overall website traffic performance against set targets and the engagement generated by social content.",2,2,3,"The dashboard contains a small number of metrics, each representing distinct business logic, thus requiring no consolidation among them. The SQL core uses a generic alias 't0' for the source table, which obscures the specific table, dataset, and project, hindering data lineage and governance. No immediate redundancy or ambiguity was found within this limited set of metrics."
eef984c7-b528-4716-a506-e8e8bcb7861f,Verity 2.0 SA Weekend Content Review: Tuesday report,"This dashboard is designed to provide an analytical review of social media content performance, specifically focusing on weekend activity, with reporting conducted on Tuesdays. It tracks key metrics related to the volume of social posts and various types of user interactions to assess content reach and engagement.",4,3,3,"This dashboard exhibits a common governance challenge where multiple metrics ('Count of Social Posts', 'Count of Social Interaction Records') share an identical underlying SQL calculation (`COUNT(1)`), suggesting potential redundancy or a lack of clear, standardized definitions for basic record counts. This indicates a need for a canonical 'Total Records' metric. Additionally, the absence of explicit source table information (beyond a generic 't0' alias) within the metric definitions hinders data lineage and comprehensive data governance."
35de2eed-9c03-48a7-8cef-50e2ea1e1235,Dear Rachelle,"This dashboard provides an overview of content characteristics, including article identification, dominant sections, and categorization paths, alongside a count of filtered user registrations. Its likely purpose is to analyze content performance in relation to user engagement and acquisition, helping to understand which content attributes correlate with registration activity.",4,4,1,"This dashboard exhibits generic and cryptic metric IDs (`clmn0_`, `t0_qt_ypg3fyegrd`), suggesting auto-generated or poorly managed naming conventions. While the `metric_sql_core` is simple, the lack of explicit table information (only `t0` alias) hinders immediate understanding of data lineage. The metrics themselves are distinct and do not show immediate consolidation opportunities, but the naming convention indicates a need for improved data governance practices."
3c4b6517-cd6a-4138-bd32-09644e44c44a,HS morning report,"This dashboard, titled 'HS morning report', appears to be an operational dashboard designed to provide a daily overview of key business performance indicators. It tracks website engagement targets and critical customer lifecycle metrics such as new additions, cancellations, and the resulting net change in customer base. Its primary purpose is likely to monitor daily operational health and progress towards acquisition and retention goals.",5,4,3,"The analysis reveals a significant governance issue: the presence of duplicate metrics (`Daily Website Target (Alias 1)` and `Daily Website Target (Alias 2)`) with identical underlying SQL logic but different names. This indicates a lack of centralized metric definitions, potential for data inconsistencies, and challenges in maintaining a single source of truth. While the SQL logic itself is simple (SUM and basic arithmetic), the naming inconsistency and duplication are the primary governance concerns. Additionally, the source table details (project, dataset, table name) are not explicitly defined within the metric metadata, relying solely on a table alias ('t0'), which can hinder data lineage and governance efforts."
a96a5942-b538-4aba-83cb-d4f16db9a59d,Code App quick look,"This dashboard provides a quick overview of key user engagement metrics for a 'Code App', specifically focusing on the total number of active subscribers. It serves as a high-level performance indicator for the application's user base.",1,1,1,"The provided data for this dashboard is limited to a single metric. While the metric itself is clear, the absence of explicit source table definitions (e.g., GCP project, dataset, table) for the `t0` alias represents a governance gap. Standardizing metric naming conventions and ensuring comprehensive metadata, including source table details, would enhance data governance for future metrics."
41dda2e0-7935-4eca-9a86-1b0e763c2657,News.com.au Daily Update 5.0,"This dashboard provides a daily snapshot of key engagement metrics for News.com.au, focusing on core content consumption and overall traffic. It tracks video content starts and aggregated page views across various platforms (web, AMP, and mobile applications), offering insights into user interaction and reach.",2,2,2,"Based on the limited sample of metrics provided, the dashboard exhibits clear and distinct metric definitions with straightforward SQL logic. There are no apparent redundancies or ambiguities in naming or calculation within this subset. The metrics are well-defined for their stated purpose, indicating a good foundation for data governance, though a larger sample would be needed for a comprehensive assessment."
be89856b-4177-42f1-8cb6-50cdde0d516c,Network Module- Engagement ( version 1.0),"This dashboard is designed to provide key insights into user engagement and activity within a 'Network Module'. It tracks fundamental metrics such as unique visits, total time spent, page bounce rates, and unique user counts, aiming to give a comprehensive overview of how users interact with the system and the overall health of user engagement.",7,5,3,"The primary governance issue identified is metric duplication, specifically with 'Unique Visits'. Three distinct metrics ('Unique Visits', 'Unique Visits by Source Code', 'Unique Visits by Device Type') share identical underlying SQL logic (`COUNT(DISTINCT t0.visit_id)`). This indicates a lack of standardized metric definitions and a potential for metric sprawl, where variations of the same core metric are created instead of leveraging dashboard filtering or grouping capabilities. This redundancy can lead to increased maintenance overhead and potential inconsistencies if the underlying logic were to diverge in the future. The dashboard would benefit from a more rigorous metric cataloging and definition process."
435b3177-8c9b-458c-9225-9c49bdbb9c98,Exit link from Datalocal auction-sales stories,"This dashboard is designed to monitor user engagement with external links originating from 'Datalocal auction-sales stories'. Its primary purpose is to track and report the total number of clicks on these exit links, providing insight into how often users navigate away from the platform via these specific content types.",2,1,1,"This dashboard exhibits a significant governance issue related to metric duplication. Two distinct metric IDs (`t0_qt_id8z2scjtd` and `t0_qt_tjnbluwu7c`) are defined with identical underlying SQL logic (`SUM(t0.exit_link_click)`). This redundancy indicates a lack of centralized metric definition management, leading to unnecessary complexity, potential for inconsistencies if one metric were to be updated independently, and inefficient resource utilization. The metric names also include internal IDs, which is not user-friendly and suggests an auto-generated or uncurated naming convention. A strong recommendation is to consolidate these duplicate metrics into a single, authoritative definition."
76614538-e13f-4fd7-b6f2-f23a1ce65e1b,Postcode paid subscriber lookup - Genome data - draft,"This dashboard appears to be designed for analyzing active, paid consumer subscriber data, potentially segmented or filtered by geographic attributes like postcode. The 'Genome data' reference suggests a focus on detailed, possibly granular, subscriber information. Its primary purpose is likely to provide insights into subscriber counts and general record volumes related to different member types.",3,2,1,"This dashboard exhibits a common governance issue where specific date parameters are hardcoded into metric names, leading to redundant metric definitions with identical core logic (`SUM(t0.active_subscriber_count)`). This practice hinders scalability, maintainability, and consistency, as new metrics would be created for every new date. Additionally, the presence of a duplicate `metric_id` (`t0_qt_mpekech8ed`) for what are effectively distinct metric instances (differentiated by name/context) suggests potential flaws in the metric identification and management system, indicating a need for stricter naming conventions and ID uniqueness enforcement."
3d387428-38ed-4de6-81a0-75f3e904118,Subscriber Linked Google Account Engagement,"This dashboard provides insights into the engagement of subscribers with their linked Google accounts. It tracks the number of unique subscribers and the unique Google accounts linked, likely over time, to monitor the adoption and activity related to this feature. Its primary purpose is to measure the scale of Google account linking among the subscriber base.",4,3,3,This dashboard exhibits a governance issue where two distinct metric names ('Monthly Unique Linked Account IDs' and 'Total Unique Linked Account IDs (Period)') share identical underlying SQL logic (`COUNT(DISTINCT t0.pcsids)`). This redundancy suggests a lack of standardized metric definitions and could lead to confusion or inconsistent reporting if not addressed. It highlights a need for a centralized metric catalog and clear naming conventions to ensure data consistency and maintainability.
36c94aef-cf82-466b-9b8f-6a3a6580e059,Hackathon- AI-2025,"This dashboard, named 'Hackathon- AI-2025', appears to be a foundational or initial dashboard, primarily focused on identifying and tracking 'Source Agreement IDs'. Given the limited metrics, its current purpose seems to be to provide a basic enumeration or reference point for agreements, potentially as a starting point for further analysis within an AI-related hackathon context.",1,1,1,"This dashboard currently contains only a single, straightforward metric. There are no apparent governance issues such as redundant metrics, ambiguous naming, or complex hardcoded logic based on the provided information. The simplicity suggests it might be an early-stage or highly specialized dashboard."
73aa273f-1632-484a-b0eb-c1132725d861,Verity 2.0 Daily Snapshot,"This dashboard provides a daily snapshot of key performance indicators related to website subscriptions and other sales/performance targets (SPV). It includes metrics for tracking daily targets and parsing relevant dates for temporal analysis, serving as an operational monitoring tool for daily progress and goal attainment.",6,4,7,"This dashboard exhibits significant governance issues, primarily due to redundant metric definitions stemming from inconsistent table aliasing (e.g., 't0' vs 't0c1d0') for identical underlying logic. This leads to unnecessary duplication, increased maintenance burden, and potential for inconsistencies. Additionally, one metric features highly complex, nested SQL logic that lacks clear documentation, posing a challenge for understanding and debugging. The absence of explicit source table metadata in the provided input also highlights a potential gap in comprehensive metadata management. Standardized naming conventions, a single source of truth for metric definitions, and robust metadata capture are critical for improving data governance."
d3b51d1f-8b66-440f-9bc3-cc96429075bd,Verity 2.0 - S&C Federal Election Daily,"This dashboard provides daily insights into federal election activities, specifically tracking the volume of federal election registrations and categorizing related articles by their dominant section. It appears to be an operational dashboard for the 'S&C' team, likely used to monitor public engagement and content trends pertaining to federal elections.",3,2,2,"This dashboard exhibits several governance challenges, primarily the duplication of metrics due to hardcoded date ranges in their names, indicating a lack of proper parameterization. The presence of an ambiguously named column (`clmn0_`) and the absence of source table metadata further highlight a need for improved data standardization, naming conventions, and comprehensive data lineage documentation."
e0552be8-36bd-484d-aa60-b531621651c0,GIC Dashboard,"This dashboard appears to provide insights into audience demographics and segmentation. It includes basic descriptive text, brand group affiliations, and detailed audience perspective categories derived from specific demographic questions. It likely supports analysis related to understanding user profiles, content consumption patterns, or targeted marketing strategies.",3,3,4,"This dashboard exhibits inconsistent and technical metric naming conventions, which hinders business understanding and usability. The presence of a complex, hardcoded CASE statement for audience categorization suggests a potential for brittleness and a need for more robust, reusable logic definitions. While the current metrics are distinct and do not allow for consolidation based on shared SQL logic, the overall structure indicates a need for improved data governance practices, particularly in metric definition and naming standardization."
a934f5eb-3b42-46f4-bd22-815444731247,NewsQuery Rewards redemption data test,"This dashboard is designed to monitor and analyze the operational data related to reward redemptions within the NewsQuery system. It primarily focuses on tracking the volume of transactions and their temporal distribution, providing insights into the frequency and timing of user reward claims.",3,2,4,"This dashboard exhibits a clear opportunity for metric consolidation and standardization. Specifically, two metrics ('Number of Transactions (Detailed View)' and 'Number of Transactions (Summary View)') are logically identical, indicating redundant definitions and a lack of consistent naming conventions. This duplication can lead to user confusion and increased maintenance overhead. Additionally, the 'Transaction Date' metric's SQL core contains specific Looker Studio functions, which tightly couples the metric definition to a particular BI tool and could hinder portability or broader understanding of the underlying business logic."
d3723d73-7698-4fc2-b998-157308d5353f,CDP Ph3 Derived dimensions - subscriber_value_group,"This dashboard provides key performance indicators related to customer and subscription value, focusing on financial aspects (adjusted weekly price), engagement (distinct subscription count), and loyalty/lifecycle (subscriber and subscription tenure). It likely supports analysis for customer segmentation, value group identification, and understanding customer lifetime value within the CDP (Customer Data Platform) context.",5,5,2,"This dashboard contains a small set of distinct metrics, each serving a unique analytical purpose. No immediate consolidation opportunities were identified based on the provided SQL core logic, indicating a well-defined and atomic metric set. The naming conventions are clear and consistent. A minor governance note is the absence of explicit source table paths (e.g., `project.dataset.table`) in the `metric_sql_core`, which could be improved for better data lineage traceability."
789ba6af-d662-4bbe-a27c-e2ea9551305d,Print to Digital - NT News,"This dashboard appears to track the performance of a 'Print to Digital' transformation initiative for 'NT News'. It focuses on key digital subscription metrics, including subscriber acquisition (adds) and retention (cancels), net subscriber changes, and progress against daily targets for both overall publication groups and specific website goals. The primary purpose is likely to monitor the success of shifting subscribers from print to digital platforms.",7,6,6,"This dashboard exhibits several governance opportunities. Firstly, there is a clear redundancy with two metrics ('Net Adds/Cancels (Standard Paid, Digital)' and 'Net Adds/Cancels (Standard Paid, Digital, Aggregated)') having identical SQL logic, leading to unnecessary duplication and potential confusion. This highlights a lack of standardized metric definitions and naming conventions. Secondly, one 'metric' ('Target Date ISO Week Start') functions more as a date dimension or attribute rather than an aggregated numerical metric, which can skew understanding of true metric counts and dashboard purpose. Finally, the absence of explicit source table metadata (GCP project, dataset, table) for the 't0' alias within the metric definitions is a significant governance gap, hindering data lineage, impact analysis, and overall maintainability."
81522b56-4697-49ac-93da-6faed306d799,GOOD Churn Score - Counts by healthcare Updated DG 140224 ,"This dashboard provides foundational counts related to customer subscriptions and patient care system identifiers within a healthcare context. It likely serves to monitor the size and composition of the customer base or patient population, providing key metrics that could be used as a basis for churn analysis or general operational oversight.",3,2,1,"This dashboard exhibits a clear governance issue with redundant metric definitions. Two distinct metrics, 'Count of Unique PCS IDs' and 'Count of Unique PCS IDs (Shap Mapped)', share identical underlying SQL logic (`COUNT(DISTINCT t0.pcsid)`). This redundancy can lead to confusion, inconsistent reporting, and unnecessary maintenance overhead. It highlights a need for standardized metric definitions and a single source of truth for core business calculations."
5d551155-3caa-466b-a1ef-01d0cfa95966,PTC - Topic Authority,"This dashboard, 'PTC - Topic Authority', is designed to measure the unique reach or engagement related to specific topics. Its primary focus is on quantifying the number of distinct contacts, likely indicating the audience size or influence within various subject areas.",3,1,1,"This dashboard exhibits significant metric duplication, with three identical 'Distinct Contacts' metrics. This redundancy indicates a lack of standardization and potential for maintenance issues, as any change would require updating multiple identical definitions. The use of a generic column name (`clmn0_`) also suggests a need for improved data lineage and semantic clarity within the underlying data model."
7ffe7054-679e-4e8f-bb3d-01c6e7799899,Engagement data - Audience Insights M&R + TA,"This dashboard provides key engagement metrics focused on audience insights, likely supporting Marketing & Retention (M&R) and Talent Acquisition (TA) initiatives. It tracks fundamental audience size (active subscribers) and daily activity (base movements) to understand user engagement and population dynamics within various segments (e.g., Consumer, Digital, AA Masthead).",2,2,1,"Based on the provided limited input, no explicit governance issues (e.g., hardcoded logic, ambiguous naming, or data quality flags) were present in the source metric definitions. The two metrics have distinct SQL core logic (SUM vs. COUNT) and represent different business concepts, therefore no consolidation was possible based on the underlying calculations. Source table information (project, dataset, table name) could not be inferred from the provided 'metric_sql_core' and would require additional metadata for complete lineage."
