interaction_type,primary_metric,related_metrics,relationship_description,mathematical_formula,business_validation,validation_sql,relationship_strength,business_impact,response_id,dashboard_id,related_metrics_count,related_metrics_text
dependency,gross_revenue_performance_or_programmatic,"['gross_revenue_amount', 'channel_type', 'is_programmatic_source']",This metric is a conditional selection of `gross_revenue_amount` based on whether the `channel_type` is 'PERFORMANCE' or if it's identified as a 'PROGRAMMATIC SOURCE'.,IF channel_type = 'PERFORMANCE' THEN gross_revenue_amount ELSE (IF is_programmatic_source THEN gross_revenue_amount ELSE NULL),Ensures that only relevant revenue streams are included for programmatic and performance reporting.,"SELECT SUM(CASE WHEN channel_type = 'PERFORMANCE' THEN gross_revenue_amount ELSE (CASE WHEN is_programmatic_source THEN gross_revenue_amount ELSE NULL END) END) FROM base_data WHERE reporting_date >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",strong,high,34,5491badf-5ec0-4b4f-a427-b12a3a3395dd,3,"gross_revenue_amount, channel_type, is_programmatic_source"
dependency,gross_revenue_tubi_performance_or_programmatic,"['gross_revenue_amount', 'channel_type', 'is_programmatic_source']",This metric is a conditional selection of `gross_revenue_amount` based on whether the `channel_type` is 'TUBI' or 'PERFORMANCE' or if it's identified as a 'PROGRAMMATIC SOURCE'.,"IF channel_type IN ('TUBI', 'PERFORMANCE') THEN gross_revenue_amount ELSE (IF is_programmatic_source THEN gross_revenue_amount ELSE NULL)","Ensures that revenue from Tubi, Performance, and Programmatic sources are grouped for specific reporting needs.","SELECT SUM(CASE WHEN channel_type IN ('TUBI', 'PERFORMANCE') THEN gross_revenue_amount ELSE (CASE WHEN is_programmatic_source THEN gross_revenue_amount ELSE NULL END) END) FROM base_data WHERE reporting_date >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",strong,high,34,5491badf-5ec0-4b4f-a427-b12a3a3395dd,3,"gross_revenue_amount, channel_type, is_programmatic_source"
filter_impact,current_fy_tubi_performance_programmatic_revenue_before_hardcoded_date,['current_fy_tubi_performance_programmatic_revenue'],"This metric is a subset of `current_fy_tubi_performance_programmatic_revenue`, further filtered by a hardcoded date (`reporting_date < '2025-06-18'`). This suggests a specific reporting cut-off or a comparison against a fixed target date.",SUM(gross_revenue_tubi_performance_or_programmatic) WHERE relative_fy_year_offset = 0 AND reporting_date < '2025-06-18',Highlights the importance of the hardcoded date for specific period analysis. This relationship should be dynamic (parameterized date) for future use.,SELECT SUM(current_fy_tubi_performance_programmatic_revenue_before_hardcoded_date) <= SUM(current_fy_tubi_performance_programmatic_revenue) FROM primary_analysis_sql_output,strong,high,34,5491badf-5ec0-4b4f-a427-b12a3a3395dd,1,current_fy_tubi_performance_programmatic_revenue
hierarchical,total_gross_revenue,"['current_fy_total_revenue', 'prev_fy_total_revenue', 'current_fy_tubi_revenue', 'current_fy_performance_revenue', 'current_fy_pmp_revenue', 'current_fy_pg_revenue', 'current_fy_omp_revenue']","Total Gross Revenue is the highest-level aggregation. Other revenue metrics represent subsets or specific segments (e.g., current/previous FY, specific channels) of this total.",total_gross_revenue = SUM(all segments),"Ensures that segmented revenue figures roll up correctly to the overall total, providing a consistent view of financial performance.",SELECT SUM(total_gross_revenue) FROM primary_analysis_sql_output,strong,high,34,5491badf-5ec0-4b4f-a427-b12a3a3395dd,7,"current_fy_total_revenue, prev_fy_total_revenue, current_fy_tubi_revenue, current_fy_performance_revenue, current_fy_pmp_revenue, current_fy_pg_revenue, current_fy_omp_revenue"
mathematical_relationship,current_fy_gross_revenue_k,['current_fy_gross_revenue_raw'],Current FY Gross Revenue ('000) is derived by dividing Current FY Gross Revenue (Raw) by 1000 for display purposes.,current_fy_gross_revenue_k = current_fy_gross_revenue_raw / 1000,Ensures large revenue figures are presented in a more readable format for high-level analysis.,SELECT SUM(current_fy_gross_revenue_k * 1000) - SUM(current_fy_gross_revenue_raw) AS difference FROM your_unified_data_source WHERE financial_year = (SELECT MAX(financial_year) FROM your_unified_data_source WHERE relative_fy_year_offset = 0),strong,medium,35,52c11c9c-052a-4e45-9cda-8fecd87d7964,1,current_fy_gross_revenue_raw
mathematical_relationship,previous_fy_gross_revenue_k,['previous_fy_gross_revenue_raw'],Previous FY Gross Revenue ('000) is derived by dividing Previous FY Gross Revenue (Raw) by 1000 for display purposes.,previous_fy_gross_revenue_k = previous_fy_gross_revenue_raw / 1000,Ensures large revenue figures are presented in a more readable format for year-over-year comparisons.,SELECT SUM(previous_fy_gross_revenue_k * 1000) - SUM(previous_fy_gross_revenue_raw) AS difference FROM your_unified_data_source WHERE financial_year = (SELECT MAX(financial_year) FROM your_unified_data_source WHERE relative_fy_year_offset = 1),strong,medium,35,52c11c9c-052a-4e45-9cda-8fecd87d7964,1,previous_fy_gross_revenue_raw
filter_impact,current_fy_gross_revenue_raw,['gross_revenue_amount_base'],"Current FY Gross Revenue (Raw) is a subset of the base gross revenue, specifically filtered for the current financial year.",SUM(current_fy_gross_revenue_raw) = SUM(gross_revenue_amount_base WHERE relative_fy_year_offset = 0),Ensures that current period performance is accurately isolated for analysis.,"SELECT SUM(CASE WHEN relative_fy_year_offset = 0 THEN gross_revenue_amount ELSE 0 END) AS current_fy_sum, SUM(gross_revenue_amount) AS total_sum FROM `ncau-data-newsquery-prd.asl_advertising.adsales_revenue_performance_daily` WHERE relative_fy_year_offset = 0",strong,high,35,52c11c9c-052a-4e45-9cda-8fecd87d7964,1,gross_revenue_amount_base
filter_impact,previous_fy_gross_revenue_raw,['gross_revenue_amount_base'],"Previous FY Gross Revenue (Raw) is a subset of the base gross revenue, specifically filtered for the previous financial year.",SUM(previous_fy_gross_revenue_raw) = SUM(gross_revenue_amount_base WHERE relative_fy_year_offset = 1),Ensures that prior period performance is accurately isolated for historical comparison.,"SELECT SUM(CASE WHEN relative_fy_year_offset = 1 THEN gross_revenue_amount ELSE 0 END) AS previous_fy_sum, SUM(gross_revenue_amount) AS total_sum FROM `ncau-data-newsquery-prd.asl_advertising.adsales_revenue_performance_daily` WHERE relative_fy_year_offset = 1",strong,high,35,52c11c9c-052a-4e45-9cda-8fecd87d7964,1,gross_revenue_amount_base
conditional_logic,conditional_gross_revenue_k,"['gross_revenue_amount_base', 'unified_publication_name', 'advertiser_parent', 'booking_line_created_date', 'relative_fy_year_offset']","This metric applies complex conditional logic to the base gross revenue, filtering by current FY, specific publication names, or a combination of advertiser parent ('DOUBLECLICK') and a specific date condition.","conditional_gross_revenue_k = SUM(gross_revenue_amount_base WHERE (relative_fy_year_offset = 0 AND unified_publication_name IN ('OUTSTREAM', 'XTEND', 'EDMEDIA', 'ECOMMERCE')) OR (relative_fy_year_offset = 0 AND SAFE_CAST(booking_line_created_date AS DATETIME) <= DATETIME_ADD(CURRENT_DATE('Australia/Sydney'), INTERVAL -365 DAY) AND advertiser_parent = 'DOUBLECLICK')) / 1000","Identifies a specific segment of revenue that requires detailed tracking, potentially for programmatic or specific digital channels.","SELECT SUM(conditional_gross_revenue_k * 1000) AS calculated_conditional_revenue, SUM(CASE WHEN (relative_fy_year_offset = 0 AND UPPER(unified_publication_name) IN ('OUTSTREAM', 'XTEND', 'EDMEDIA', 'ECOMMERCE')) OR (relative_fy_year_offset = 0 AND SAFE_CAST(booking_line_created_date AS DATETIME) <= DATETIME_ADD(CURRENT_DATE('Australia/Sydney'), INTERVAL -365 DAY) AND UPPER(advertiser_parent) = 'DOUBLECLICK') THEN gross_revenue_amount ELSE 0 END) AS direct_conditional_revenue FROM `ncau-data-newsquery-prd.asl_advertising.adsales_revenue_performance_daily` WHERE (relative_fy_year_offset IN (-1, 0, 1) OR relative_cal_year_offset IN (-1, 0)) AND UPPER(IFNULL(revenue_transaction_status_code, 'XXX')) IN ('BILLED', 'BOOKED') AND UPPER(IFNULL(style_name, 'XXX')) <> 'ROP COMPOSITE' AND UPPER(IFNULL(source_publishing_division_name, 'XXX')) <> 'MEDIUM RARE CONTENT AGENCY'",strong,high,35,52c11c9c-052a-4e45-9cda-8fecd87d7964,5,"gross_revenue_amount_base, unified_publication_name, advertiser_parent, booking_line_created_date, relative_fy_year_offset"
hierarchical,ad_type_grouping_dimension,"['adtype_l1', 'fin_adtype_name', 'revenue_group_subtype', 'revenue_type']","The 'Ad Type Grouping Dimension' is a derived, higher-level classification of ad types, built upon more granular ad type fields from the source data. It consolidates different classification logics found in the original queries.",N/A (categorical derivation),"Provides a consistent and simplified view of ad types for reporting, abstracting away complex underlying logic.","SELECT ad_type_grouping_dimension, COUNT(*) FROM (SELECT CASE WHEN ASL.fin_adtype_name = 'XTEND' THEN 'XTEND' WHEN ASL.sync_portfolio_parent_group_name = 'DIGITAL OTHER' AND ASL.revenue_group_subtype = 'DIGITAL' THEN 'PROGRAMMATIC - DIGITAL OTHER' WHEN ASL.revenue_group_subtype = 'PROGRAMMATIC SOURCE' AND SAFE.LEFT(UPPER(ASL.cost_model_type_code), 3) = 'GUA' THEN 'PROGRAMMATIC - GUARANTEED' WHEN ASL.revenue_group_subtype = 'PROGRAMMATIC SOURCE' AND SAFE.LEFT(UPPER(ASL.cost_model_type_code), 3) = 'NON' THEN 'PROGRAMMATIC - OPEN EXCHANGE' WHEN ASL.revenue_group_subtype = 'PROGRAMMATIC SOURCE' AND SAFE.LEFT(UPPER(ASL.cost_model_type_code), 3) = 'PMP' THEN 'PROGRAMMATIC - PMP' WHEN ASL.revenue_group_subtype = 'DIGITAL' THEN 'ADPT DIGITAL' WHEN SAFE.LEFT(ASL.revenue_group_subtype, 6) = 'SUNDRY' THEN 'SUNDRY' ELSE ASL.revenue_group_subtype END AS ad_type_grouping_dimension FROM `ncau-data-newsquery-prd.asl_advertising.adsales_revenue_performance_daily` AS ASL WHERE (ASL.relative_fy_year_offset IN (-1, 0, 1) OR ASL.relative_cal_year_offset IN (-1, 0)) AND UPPER(IFNULL(ASL.revenue_transaction_status_code, 'XXX')) IN ('BILLED', 'BOOKED')) GROUP BY ad_type_grouping_dimension",strong,medium,35,52c11c9c-052a-4e45-9cda-8fecd87d7964,4,"adtype_l1, fin_adtype_name, revenue_group_subtype, revenue_type"
mathematical_relationship,closing_base,"['opening_base', 'add_volume', 'red_volume', 'transfer_in', 'transfer_out']","The closing base is typically calculated from the opening base, adjusted by additions, reductions, and transfers.",closing_base = opening_base + add_volume - red_volume + transfer_in - transfer_out,This formula represents the fundamental flow of subscriptions and is critical for base reconciliation and forecasting.,"SELECT
  fiscal_week_id,
  gl_publication_code,
  category_name,
  SUM(opening_base) + SUM(add_volume) - SUM(red_volume) + SUM(transfer_in) - SUM(transfer_out) AS calculated_closing_base,
  SUM(closing_base) AS actual_closing_base,
  ABS(SUM(closing_base) - (SUM(opening_base) + SUM(add_volume) - SUM(red_volume) + SUM(transfer_in) - SUM(transfer_out))) AS difference
FROM `ncau-data-newsquery-prd.sbx_fda_corefin.dv_tm1_pbf_subscriptions`
WHERE SAFE_CAST(fiscal_week_id AS INT64) = (SELECT MAX(SAFE_CAST(fiscal_week_id AS INT64)) FROM `ncau-data-newsquery-prd.sbx_fda_corefin.dv_tm1_pbf_subscriptions`)
GROUP BY fiscal_week_id, gl_publication_code, category_name
HAVING ABS(SUM(closing_base) - (SUM(opening_base) + SUM(add_volume) - SUM(red_volume) + SUM(transfer_in) - SUM(transfer_out))) > 0.01 -- Check for small discrepancies
LIMIT 10;",strong,high,36,23c8b213-a9f0-4158-b8fa-bff14425abb5,5,"opening_base, add_volume, red_volume, transfer_in, transfer_out"
filter_impact,fiscal_week_id,"['add_volume', 'earned_amount', 'closing_base', 'opening_base', 'red_volume', 'transfer_in', 'transfer_out']","The 'fiscal_week_id' acts as a primary filter, constraining all subscription-related metrics to a specific reporting period.",N/A,"Ensures that all reported subscription metrics are consistent for the selected fiscal week, crucial for period-over-period analysis.","SELECT
  'Filter Impact Check' as test_type,
  COUNT(*) as records_for_hardcoded_week,
  SUM(SAFE_CAST(earned_amount AS NUMERIC)) as earned_amount_for_hardcoded_week
FROM `ncau-data-newsquery-prd.sbx_fda_corefin.dv_tm1_pbf_subscriptions`
WHERE SAFE_CAST(fiscal_week_id AS INT64) = 202535
LIMIT 1;",strong,high,36,23c8b213-a9f0-4158-b8fa-bff14425abb5,7,"add_volume, earned_amount, closing_base, opening_base, red_volume, transfer_in, transfer_out"
mathematical_relationship,net_circulation_revenue,"['home_del_charge', 'returns_credit_amount', 'rev_adjust']","Net circulation revenue is derived from home delivery charges, adjusted by returns credits and other revenue adjustments.",net_circulation_revenue = home_del_charge - returns_credit_amount + rev_adjust,This calculation provides the true revenue from circulation after accounting for all deductions and adjustments.,"SELECT
  channel,
  state,
  SUM(SAFE_CAST(home_del_charge AS NUMERIC)) - SUM(SAFE_CAST(returns_credit_amount AS NUMERIC)) + SUM(SAFE_CAST(rev_adjust AS NUMERIC)) AS calculated_net_rev,
  SUM(SAFE_CAST(home_del_charge AS NUMERIC)) AS total_home_del_charge
FROM `ncau-data-newsquery-prd.sbx_fda_corefin.dv_tm1_pbf_circulation_actuals`
GROUP BY channel, state
LIMIT 10;",strong,high,36,23c8b213-a9f0-4158-b8fa-bff14425abb5,3,"home_del_charge, returns_credit_amount, rev_adjust"
mathematical_relationship,total_gross_revenue_amount,"['total_gross_revenue_ex_adj_amount', 'total_adjustment_amount']","Gross Revenue Amount is likely related to Gross Revenue Excl. Adjustment Amount and Adjustment Amount. It's common for Gross Revenue to be (Gross Revenue Excl. Adjustment) + Adjustment, or similar.",total_gross_revenue_amount = total_gross_revenue_ex_adj_amount + total_adjustment_amount (Hypothesized),This relationship defines how adjustments impact the overall gross revenue. Validating this ensures the financial calculations are consistent.,"SELECT
  SUM(SAFE_CAST(gross_revenue_amount AS NUMERIC)) AS total_gross_revenue,
  SUM(SAFE_CAST(gross_revenue_ex_adj_amount AS NUMERIC)) AS total_gross_revenue_ex_adj,
  SUM(SAFE_CAST(adjustment_amount AS NUMERIC)) AS total_adjustment,
  CASE
    WHEN SUM(SAFE_CAST(gross_revenue_amount AS NUMERIC)) = SUM(SAFE_CAST(gross_revenue_ex_adj_amount AS NUMERIC)) + SUM(SAFE_CAST(adjustment_amount AS NUMERIC))
    THEN 'PASS'
    ELSE 'FAIL'
  END AS validation_status
FROM `ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client`
WHERE
  revenue_transaction_status IN ('Booked', 'Billed')
  AND financial_year = '2025'
LIMIT 1;",strong,high,37,a17622e2-ad43-49cc-b3c5-19c95036fd14,2,"total_gross_revenue_ex_adj_amount, total_adjustment_amount"
filter_impact,total_rebate_3_amount,"['total_gross_revenue_ex_adj_amount', 'total_gross_revenue_amount']","The filter `rebate_3_amount != 0.000000` directly impacts the data included for all metrics in queries where it's applied, not just the rebate amount itself.",N/A,Understanding that filtering on a specific metric (rebate amount) can affect the totals of other metrics (gross revenue) is crucial for accurate interpretation of the dashboard.,"SELECT
  SUM(CASE WHEN rebate_3_amount != 0.000000 THEN SAFE_CAST(gross_revenue_amount AS NUMERIC) ELSE 0 END) AS gross_revenue_with_rebate_filter,
  SUM(SAFE_CAST(gross_revenue_amount AS NUMERIC)) AS total_gross_revenue_without_rebate_filter
FROM `ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client`
WHERE
  revenue_transaction_status IN ('Booked', 'Billed')
  AND financial_year = '2025'
LIMIT 1;",strong,medium,37,a17622e2-ad43-49cc-b3c5-19c95036fd14,2,"total_gross_revenue_ex_adj_amount, total_gross_revenue_amount"
dependency,fiscal_year_2025_product_revenue_sum,"['product_revenue_sum', 'fiscal_year']",This metric is a specific slice of 'Product Revenue Sum' filtered for the hardcoded Fiscal Year 2025.,SUM(Product_Revenue) WHERE Fiscal_Year = 2025,Ensures that the 2025 revenue target/forecast is correctly isolated from the overall product revenue.,SELECT SUM(SAFE_CAST(Product_Revenue AS NUMERIC)) FROM `ncau-data-newsquery-prd.sbx_fda_corefin.dv_pacman_running_expense` WHERE SAFE_CAST(Fiscal_Year AS INT64) = 2025;,strong,high,38,6de90f2a-b3f3-46fe-a4fe-13474b2d6618,2,"product_revenue_sum, fiscal_year"
hierarchical,dynamic_product_category,"['product_l3', 'product_l4', 'product_l1', 'product_l2', 'product_name', 'category']","The 'Dynamic Product Category' dimension allows users to switch between different levels of product hierarchy (L1, L2, L3, L4, Product Name, or a general Category) for analysis.",CASE WHEN parameter = 'Product_L3' THEN Product_L3 ... END,Provides flexible reporting on product performance at various aggregation levels.,SELECT DISTINCT SAFE_CAST(Product_L3 AS STRING) FROM `ncau-data-newsquery-prd.sbx_fda_corefin.dv_exclude_product_l3_and_l4` LIMIT 10;,strong,high,38,6de90f2a-b3f3-46fe-a4fe-13474b2d6618,6,"product_l3, product_l4, product_l1, product_l2, product_name, category"
comparison,product_revenue_sum,['product_revenue_merged_one_row_sum'],"These two metrics represent product revenue, but 'Merged One Row' suggests a specific aggregation or de-duplication logic applied upstream. Comparing them can reveal the impact of this merging process.",N/A (comparison),Understanding the difference between raw and merged revenue is crucial for data accuracy and consistency in reporting.,"SELECT SUM(SAFE_CAST(Product_Revenue AS NUMERIC)) AS raw_revenue, SUM(SAFE_CAST(Product_Revenue_Merged_OneRow AS NUMERIC)) AS merged_revenue FROM `ncau-data-newsquery-prd.sbx_fda_corefin.dv_exclude_product_l3_and_l4` WHERE SAFE_CAST(Fiscal_Year AS INT64) = EXTRACT(YEAR FROM CURRENT_DATE()) - 1;",medium,medium,38,6de90f2a-b3f3-46fe-a4fe-13474b2d6618,1,product_revenue_merged_one_row_sum
dependency,total_actual_amount,['actual_amount'],Total Actual Amount is the sum of individual Actual Amounts.,SUM(Actual_Amount),Ensures that the aggregated actuals accurately reflect the sum of underlying transactions.,SELECT SUM(SAFE_CAST(Actual_Amount AS NUMERIC)) FROM `ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated` WHERE SAFE_CAST(fiscal_week_id AS INT64) = (SELECT MAX(SAFE_CAST(fiscal_week_id AS INT64)) FROM `ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated` LIMIT 1);,strong,high,39,d7412673-0af1-4efe-8374-ca475b001fb6,1,actual_amount
filter_impact,total_actual_amount,"['fy_year', 'source_system_name']",Total Actual Amount is calculated after filtering by period control and grouped by Fiscal Year and Source System Name.,"SUM(Actual_Amount) GROUP BY fy_year, source_system_name",Ensures that financial totals are presented within the correct fiscal periods and organizational segments.,"SELECT COUNT(DISTINCT SAFE_CAST(calendar.fy_year AS INT64)), COUNT(DISTINCT os.source_system_name) FROM `ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated` AS os JOIN `ncau-data-newsquery-prd.asl_finance.v_asl_DIM_calendar` AS calendar ON SAFE_CAST(os.fiscal_week_id AS INT64) = SAFE_CAST(calendar.fy_year_week_number AS INT64) JOIN `ncau-data-newsquery-prd.asl_finance.v_asl_DIM_period_control` AS control ON SAFE_CAST(control.source_week_number AS INT64) = SAFE_CAST(calendar.fy_year_week_number AS INT64) WHERE control.period_name IN ('CP', 'PY') LIMIT 1;",strong,high,39,d7412673-0af1-4efe-8374-ca475b001fb6,2,"fy_year, source_system_name"
comparison,actual_amount,"['budget_amount', 'forecast_amount', 'last_year_actual_amount']","Actual Amount is frequently compared against Budget, Forecast, and Last Year's Actuals to assess performance.","Actual vs. Budget (Actual - Budget), Actual vs. Forecast (Actual - Forecast), YoY Growth ((Actual - Last_Year_Actual) / Last_Year_Actual)","These comparisons are fundamental for financial performance analysis, variance reporting, and strategic planning.",SELECT SAFE_CAST(Actual_Amount AS NUMERIC) - SAFE_CAST(Budget_Amount AS NUMERIC) AS actual_vs_budget_variance FROM `ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated` WHERE Actual_Amount IS NOT NULL AND Budget_Amount IS NOT NULL LIMIT 10;,strong,high,39,d7412673-0af1-4efe-8374-ca475b001fb6,3,"budget_amount, forecast_amount, last_year_actual_amount"
mathematical_relationship,total_revenue_v,"['revenue_3rd_party_v', 'revenue_campus_v', 'revenue_consumer_v', 'revenue_corp_v', 'revenue_other_v']",Total Revenue (Current Period) is the sum of various revenue streams for the current period.,Total_Revenue_V = Revenue_3rd_Party_V + Revenue_Campus_V + Revenue_Consumer_V + Revenue_Corp_V + Revenue_Other_V,Ensures all revenue sources are accounted for in the overall total.,SELECT SUM(Total_Revenue_V) - SUM(Revenue_3rd_Party_V + Revenue_Campus_V + Revenue_Consumer_V + Revenue_Corp_V + Revenue_Other_V) AS revenue_variance FROM `ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard` WHERE fy_year = 2025 AND fy_week_of_year = (SELECT MAX(fy_week_of_year) FROM `ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard` WHERE fy_year = 2025),strong,high,40,57d87efe-c112-4d42-be1b-045f0c8ca73e,5,"revenue_3rd_party_v, revenue_campus_v, revenue_consumer_v, revenue_corp_v, revenue_other_v"
mathematical_relationship,total_revenue,"['revenue_3rd_party', 'revenue_campus', 'revenue_consumer', 'revenue_corp', 'revenue_other']",Total Revenue (Base) is the sum of various revenue streams.,Total_Revenue = Revenue_3rd_Party + Revenue_Campus + Revenue_Consumer + Revenue_Corp + Revenue_Other,Ensures all revenue sources are accounted for in the overall total.,SELECT SUM(Total_Revenue) - SUM(Revenue_3rd_Party + Revenue_Campus + Revenue_Consumer + Revenue_Corp + Revenue_Other) AS revenue_variance FROM `ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard` WHERE fy_year = 2025 AND fy_week_of_year = (SELECT MAX(fy_week_of_year) FROM `ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard` WHERE fy_year = 2025),strong,high,40,57d87efe-c112-4d42-be1b-045f0c8ca73e,5,"revenue_3rd_party, revenue_campus, revenue_consumer, revenue_corp, revenue_other"
mathematical_relationship,total_revenue_6w,"['revenue_3rd_party_6w', 'revenue_campus_6w', 'revenue_consumer_6w', 'revenue_corp_6w', 'revenue_other_6w']",Total Revenue (6-Week Rolling) is the sum of various revenue streams over the 6-week period.,Total_Revenue_6W = Revenue_3rd_Party_6W + Revenue_Campus_6W + Revenue_Consumer_6W + Revenue_Corp_6W + Revenue_Other_6W,Ensures all revenue sources are accounted for in the overall 6-week total.,SELECT SUM(Total_Revenue_6W) - SUM(Revenue_3rd_Party_6W + Revenue_Campus_6W + Revenue_Consumer_6W + Revenue_Corp_6W + Revenue_Other_6W) AS revenue_variance FROM `ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard` WHERE fy_year = 2025 AND fy_week_of_year BETWEEN (SELECT MAX(fy_week_of_year) FROM `ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard` WHERE fy_year = 2025) - 5 AND (SELECT MAX(fy_week_of_year) FROM `ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard` WHERE fy_year = 2025),strong,high,40,57d87efe-c112-4d42-be1b-045f0c8ca73e,5,"revenue_3rd_party_6w, revenue_campus_6w, revenue_consumer_6w, revenue_corp_6w, revenue_other_6w"
dependency,net_growth_incl_3rd_party_v,"['net_growth_consumer_v', 'net_growth_3rd_party_v']",Net Growth (incl. 3rd Party) is expected to be the sum of Net Growth Consumer and Net Growth 3rd Party.,Net_Growth_incl_3rd_Party_V = Net_Growth_Consumer_V + Net_Growth_3rd_Party_V,Confirms the overall growth metric correctly aggregates its components.,SELECT SUM(Net_Growth_incl_3rd_Party_V) - SUM(Net_Growth_Consumer_V + Net_Growth_3rd_Party_V) AS growth_variance FROM `ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard` WHERE fy_year = 2025 AND fy_week_of_year = (SELECT MAX(fy_week_of_year) FROM `ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard` WHERE fy_year = 2025),strong,high,40,57d87efe-c112-4d42-be1b-045f0c8ca73e,2,"net_growth_consumer_v, net_growth_3rd_party_v"
dependency,net_growth_incl_3rd_party,"['net_growth_consumer', 'net_growth_3rd_party']",Net Growth (incl. 3rd Party) is expected to be the sum of Net Growth Consumer and Net Growth 3rd Party (base metrics).,Net_Growth_incl_3rd_Party = Net_Growth_Consumer + Net_Growth_3rd_Party,Confirms the overall growth metric correctly aggregates its components.,SELECT SUM(Net_Growth_incl_3rd_Party) - SUM(Net_Growth_Consumer + Net_Growth_3rd_Party) AS growth_variance FROM `ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard` WHERE fy_year = 2025 AND fy_week_of_year = (SELECT MAX(fy_week_of_year) FROM `ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard` WHERE fy_year = 2025),strong,high,40,57d87efe-c112-4d42-be1b-045f0c8ca73e,2,"net_growth_consumer, net_growth_3rd_party"
dependency,net_growth_incl_3rd_party_6w,"['net_growth_consumer_6w', 'net_growth_3rd_party_6w']",Net Growth (incl. 3rd Party) (6-Week Rolling) is expected to be the sum of Net Growth Consumer and Net Growth 3rd Party over the 6-week period.,Net_Growth_incl_3rd_party_6W = Net_Growth_Consumer_6W + Net_Growth_3rd_Party_6W,Confirms the overall 6-week growth metric correctly aggregates its components.,SELECT SUM(Net_Growth_incl_3rd_party_6W) - SUM(Net_Growth_Consumer_6W + Net_Growth_3rd_Party_6W) AS growth_variance FROM `ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard` WHERE fy_year = 2025 AND fy_week_of_year BETWEEN (SELECT MAX(fy_week_of_year) FROM `ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard` WHERE fy_year = 2025) - 5 AND (SELECT MAX(fy_week_of_year) FROM `ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard` WHERE fy_year = 2025),strong,high,40,57d87efe-c112-4d42-be1b-045f0c8ca73e,2,"net_growth_consumer_6w, net_growth_3rd_party_6w"
hierarchical,masthead,"['masthead_name', 'masthead_group_states_community', 'masthead_group_metro_regionals']","Masthead codes are grouped into human-readable names and broader categories (States/Community, Metro/Regionals).",N/A,Ensures consistent and accurate categorization of mastheads for reporting.,"SELECT masthead, masthead_name, masthead_group_states_community, masthead_group_metro_regionals FROM (
    SELECT
      t0.masthead,
      CASE WHEN t0.masthead = 'TA' THEN 'The Australian' ELSE NULL END AS masthead_name,
      CASE WHEN t0.masthead IN ('CM', 'DT', 'HS', 'AA') THEN 'Metro' ELSE NULL END AS masthead_group_metro_regionals,
      CASE WHEN t0.masthead IN ('CM', 'DT', 'HS', 'AA', 'CP', 'GA', 'GC', 'NT', 'TM', 'TB', 'TC', 'WT') THEN 'States and Community' ELSE NULL END AS masthead_group_states_community
    FROM `ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard` AS t0
) GROUP BY 1,2,3,4 LIMIT 100",strong,medium,40,57d87efe-c112-4d42-be1b-045f0c8ca73e,3,"masthead_name, masthead_group_states_community, masthead_group_metro_regionals"
filter_impact,fy_year,['fy_week_of_year'],"Metrics are filtered by specific fiscal year and week combinations, often hardcoded to a 'current' fiscal year (2025) and a calculated week based on a fixed date.",N/A,"Ensures the dashboard displays data for the intended reporting period, but hardcoding limits flexibility.","SELECT fy_year, fy_week_of_year, SUM(Total_Revenue) FROM `ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard` WHERE fy_year = 2025 AND fy_week_of_year = (SELECT DATETIME_DIFF(SAFE_CAST(DATE('2025-03-30') AS DATETIME), SAFE_CAST(DATE('2024-07-03') AS DATETIME), WEEK) - 1) GROUP BY 1,2",strong,high,40,57d87efe-c112-4d42-be1b-045f0c8ca73e,1,fy_week_of_year
