metric_id,metric_name,business_description,gcp_project,dataset,table,metric_sql_core,governance_issue,dashboard_id
sum_c_score_target_t0_qt_73ldtxh0lc,t0_qt_73ldtxh0lc,"The sum of the C-Score Target, likely representing a performance or content scoring metric for publications.",ncau-data-newsquery-prd,cdm_reference_data,cscore_targets,SUM(c_score_target),hardcoded_logic,e2102eb1-8bdb-4df7-b3ea-e72481f1bb55
SUM_day_target_website_Code_Sports_20250702,Sum of Daily Website Target for Code Sports (2025-07-02),Calculates the sum of 'day_target_website' for 'Code Sports' on 2025-07-02 from the 'subscription_targets' table.,ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,"SUM(t0.day_target_website) WHERE PARSE_DATE('%Y%m%d', SAFE_CAST(t0.targetdate AS STRING)) = DATE '2025-07-02' AND t0.website = 'Code Sports'",hardcoded_logic,5645b0e9-2850-4984-b808-b90bcb74ed92
SUM_day_target_website_Code_Sports_20250616,Sum of Daily Website Target for Code Sports (2025-06-16),Calculates the sum of 'day_target_website' for 'Code Sports' on 2025-06-16 from the 'subscription_targets' table.,ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,"SUM(t0.day_target_website) WHERE PARSE_DATE('%Y%m%d', SAFE_CAST(t0.targetdate AS STRING)) = DATE '2025-06-16' AND t0.website = 'Code Sports'",hardcoded_logic,5645b0e9-2850-4984-b808-b90bcb74ed92
SUM_day_target_website_Code_Sports_20250601,Sum of Daily Website Target for Code Sports (2025-06-01),Calculates the sum of 'day_target_website' for 'Code Sports' on 2025-06-01 from the 'subscription_targets' table.,ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,"SUM(t0.day_target_website) WHERE PARSE_DATE('%Y%m%d', SAFE_CAST(t0.targetdate AS STRING)) = DATE '2025-06-01' AND t0.website = 'Code Sports'",hardcoded_logic,5645b0e9-2850-4984-b808-b90bcb74ed92
SUM_day_target_website_Code_Sports_20250621,Sum of Daily Website Target for Code Sports (2025-06-21),Calculates the sum of 'day_target_website' for 'Code Sports' on 2025-06-21 from the 'subscription_targets' table.,ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,"SUM(t0.day_target_website) WHERE PARSE_DATE('%Y%m%d', SAFE_CAST(t0.targetdate AS STRING)) = DATE '2025-06-21' AND t0.website = 'Code Sports'",hardcoded_logic,5645b0e9-2850-4984-b808-b90bcb74ed92
SUM_day_target_website_Code_Sports_20250908,Sum of Daily Website Target for Code Sports (2025-09-08),Calculates the sum of 'day_target_website' for 'Code Sports' on 2025-09-08 from the 'subscription_targets' table.,ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,"SUM(t0.day_target_website) WHERE PARSE_DATE('%Y%m%d', SAFE_CAST(t0.targetdate AS STRING)) = DATE '2025-09-08' AND t0.website = 'Code Sports'",hardcoded_logic,5645b0e9-2850-4984-b808-b90bcb74ed92
metric_001,Total Expense for Margin Level 1 or 2,Calculates the sum of 'Expense' where 'Margin_Level' is either '1' or '2'.,ncau-data-newsquery-prd,sbx_fda_corefin,dv_exclude_product_l3_and_l4,SUM(CASE WHEN (t0.Margin_Level = '1' OR t0.Margin_Level = '2') THEN t0.Expense ELSE 0 END),none,a2edd9c0-9f0c-45f4-b481-6ed9e4a3f11d
metric_002,"Total Expense for Margin Level 1, 2, 3 or 4","Calculates the sum of 'Expense' where 'Margin_Level' is '1', '2', '3', or '4'.",ncau-data-newsquery-prd,sbx_fda_corefin,dv_exclude_product_l3_and_l4,"SUM(CASE WHEN (t0.Margin_Level IN ('1', '2', '3', '4')) THEN t0.Expense ELSE 0 END)",none,a2edd9c0-9f0c-45f4-b481-6ed9e4a3f11d
metric_003,"Total Expense for Margin Level 1, 2, 3, 4, 5 or 6","Calculates the sum of 'Expense' where 'Margin_Level' is '1', '2', '3', '4', '5', or '6'.",ncau-data-newsquery-prd,sbx_fda_corefin,dv_exclude_product_l3_and_l4,"SUM(CASE WHEN (t0.Margin_Level IN ('1', '2', '3', '4', '5', '6')) THEN t0.Expense ELSE 0 END)",none,a2edd9c0-9f0c-45f4-b481-6ed9e4a3f11d
metric_004,Total Product Revenue,Calculates the sum of 'Product_Revenue'.,ncau-data-newsquery-prd,sbx_fda_corefin,dv_exclude_product_l3_and_l4,SUM(t0.Product_Revenue),none,a2edd9c0-9f0c-45f4-b481-6ed9e4a3f11d
metric_005,Total Expense for Margin Level 1,Calculates the sum of 'Expense' where 'Margin_Level' is '1'.,ncau-data-newsquery-prd,sbx_fda_corefin,dv_exclude_product_l3_and_l4,SUM(CASE WHEN (t0.Margin_Level = '1') THEN t0.Expense ELSE 0 END),none,a2edd9c0-9f0c-45f4-b481-6ed9e4a3f11d
metric_006,"Total Expense for Margin Level 1, 2 or 3","Calculates the sum of 'Expense' where 'Margin_Level' is '1', '2', or '3'.",ncau-data-newsquery-prd,sbx_fda_corefin,dv_exclude_product_l3_and_l4,"SUM(CASE WHEN (t0.Margin_Level IN ('1', '2', '3')) THEN t0.Expense ELSE 0 END)",none,a2edd9c0-9f0c-45f4-b481-6ed9e4a3f11d
metric_007,"Total Expense for Margin Level 1, 2, 3, 4 or 5","Calculates the sum of 'Expense' where 'Margin_Level' is '1', '2', '3', '4', or '5'.",ncau-data-newsquery-prd,sbx_fda_corefin,dv_exclude_product_l3_and_l4,"SUM(CASE WHEN (t0.Margin_Level IN ('1', '2', '3', '4', '5')) THEN t0.Expense ELSE 0 END)",none,a2edd9c0-9f0c-45f4-b481-6ed9e4a3f11d
sum_day_target_by_publication_group_chronicle,Sum of Day Target by Publication Group (Chronicle),"Aggregated daily target value for subscription targets, grouped by publication, specifically filtered for 'Chronicle' website.",ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(day_target_by_publication_group),hardcoded_logic,6ee6cea9-d444-437d-96c9-cf93a94aad6b
sum_day_target_website_chronicle,Sum of Day Target Website (Chronicle),"Aggregated daily target value for subscription targets, specifically filtered for 'Chronicle' website.",ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(day_target_website),hardcoded_logic,6ee6cea9-d444-437d-96c9-cf93a94aad6b
t0_qt_cxviq9ijhd,t0_qt_cxviq9ijhd,Count of distinct contact IDs from the plus_rewards table.,ncau-data-newsquery-prd,sdm_rewards,plus_rewards,COUNT(DISTINCT clmn0_),anti_pattern,52b2e0a6-fd53-4788-94da-101037302104
t0_qt_u50cxdhmgd,t0_qt_u50cxdhmgd,Count of distinct contact IDs from the plus_rewards table.,ncau-data-newsquery-prd,sdm_rewards,plus_rewards,COUNT(DISTINCT clmn0_),anti_pattern,52b2e0a6-fd53-4788-94da-101037302104
verity_user_test_row_count,Row Count - Verity User Test,"Total number of records in the 'verity2_user_test' reference data table, representing user activity or roles.",ncau-data-newsquery-prd,sdm_reference_data,verity2_user_test,COUNT(1),none,56624f8b-0974-4212-b3ef-46f11233c639
ga4_intraday_event_count,Event Count - GA4 Intraday,Total number of events recorded in the Google Analytics 4 (GA4) intraday events table. This metric is derived from queries that apply specific hardcoded date filters.,ncau-data-newsquery-prd,analytics_309894138,events_intraday_*,COUNT(1),hardcoded_logic,56624f8b-0974-4212-b3ef-46f11233c639
metric_1,subscriber_count,The total count of subscribers.,ncau-data-newsquery-prd,consumer_sandbox,puzzles_engagement_data,SUM(subscriber_count),none,c16a956e-a495-4678-bc4d-cb7009ab8899
metric_2,page_view_count,The total count of page views.,ncau-data-newsquery-prd,consumer_sandbox,puzzles_engagement_data,SUM(page_view_count),none,c16a956e-a495-4678-bc4d-cb7009ab8899
total_app_page_views,Total App Page Views,"Represents the total count of all records in the App Usage investigation table, indicating the overall volume of page views captured.",nau-data-nprod-dataservices,App_Usage,inflatedapp_pv_investigation_article_17a522392f7d1a7cd58fd91a8d5320e1,COUNT(1),none,404605d3-dac4-4af9-b43e-b7915ecd7125
page_views_by_dimensions_unfiltered,"Page Views by Page Name, Evar16, Evar9, and Date (Unfiltered)","Counts page views grouped by 'pagename', 'post_evar16', 'post_evar9', and the date of the event. This provides a comprehensive breakdown of all page views across these key dimensions without specific content filtering.",nau-data-nprod-dataservices,App_Usage,inflatedapp_pv_investigation_article_17a522392f7d1a7cd58fd91a8d5320e1,COUNT(1),none,404605d3-dac4-4af9-b43e-b7915ecd7125
page_views_excluding_internal_pages_list_1,Page Views Excluding Specific Internal/Non-Content Pages (List 1),"Counts page views where the 'pagename' is explicitly NOT in a specific hardcoded list of values. This list likely contains internal application pages, administrative sections, or known non-content pages that should be excluded from general page view analysis. Grouped by 'pagename', 'post_evar16', and date.",nau-data-nprod-dataservices,App_Usage,inflatedapp_pv_investigation_article_17a522392f7d1a7cd58fd91a8d5320e1,COUNT(1),hardcoded_logic,404605d3-dac4-4af9-b43e-b7915ecd7125
page_views_excluding_internal_pages_list_2,Page Views Excluding Specific Internal/Non-Content Pages (List 2),"Counts page views where the 'pagename' is explicitly NOT in a second, distinct, and more extensive hardcoded list of values. Similar to List 1, this filters out specific internal or non-content pages, potentially for a different analysis context or an updated set of exclusions. Grouped by 'pagename', 'post_evar16', and date.",nau-data-nprod-dataservices,App_Usage,inflatedapp_pv_investigation_article_17a522392f7d1a7cd58fd91a8d5320e1,COUNT(1),hardcoded_logic,404605d3-dac4-4af9-b43e-b7915ecd7125
story_content_page_views,Story Content Page Views,"Counts page views specifically identified as 'story' content, based on the presence of the substring 'story' within the 'post_evar9' field. This metric helps analyze engagement with narrative or article-type content. Grouped by various post-event dimensions and date.",nau-data-nprod-dataservices,App_Usage,inflatedapp_pv_investigation_article_17a522392f7d1a7cd58fd91a8d5320e1,COUNT(1),none,404605d3-dac4-4af9-b43e-b7915ecd7125
comment_related_page_views,Comment-Related Page Views,"Counts page views where the 'post_prop9' field contains 'comments' and the 'post_page_event' field is exactly '0.000000'. This metric isolates page views related to user comments or comment sections, potentially indicating specific user interactions. Grouped by 'post_pagename'.",nau-data-nprod-dataservices,App_Usage,inflatedapp_pv_investigation_article_17a522392f7d1a7cd58fd91a8d5320e1,COUNT(1),none,404605d3-dac4-4af9-b43e-b7915ecd7125
metric_1,"Max Jira Age (BI, NQOPS, July 2024)","The maximum age (in days) of a Jira ticket for the BI team members within the 'NQOPS' project, specifically for the month of July 2024. This metric helps identify the longest-standing tickets.",ncau-data-newsquery-prd,prstn_jira,jira_integrated_dashboard,MAX(new_jira_age),hardcoded_logic,744cc917-29e9-4af7-b811-3043e3ced208
metric_2,"Total Unique Jira Tickets (BI, NQOPS, July 2024)","The total count of unique Jira tickets associated with the BI team members within the 'NQOPS' project, specifically for the month of July 2024. This represents the overall volume of work or activity.",ncau-data-newsquery-prd,prstn_jira,jira_integrated_dashboard,COUNT(DISTINCT jira_key),hardcoded_logic,744cc917-29e9-4af7-b811-3043e3ced208
metric_3,"Done Jira Tickets (BI, NQOPS, July 2024)","The total count of unique Jira tickets that have a 'Done' status, associated with the BI team members within the 'NQOPS' project, specifically for the month of July 2024. This metric indicates completed work within the specified period.",ncau-data-newsquery-prd,prstn_jira,jira_integrated_dashboard,COUNT(DISTINCT jira_key),hardcoded_logic,744cc917-29e9-4af7-b811-3043e3ced208
metric_4,"Unique Jira Tickets by Assignee (BI, NQOPS, July 2024)","The count of unique Jira tickets assigned to each individual BI team member within the 'NQOPS' project, specifically for the month of July 2024. This metric is typically used to analyze individual workload distribution or contribution.",ncau-data-newsquery-prd,prstn_jira,jira_integrated_dashboard,COUNT(DISTINCT jira_key),hardcoded_logic,744cc917-29e9-4af7-b811-3043e3ced208
metric_001_total_jobs,Total Jobs,"The count of individual BigQuery jobs executed, typically representing the number of distinct job executions.",ncau-data-newsquery-prd,region-US.INFORMATION_SCHEMA,JOBS_BY_PROJECT,count(job_id),none,1479f9e9-5993-4969-a5b4-e74112f9134a
metric_002_sum_of_total_jobs,Sum of Total Jobs,"The sum of 'total_jobs' (where 'total_jobs' is an alias for 'count(job_id)' from a subquery), aggregated over a specific dimension. This represents the total count of jobs across multiple groups or periods after an initial count per group.",ncau-data-newsquery-prd,region-US.INFORMATION_SCHEMA,JOBS_BY_PROJECT,SUM(count(job_id)),none,1479f9e9-5993-4969-a5b4-e74112f9134a
metric_003_count_usage_hour_entries,Count of Usage Hour Entries,"The number of distinct user_email and creation_time combinations observed for each usage_hour. This metric effectively counts the number of unique 'job activity instances' or 'records' per hour, after an initial grouping by user, creation time, and usage hour.",ncau-data-newsquery-prd,region-US.INFORMATION_SCHEMA,JOBS_BY_PROJECT,COUNT(1),none,1479f9e9-5993-4969-a5b4-e74112f9134a
metric_1,Daily Website Target,Aggregated daily website target for specific publication groups ('National Sports Newsroom' or 'Code') within a hardcoded date range (2025-06-23 to 2025-06-29).,ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(day_target_website),hardcoded_logic,63911575-4b9d-45c4-830c-8726e98adb93
metric_2,C-Score Target,Aggregated C-Score target for a specific hardcoded date range (2025-06-23 to 2025-06-29).,ncau-data-newsquery-prd,cdm_reference_data,cscore_targets,SUM(c_score_target),hardcoded_logic,63911575-4b9d-45c4-830c-8726e98adb93
metric_3,C-Score Target,Aggregated C-Score target for a different specific hardcoded date range (2023-07-03 to 2025-07-06).,ncau-data-newsquery-prd,cdm_reference_data,cscore_targets,SUM(c_score_target),hardcoded_logic,63911575-4b9d-45c4-830c-8726e98adb93
sum_day_target_by_publication_group,Sum of Day Target by Publication Group,"Calculates the total daily subscription target for a specific publication group, typically 'The Australian Business Network', over a defined period. This metric is used to track performance against daily targets.",ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(t0.day_target_by_publication_group),hardcoded_logic,f8b92c6c-021f-47fc-b373-ad37503303c9
record_count_subscription_targets,Record Count,Counts the total number of records from the `subscription_targets` table that match the applied date and publication group filters. This metric indicates the volume of data points considered for analysis.,ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,COUNT(1),hardcoded_logic,f8b92c6c-021f-47fc-b373-ad37503303c9
total_click,total_click,The total number of clicks recorded for newsletters.,ncau-data-newsquery-prd,prstn_consumer,newsletter_activity,SUM(total_click),none,1091b278-b70b-40d5-af7b-5750a63c662d
total_send,total_send,The total number of newsletters sent.,ncau-data-newsquery-prd,prstn_consumer,newsletter_activity,SUM(total_send),none,1091b278-b70b-40d5-af7b-5750a63c662d
total_unsubscribe,total_unsubscribe,The total number of unsubscribes from newsletters.,ncau-data-newsquery-prd,prstn_consumer,newsletter_activity,SUM(total_unsubscribe),none,1091b278-b70b-40d5-af7b-5750a63c662d
unique_open,unique_open,The total number of unique opens recorded for newsletters.,ncau-data-newsquery-prd,prstn_consumer,newsletter_activity,SUM(unique_open),none,1091b278-b70b-40d5-af7b-5750a63c662d
unique_click,unique_click,The total number of unique clicks recorded for newsletters.,ncau-data-newsquery-prd,prstn_consumer,newsletter_activity,SUM(unique_click),none,1091b278-b70b-40d5-af7b-5750a63c662d
total_cost_excluding_invoice,Total Cost (Excluding Invoice),"The total aggregated cost from GCP billing data, excluding any entries categorized under 'Invoice' service descriptions. Usage times are converted to 'Australia/Sydney' timezone, and project names are cleaned by removing the 'ncau-data-newsquery-' prefix.",ncau-tech-mgmt,billing_export,gcp_billing_export_v1_0129CD_D10B4E_0A39B2,sum(cost),hardcoded_logic,fbf4d483-b17a-4040-b18c-091481d62200
total_cost_for_core_services,Total Cost for Core Services,"The total aggregated cost from GCP billing data specifically for a predefined list of core services (e.g., BigQuery, Cloud Storage, Cloud Dataflow, etc.). This also excludes 'Invoice' service descriptions, converts usage times to 'Australia/Sydney' timezone, and cleans project names.",ncau-tech-mgmt,billing_export,gcp_billing_export_v1_0129CD_D10B4E_0A39B2,sum(cost),hardcoded_logic,fbf4d483-b17a-4040-b18c-091481d62200
subscription_targets_sum_day_target_by_publication_group,Sum of Day Target by Publication Group,"The aggregated daily subscription target value, categorized by publication group. This metric is used to track performance against targets for different publication segments.",ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(day_target_by_publication_group),none,b8ff9b19-a3c3-4b05-a4a1-d6626d5783da
subscription_targets_sum_day_target_website,Sum of Day Target by Website,"The aggregated daily subscription target value, categorized by website. This metric helps in evaluating website-specific performance against set targets.",ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(day_target_website),none,b8ff9b19-a3c3-4b05-a4a1-d6626d5783da
cscore_targets_sum_c_score_target,Sum of C-Score Target,The aggregated C-score target value. C-score likely refers to a specific internal scoring metric related to subscriptions or content performance.,ncau-data-newsquery-prd,cdm_reference_data,cscore_targets,SUM(c_score_target),none,b8ff9b19-a3c3-4b05-a4a1-d6626d5783da
metric_ga4_event_count,GA4 Event Count,Counts the total number of events recorded in the Google Analytics 4 intraday events table.,ncau-data-newsquery-prd,analytics_309894138,events_intraday_*,COUNT(1),none,7af6d106-46fc-4721-8a0c-3da32bc27707
metric_verity_user_test_record_count,Verity User Test Record Count,Counts the total number of records in the Verity user test reference data table.,ncau-data-newsquery-prd,sdm_reference_data,verity2_user_test,COUNT(1),none,7af6d106-46fc-4721-8a0c-3da32bc27707
metric_1,Total Cancellation Count,The sum of subscription movement counts specifically for movements identified as 'cancellation'. This metric quantifies the total number of cancellations recorded in the system.,ncau-data-newsquery-prd,asl_finance_derived,acquisitions_cancellations_movements,SUM(CASE WHEN (t0.subscription_movement_count_type = 'cancellation') THEN t0.subscription_movement_count ELSE 0 END),hardcoded_logic,e33ad43b-7f46-4dd7-bfd4-bd53657e4538
metric_1,Monthly Unique Consented PCSIDs (Nov 2024 - May 2025),"Counts the number of unique Publisher Content System IDs (PCSIDs) representing subscribers who have given consent, aggregated monthly, for the specific period November 2024 to May 2025. This metric contributes to understanding the base of consented subscribers over time.",ncau-data-newsquery-prd,prstn_content_interaction,swg_consent_subscribers,COUNT(DISTINCT pcsids),hardcoded_logic,3d387428-38ed-4de6-81a0-f75f3e904118
metric_2,Unique Consented PCSIDs (May 2025),Counts the number of unique Publisher Content System IDs (PCSIDs) representing subscribers who have given consent for the specific month of May 2025. This metric provides a snapshot of the consented subscriber base for a recent period.,ncau-data-newsquery-prd,prstn_content_interaction,swg_consent_subscribers,COUNT(DISTINCT pcsids),hardcoded_logic,3d387428-38ed-4de6-81a0-f75f3e904118
metric_3,Unique Engaged Subscriber IDs (April 2025),Counts the number of unique `subscriber_id`s from the `swg_consent_subscribers_engagement` table for the specific month of April 2025. This metric likely represents the number of unique subscribers who showed engagement in that particular month.,ncau-data-newsquery-prd,prstn_content_interaction,swg_consent_subscribers_engagement,COUNT(DISTINCT subscriber_id),hardcoded_logic,3d387428-38ed-4de6-81a0-f75f3e904118
metric_1,day_target_by_publication_group,"Represents the daily target for subscriptions, filtered by specific date ranges and publication group 'National News Network'.",ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(day_target_by_publication_group),hardcoded_logic,f5afdb43-bb70-48be-a049-79cf77f7c6a6
metric_2,c_score_target,"Represents the c-score target, filtered by a specific week-ending date range.",ncau-data-newsquery-prd,cdm_reference_data,cscore_targets,SUM(c_score_target),hardcoded_logic,f5afdb43-bb70-48be-a049-79cf77f7c6a6
metric_3,subscriber_count_active_daily,"Calculates the sum of subscriber counts for those identified as 'Active Daily' (active for 28 days), filtered by specific date ranges, member type, customer type, classification, and masthead.",ncau-data-newsquery-prd,asl_audience_insights,subscriber_daily_base_movement,SUM(CASE WHEN (subscriber_last_28_days_active_days = 28) THEN subscriber_count ELSE 0 END),hardcoded_logic,f5afdb43-bb70-48be-a049-79cf77f7c6a6
metric_4,subscriber_count,"Represents the total subscriber count, filtered by specific date ranges, member type, customer type, classification, and masthead.",ncau-data-newsquery-prd,asl_audience_insights,subscriber_daily_base_movement,SUM(subscriber_count),hardcoded_logic,f5afdb43-bb70-48be-a049-79cf77f7c6a6
record_count_web_onl100,Record Count (WEB_ONL100),"Counts the total number of records (likely orders or order items) from the `package_order` table. This metric is used to track subscription or order volumes. The underlying queries contain multiple hardcoded filters (e.g., specific dates like '2023-07-03', '2024-06-18', '2025-06-20', '2025-07-31', '2025-07-06'; specific source codes like '%WEB_ONL100%'; package definitions like 'REG_PEP'; and article types like 'Article/index'). These hardcoded values limit flexibility and require manual updates for any changes in reporting scope. Additionally, the queries exhibit anti-patterns such as `SELECT *` in subqueries and a convoluted, potentially redundant `UNNEST` operation on the `orders` array, which can lead to inefficient query execution, higher costs, and reduced maintainability.",ncau-data-newsquery-prd,sdm_salesforce_subscription,package_order,COUNT(1),anti_pattern,1b29c0eb-ab01-4e6f-b3f6-8161f5d3c669
cscore_targets_c_score_target,C-Score Target,"Represents the target C-Score for a given publication group and week, used for performance tracking.",ncau-data-newsquery-prd,cdm_reference_data,cscore_targets,SUM(c_score_target),hardcoded_logic,4db22271-c915-4a3b-95f1-57f52f6beaf1
subscription_targets_day_target_by_publication_group,Daily Subscription Target by Publication Group,"Represents the daily subscription target for a specific publication group, used for tracking subscription performance.",ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(day_target_by_publication_group),anti_pattern,4db22271-c915-4a3b-95f1-57f52f6beaf1
total_video_media_starts_prefiltered,Total Video Media Starts (Pre-filtered Brands),"The total count of video media starts, calculated from data that has been pre-filtered to include only a specific, hardcoded list of news brands. This metric aggregates video start events across various devices and visit dates.",ncau-data-newsquery-prd,prstn_verity,content_video_interactions_daily_agg_fct,SUM(video_media_starts),hardcoded_logic,45bc0813-2c47-4f36-bcac-ed638ce69ce2
metric_1,sort_caption,"A dimension representing a caption used for sorting or categorization, often for time periods or other categorical data.",ncau-data-newsquery-prd,asl_finance_derived,details_dashboard,t0.sort_caption,anti_pattern,d4d68a71-2b12-4caf-bc6b-96fc2d18a025
metric_2,dynamic_month_selection,"A dynamically selected month name (short format), choosing between calendar month and financial month based on a hardcoded condition. Used for filtering.",ncau-data-newsquery-prd,asl_finance_derived,details_dashboard,CASE WHEN ('Fin' = 'Fin') THEN t0.financial_short_month ELSE t0.calendar_month_short_name END,hardcoded_logic,d4d68a71-2b12-4caf-bc6b-96fc2d18a025
metric_3,dynamic_year_selection,"A dynamically selected year, choosing between calendar year and financial year based on a hardcoded condition. Used for filtering.",ncau-data-newsquery-prd,asl_finance_derived,details_dashboard,CASE WHEN ('Fin' = 'Fin') THEN t0.financial_year ELSE t0.calendar_year END,hardcoded_logic,d4d68a71-2b12-4caf-bc6b-96fc2d18a025
metric_4,publication_date,A dimension representing the date of publication.,ncau-data-newsquery-prd,asl_finance_derived,details_dashboard,t0.publication_date,anti_pattern,d4d68a71-2b12-4caf-bc6b-96fc2d18a025
metric_5,dynamic_portfolio_conformed_name,"A dynamically selected portfolio conformed name, choosing between current and sync versions based on a hardcoded condition. Used for filtering.",ncau-data-newsquery-prd,asl_finance_derived,details_dashboard,CASE WHEN ('Curr' = 'Curr') THEN t0.portfolio_conformed_name_current ELSE t0.portfolio_conformed_name_sync END,hardcoded_logic,d4d68a71-2b12-4caf-bc6b-96fc2d18a025
metric_6,dynamic_portfolio_group_name,"A dynamically selected portfolio group name, choosing between current and sync versions based on a hardcoded condition. Used for filtering.",ncau-data-newsquery-prd,asl_finance_derived,details_dashboard,CASE WHEN ('Curr' = 'Curr') THEN t0.portfolio_group_name_current ELSE t0.portfolio_group_name_sync END,hardcoded_logic,d4d68a71-2b12-4caf-bc6b-96fc2d18a025
metric_7,dynamic_portfolio_parent_group_name,"A dynamically selected portfolio parent group name, choosing between current and sync versions based on a hardcoded condition. Used for filtering.",ncau-data-newsquery-prd,asl_finance_derived,details_dashboard,CASE WHEN ('Curr' = 'Curr') THEN t0.portfolio_parent_group_name_current ELSE t0.portfolio_parent_group_name_sync END,hardcoded_logic,d4d68a71-2b12-4caf-bc6b-96fc2d18a025
sum_c_score_target_v1,Sum of C-Score Target,"Calculates the sum of the 'c_score_target' column, representing a cumulative target C-score for a given dimension (e.g., publication group) and period. This metric is used to track aggregated target values.",ncau-data-newsquery-prd,cdm_reference_data,cscore_targets,SUM(c_score_target),anti_pattern,830018a3-2d7c-4496-bd33-5471d610b39d
metric_1_sum_day_target_health_specific_dates,"Sum of Day Target by Section Team (Health, excluding The Australian, 2025-07-28 to 2025-08-03)","Aggregated daily target for subscriptions, specifically for 'Health' section teams, excluding 'The Australian' website, for the period 2025-07-28 to 2025-08-03. This metric is derived from the 'day_target_by_section_team' column.",ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(t0.day_target_by_section_team),hardcoded_logic,b456ee91-66d6-4bcb-b3a7-c752a3e02170
metric_2_count_registrations_social_referrer_health_specific_publishers_april,"Count of Registrations by Social Referrer (Health Content, specific publishers, 2025-04-21 to 2025-04-27)","Total count of registration events, grouped by social referrer, filtered for health-related content (categorytopic_path or ArticleDominantSection1) and specific Australian publishers (Courier, Telegraph, Herald, etc.), for the period 2025-04-21 to 2025-04-27.",ncau-data-newsquery-prd,prstn_verity,t_registration_details_snapshot_summary,COUNT(1),hardcoded_logic,b456ee91-66d6-4bcb-b3a7-c752a3e02170
metric_3_total_registrations_health_specific_publishers_march,"Total Registrations for Health Content (specific publishers, 2025-03-10 to 2025-03-16)","Total count of registration events, filtered for health-related content (categorytopic_path or ArticleDominantSection1) and specific Australian publishers (Courier, Telegraph, Herald, etc.), for the period 2025-03-10 to 2025-03-16.",ncau-data-newsquery-prd,prstn_verity,t_registration_details_snapshot_summary,COUNT(1),hardcoded_logic,b456ee91-66d6-4bcb-b3a7-c752a3e02170
count_digital_product_csat_gain_pain_by_category,Count of Digital Product CSAT Responses (Gain/Pain by Category),"Counts the total number of digital product CSAT responses from the 'voc_myaccount' table. Responses are categorized into 'Gain' or 'Pain' based on satisfaction levels, and those classified as 'Exclude' are filtered out. The categorization logic and date range are hardcoded within the query.",ncau-data-newsquery-prd,cdm_medallia,voc_myaccount,COUNT(1),hardcoded_logic,435638dc-cebd-41fe-8e93-f4a0e2f0f5a9
count_csat_overall_experience_onboarding,Count of Overall Experience CSAT Responses (Subscriber Onboarding),"Counts the total number of overall experience CSAT responses from the 'v_cdm_medallia_voc_onboarding' view, specifically for 'Subscriber Onboarding' survey types. Responses are categorized into 'Gain', 'Pain', or 'Exclude' based on hardcoded logic. The categorization, survey type filter, and date range are hardcoded within the query.",ncau-data-newsquery-prd,cdm_medallia_src_views,v_cdm_medallia_voc_onboarding,COUNT(1),hardcoded_logic,435638dc-cebd-41fe-8e93-f4a0e2f0f5a9
count_digital_product_csat_by_survey_type,Count of Digital Product CSAT Responses by Survey Type,"Counts the total number of digital product CSAT responses from the 'voc_myaccount' table, grouped by 'digital_survey_type'. Responses classified as 'Exclude' are filtered out. The categorization logic for 'Gain'/'Pain'/'Exclude' and the date range are hardcoded within the query.",ncau-data-newsquery-prd,cdm_medallia,voc_myaccount,COUNT(1),hardcoded_logic,435638dc-cebd-41fe-8e93-f4a0e2f0f5a9
